행정구역,2021년01월_총인구수,2021년01월_남자 인구수,2021년01월_여자 인구수,2021년02월_총인구수,2021년02월_남자 인구수,2021년02월_여자 인구수,2021년03월_총인구수,2021년03월_남자 인구수,2021년03월_여자 인구수,2021년04월_총인구수,2021년04월_남자 인구수,2021년04월_여자 인구수,2021년05월_총인구수,2021년05월_남자 인구수,2021년05월_여자 인구수,2021년06월_총인구수,2021년06월_남자 인구수,2021년06월_여자 인구수,2021년07월_총인구수,2021년07월_남자 인구수,2021년07월_여자 인구수,2021년08월_총인구수,2021년08월_남자 인구수,2021년08월_여자 인구수,2021년09월_총인구수,2021년09월_남자 인구수,2021년09월_여자 인구수,2021년10월_총인구수,2021년10월_남자 인구수,2021년10월_여자 인구수,2021년11월_총인구수,2021년11월_남자 인구수,2021년11월_여자 인구수,2021년12월_총인구수,2021년12월_남자 인구수,2021년12월_여자 인구수,위도,경도
부산광역시 연제구,208900,100563,108337,208743,100450,108293,207419,99948,107471,206979,99693,107286,206547,99464,107083,206239,99280,106959,205936,99089,106847,205700,99010,106690,205676,99000,106676,205607,98989,106618,205742,99042,106700,207144,99761,107383,35.17640584,129.0796413
부산광역시 수영구,176742,83514,93228,176703,83512,93191,176145,83280,92865,176276,83320,92956,176062,83210,92852,175877,83071,92806,175722,83010,92712,175815,83040,92775,175799,83017,92782,175583,82913,92670,175389,82790,92599,175095,82609,92486,35.14574351,129.1131838
부산광역시 사상구,212173,107191,104982,212038,107128,104910,211252,106717,104535,210943,106530,104413,210579,106324,104255,210333,106185,104148,210005,106013,103992,209547,105794,103753,209410,105690,103720,209138,105543,103595,208727,105299,103428,208298,105034,103264,35.15280367,128.9911898
부산광역시 기장군,175428,86848,88580,176112,87194,88918,176056,87172,88884,176287,87304,88983,176411,87367,89044,176617,87484,89133,176786,87565,89221,176811,87546,89265,176789,87499,89290,176879,87529,89350,177161,87661,89500,177125,87691,89434,35.24482811,129.2222634
대구광역시 중구,76382,36724,39658,76159,36586,39573,75647,36334,39313,75366,36199,39167,75133,36106,39027,74727,35922,38805,74433,35757,38676,74125,35580,38545,74032,35535,38497,74682,35858,38824,74793,35927,38866,74791,35948,38843,35.86947505,128.6060564
대구광역시 동구,341498,168218,173280,341661,168276,173385,342656,168722,173934,342468,168584,173884,341730,168209,173521,340693,167668,173025,340426,167503,172923,340242,167453,172789,340024,167322,172702,340575,167505,173070,341114,167733,173381,341436,167888,173548,35.88681859,128.6355584
대구광역시 서구,170383,85396,84987,170005,85148,84857,169432,84873,84559,169022,84624,84398,168704,84423,84281,167773,83975,83798,167270,83659,83611,166878,83453,83425,166406,83187,83219,165862,82929,82933,165208,82574,82634,164528,82241,82287,35.87200214,128.5592204
대구광역시 남구,146428,70355,76073,146255,70279,75976,146006,70169,75837,146188,70219,75969,146066,70118,75948,145105,69755,75350,144889,69663,75226,144564,69510,75054,144484,69457,75027,144119,69287,74832,143645,69066,74579,143175,68799,74376,35.84618324,128.5973754
대구광역시 북구,439906,218975,220931,439218,218625,220593,438365,218197,220168,438248,218144,220104,437892,218036,219856,437333,217669,219664,437083,217540,219543,436827,217339,219488,437146,217543,219603,436499,217197,219302,436567,217189,219378,437008,217420,219588,35.88430565,128.5815912
대구광역시 수성구,424112,205210,218902,423937,205155,218782,422759,204586,218173,421840,204076,217764,420820,203573,217247,419979,203195,216784,420048,203235,216813,419837,203120,216717,419536,202912,216624,418833,202574,216259,418014,202137,215877,417097,201689,215408,35.85823498,128.6305627
대구광역시 달서구,557404,274911,282493,555948,274175,281773,554177,273311,280866,552975,272745,280230,552192,272325,279867,551490,271953,279537,550640,271525,279115,549494,270975,278519,548694,270482,278212,547340,269775,277565,545983,269093,276890,544926,268498,276428,35.82992525,128.5326441
대구광역시 달성군,259700,131867,127833,260008,132000,128008,259833,131878,127955,260189,132072,128117,260403,132187,128216,260546,132243,128303,260960,132469,128491,261659,132793,128866,262465,133202,129263,262811,133361,129450,262906,133417,129489,262451,133149,129302,35.77475899,128.4313244
인천광역시 중구,139762,72524,67238,139776,72561,67215,139325,72400,66925,139548,72529,67019,139930,72745,67185,140175,72886,67289,140641,73107,67534,141341,73472,67869,142053,73787,68266,142618,74127,68491,143052,74366,68686,143633,74679,68954,37.47393798,126.6215171
인천광역시 동구,62485,31549,30936,62381,31515,30866,61755,31200,30555,61680,31159,30521,61530,31066,30464,61436,31040,30396,62258,31461,30797,62410,31517,30893,62244,31417,30827,61977,31266,30711,61716,31120,30596,61486,30998,30488,37.4740331,126.6432655
인천광역시 미추홀구,404843,203854,200989,405125,204002,201123,404175,203664,200511,403999,203495,200504,404236,203564,200672,404618,203742,200876,404560,203720,200840,405811,204357,201454,406482,204758,201724,406789,204898,201891,407010,205009,202001,407464,205283,202181,37.46365763,126.6502865
인천광역시 연수구,388409,193006,195403,389527,193548,195979,390477,194069,196408,390807,194282,196525,390971,194351,196620,390827,194215,196612,390638,194088,196550,390107,193801,196306,389977,193641,196336,389926,193568,196358,389638,193434,196204,389644,193417,196227,37.41037273,126.678298
인천광역시 남동구,524800,260654,264146,524004,260227,263777,522713,259545,263168,522330,259335,262995,521719,259035,262684,521340,258876,262464,520683,258582,262101,519667,258080,261587,518988,257803,261185,518662,257616,261046,518372,257523,260849,518272,257468,260804,37.44725267,126.7314723
인천광역시 부평구,494487,244412,250075,493610,243934,249676,491370,242817,248553,490968,242605,248363,490970,242647,248323,490609,242460,248149,490138,242133,248005,489178,241608,247570,488683,241313,247370,488092,240990,247102,487201,240572,246629,486765,240348,246417,37.50724197,126.7218691
인천광역시 계양구,296200,147690,148510,296534,147871,148663,296771,147987,148784,296947,147993,148954,296705,147864,148841,296442,147719,148723,296173,147557,148616,295492,147178,148314,294668,146737,147931,294852,146853,147999,295462,147171,148291,295696,147316,148380,37.53757116,126.7377225
인천광역시 서구,541823,273693,268130,541164,273369,267795,540532,273008,267524,540532,273007,267525,540790,273106,267684,541304,273411,267893,542635,274060,268575,544726,275064,269662,549053,277255,271798,552338,278877,273461,553962,279621,274341,555380,280398,274982,37.54548073,126.6760045
인천광역시 강화군,69245,34664,34581,69236,34655,34581,69008,34519,34489,69089,34557,34532,69212,34626,34586,69285,34644,34641,69326,34681,34645,69324,34679,34645,69302,34660,34642,69351,34698,34653,69502,34782,34720,69693,34868,34825,37.74685272,126.4878739
인천광역시 옹진군,20398,11593,8805,20348,11563,8785,20335,11541,8794,20314,11528,8786,20319,11524,8795,20331,11551,8780,20388,11596,8792,20373,11591,8782,20345,11592,8753,20404,11643,8761,20404,11647,8757,20342,11598,8744,37.44668379,126.6368011
광주광역시 동구,102877,50789,52088,102745,50674,52071,102467,50577,51890,102939,50783,52156,103007,50853,52154,103146,50926,52220,103185,50938,52247,103333,50981,52352,103544,51073,52471,103443,51016,52427,103396,51002,52394,103470,51046,52424,35.14615419,126.9231381
광주광역시 서구,296036,145049,150987,295368,144682,150686,294691,144373,150318,294128,144117,150011,293364,143812,149552,293088,143635,149453,292724,143459,149265,292400,143271,149129,292180,143177,149003,291705,142908,148797,291411,142783,148628,291231,142721,148510,35.15217985,126.8899468
광주광역시 남구,214532,103192,111340,214579,103263,111316,213776,102891,110885,213698,102854,110844,213717,102803,110914,213910,102885,111025,214111,102933,111178,214051,102881,111170,214295,102962,111333,215043,103318,111725,215527,103559,111968,215575,103542,112033,35.13321296,126.9022115
광주광역시 북구,430516,213745,216771,430209,213621,216588,429600,213257,216343,429159,213032,216127,428262,212637,215625,427858,212433,215425,428040,212537,215503,427773,212410,215363,428082,212526,215556,427684,212370,215314,427463,212180,215283,427114,211999,215115,35.17438289,126.9121844
광주광역시 광산구,405154,204154,201000,405052,204091,200961,404939,204128,200811,404863,204048,200815,404804,203996,200808,404645,203914,200731,404422,203759,200663,404413,203743,200670,404726,203928,200798,404579,203871,200708,404341,203768,200573,404221,203707,200514,35.13977662,126.7937594
대전광역시 동구,223727,112794,110933,224103,113026,111077,223469,112726,110743,223358,112660,110698,223353,112656,110697,223245,112571,110674,223198,112539,110659,223206,112538,110668,223409,112638,110771,223384,112624,110760,223038,112408,110630,222222,111953,110269,36.31203163,127.4548059
대전광역시 중구,235164,116032,119132,234654,115744,118910,233601,115273,118328,233213,114991,118222,233067,114905,118162,232841,114783,118058,232627,114663,117964,232309,114475,117834,232077,114361,117716,231852,114258,117594,231306,113977,117329,230341,113507,116834,36.32576074,127.4213595
대전광역시 서구,477326,234832,242494,476945,234558,242387,475685,233968,241717,475622,233902,241720,475406,233764,241642,474934,233513,241421,474653,233371,241282,474504,233278,241226,474444,233248,241196,474046,233068,240978,473952,233010,240942,473365,232714,240651,36.35552081,127.3838132
대전광역시 유성구,350875,177175,173700,350374,176852,173522,350136,176765,173371,350017,176715,173302,350046,176750,173296,349927,176644,173283,349836,176651,173185,349809,176672,173137,350337,176991,173346,350284,176936,173348,351049,177352,173697,351277,177463,173814,36.36246979,127.3561992
대전광역시 대덕구,176199,89563,86636,175988,89483,86505,175572,89343,86229,175409,89254,86155,175289,89204,86085,175160,89155,86005,174986,89057,85929,174851,88993,85858,174791,88904,85887,174662,88856,85806,174330,88659,85671,175046,88989,86057,36.34692581,127.4155614
울산광역시 중구,217191,109997,107194,216523,109644,106879,215276,109045,106231,214901,108828,106073,214775,108746,106029,214779,108776,106003,214584,108678,105906,214280,108516,105764,213833,108235,105598,213579,108103,105476,213441,108044,105397,212883,107736,105147,35.56970355,129.3327733
울산광역시 남구,319780,163120,156660,319189,162809,156380,318059,162292,155767,317672,162114,155558,317184,161841,155343,316716,161614,155102,316241,161343,154898,315599,160976,154623,315118,160693,154425,314706,160481,154225,314331,160282,154049,313819,160055,153764,35.54394782,129.330126
울산광역시 동구,156596,81834,74762,156209,81652,74557,155753,81412,74341,155511,81246,74265,155284,81102,74182,155129,81003,74126,154922,80868,74054,154705,80767,73938,154566,80683,73883,154501,80618,73883,154383,80551,73832,154096,80417,73679,35.50516123,129.4167348
울산광역시 북구,219175,113499,105676,218774,113324,105450,218481,113172,105309,218410,113162,105248,218303,113119,105184,218131,113009,105122,218065,112942,105123,217920,112835,105085,217736,112757,104979,217750,112783,104967,218258,113003,105255,218735,113265,105470,35.582905,129.3612179
울산광역시 울주군,222628,114952,107676,222258,114761,107497,221685,114503,107182,221669,114503,107166,221629,114508,107121,221614,114522,107092,221915,114680,107235,221955,114712,107243,221983,114725,107258,222030,114738,107292,222082,114756,107326,222059,114744,107315,35.52252665,129.2425116
세종특별자치시 세종특별자치시,357871,178656,179215,359569,179528,180041,360462,180030,180432,361396,180462,180934,362036,180778,181258,362995,181328,181667,364364,181996,182368,365309,182430,182879,366560,183044,183516,368276,183879,184397,369465,184441,185024,371895,185678,186217,36.48045322,127.2892442
경기도 수원시,1185741,596918,588823,1186273,597254,589019,1185984,597390,588594,1185532,597136,588396,1184922,596759,588163,1184210,596269,587941,1183615,595883,587732,1183419,595810,587609,1184754,596543,588211,1185276,596863,588413,1184683,596491,588192,1183714,595933,587781,37.26355925,127.0285973
경기도 성남시,939774,465278,474496,938819,464828,473991,934308,462773,471535,932867,462086,470781,931626,461504,470122,931654,461565,470089,931756,461613,470143,931931,461612,470319,931760,461496,470264,931319,461315,470004,931063,461205,469858,930948,461131,469817,37.42022748,127.1266546
경기도 의정부시,462499,227731,234768,462619,227725,234894,461143,227191,233952,461077,227112,233965,460923,227073,233850,461523,227380,234143,462588,227975,234613,463373,228349,235024,463562,228451,235111,463665,228574,235091,463706,228555,235151,463661,228538,235123,37.73825019,127.033733
경기도 안양시,549730,271760,277970,550939,272392,278547,551136,272569,278567,551189,272626,278563,550750,272348,278402,549903,271857,278046,548960,271356,277604,548491,271131,277360,548074,270954,277120,547258,270572,276686,546753,270290,276463,547178,270496,276682,37.39453744,126.9568463
경기도 부천시,817449,405464,411985,816087,404763,411324,813178,403374,409804,812158,402851,409307,811225,402337,408888,810742,402000,408742,810069,401645,408424,809559,401353,408206,809083,401051,408032,808047,400375,407672,807090,399933,407157,806067,399484,406583,37.50375321,126.7658326
경기도 광명시,297748,146858,150890,296785,146369,150416,295750,145897,149853,295690,145859,149831,295742,145900,149842,295852,145948,149904,295560,145781,149779,295335,145603,149732,294895,145398,149497,294458,145171,149287,293763,144827,148936,292893,144384,148509,37.47867555,126.8646736
경기도 평택시,540929,279690,261239,544085,281521,262564,544368,282242,262126,546154,283450,262704,548131,284559,263572,549901,285580,264321,551603,286588,265015,554511,288302,266209,557450,290020,267430,559363,291122,268241,561770,292554,269216,564288,293954,270334,36.99245752,127.112695
경기도 동두천시,94443,47077,47366,94318,47005,47313,93351,46621,46730,93289,46610,46679,93292,46606,46686,93354,46626,46728,93447,46675,46772,93414,46627,46787,93479,46661,46818,93508,46659,46849,93528,46672,46856,93592,46694,46898,37.90370032,127.061145
경기도 안산시,655733,336265,319468,655700,336325,319375,655859,336542,319317,655816,336479,319337,655555,336303,319252,655115,336051,319064,654678,335750,318928,654477,335701,318776,654270,335574,318696,654117,335508,318609,653687,335229,318458,652726,334646,318080,37.32203062,126.8308388
경기도 고양시,1081175,529378,551797,1082420,529886,552534,1080845,529227,551618,1080736,529062,551674,1080656,529030,551626,1080507,528924,551583,1081045,529135,551910,1080896,528972,551924,1080787,528911,551876,1080240,528683,551557,1079722,528390,551332,1079353,528094,551259,37.65830361,126.832016
경기도 과천시,64549,31675,32874,67279,33019,34260,68399,33581,34818,68955,33846,35109,69027,33887,35140,69276,34036,35240,69509,34151,35358,69640,34223,35417,69732,34275,35457,69910,34357,35553,71234,35058,36176,73345,36092,37253,37.42927348,126.9875979
경기도 구리시,197217,97836,99381,196685,97601,99084,195804,97184,98620,195324,96900,98424,194838,96640,98198,194389,96457,97932,193954,96227,97727,193662,96074,97588,193410,95966,97444,193014,95747,97267,192461,95429,97032,191948,95172,96776,37.5944714,127.1297639
경기도 남양주시,714822,355980,358842,718434,357710,360724,720282,358682,361600,721767,359354,362413,723215,360076,363139,724183,360473,363710,725031,360803,364228,727221,361913,365308,728664,362614,366050,729918,363233,366685,731497,363970,367527,733798,365103,368695,37.61055247,127.1711945
경기도 오산시,230042,118964,111078,230522,119237,111285,230604,119343,111261,230769,119513,111256,230702,119532,111170,230705,119561,111144,230657,119588,111069,230555,119590,110965,230395,119558,110837,230403,119588,110815,230165,119461,110704,229983,119409,110574,37.14993516,127.0770233
경기도 시흥시,504935,263749,241186,507681,265172,242509,509115,265947,243168,510098,266410,243688,510833,266839,243994,511314,267078,244236,511747,267186,244561,511807,267236,244571,511900,267334,244566,511888,267351,244537,512155,267503,244652,512030,267423,244607,37.38014281,126.8028693
경기도 군포시,273542,135726,137816,272533,135192,137341,271392,134603,136789,271007,134427,136580,270754,134288,136466,270584,134167,136417,270293,133999,136294,269752,133758,135994,269507,133641,135866,269215,133506,135709,269086,133458,135628,268535,133246,135289,37.36160744,126.9352653
경기도 의왕시,163585,81379,82206,163208,81175,82033,162443,80839,81604,162227,80714,81513,162239,80710,81529,162215,80667,81548,162925,81009,81916,163510,81300,82210,163715,81403,82312,163704,81341,82363,163555,81252,82303,163356,81148,82208,37.34496964,126.9687218
경기도 하남시,295122,148229,146893,298005,149595,148410,300187,150678,149509,301801,151429,150372,302681,151874,150807,305908,153427,152481,308390,154574,153816,310365,155478,154887,312159,156333,155826,314866,157644,157222,318126,159264,158862,320087,160163,159924,37.53923662,127.2145653
경기도 용인시,1075045,533222,541823,1075918,533604,542314,1075421,533356,542065,1076773,534238,542535,1077701,534842,542859,1077826,534946,542880,1079049,535521,543528,1080325,536223,544102,1080027,535936,544091,1079609,535631,543978,1078604,535053,543551,1077508,534459,543049,37.24071642,127.177274
경기도 파주시,466539,236488,230051,467954,237118,230836,468501,237528,230973,470096,238389,231707,471219,238960,232259,472260,239454,232806,473673,240306,233367,476044,241438,234606,477819,242418,235401,479183,243139,236044,481629,244290,237339,483245,245085,238160,37.75946605,126.7803264
경기도 이천시,218651,113095,105556,218793,113156,105637,218565,113087,105478,219224,113538,105686,219591,113745,105846,220904,114471,106433,221697,114913,106784,222883,115596,107287,223482,115995,107487,224066,116264,107802,223831,116100,107731,223177,115727,107450,37.27224558,127.435023
경기도 안성시,187232,96474,90758,187488,96622,90866,187540,96711,90829,188038,97025,91013,188704,97419,91285,189060,97561,91499,189298,97699,91599,189641,97911,91730,189747,97955,91792,189732,97969,91763,189559,97874,91685,189534,97895,91639,37.00786318,127.2798342
경기도 김포시,477332,239165,238167,479290,240076,239214,480275,240514,239761,481719,241239,240480,482578,241645,240933,483642,242136,241506,484481,242493,241988,485221,242792,242429,485647,243017,242630,485859,243149,242710,486123,243279,242844,486508,243415,243093,37.61533178,126.7154295
경기도 화성시,857550,445135,412415,859329,446168,413161,860865,447092,413773,864687,449184,415503,867819,450855,416964,870361,452263,418098,872537,453495,419042,875987,455268,420719,878879,456841,422038,881154,457918,423236,884225,459514,424711,887015,460788,426227,37.19943362,126.8315556
경기도 광주시,382578,195548,187030,382835,195680,187155,383052,195851,187201,383794,196185,187609,384306,196393,187913,384714,196588,188126,385000,196660,188340,385808,197056,188752,386301,197265,189036,386496,197315,189181,386573,197285,189288,387289,197673,189616,37.4294162,127.2551636
