행정구역,2019년1월_남자 인구수,2019년2월_남자 인구수,2019년3월_남자 인구수,2019년4월_남자 인구수,2019년5월_남자 인구수,2019년6월_남자 인구수,2019년7월_남자 인구수,2019년8월_남자 인구수,2019년9월_남자 인구수,2019년10월_남자 인구수,2019년11월_남자 인구수,2019년12월_남자 인구수,위도,경도
전라북도 부안군,26973,26901,26888,26845,26773,26728,26706,26641,26597,26554,26500,26473,35.73178215,126.7333099
전라남도 목포시,115534,115357,115178,115018,114956,114973,114865,114703,114612,114591,114551,114565,34.81181045,126.3921426
전라남도 여수시,143738,143585,143617,143773,143890,143747,143615,143470,143373,143351,143857,143791,34.76039685,127.6622222
전라남도 순천시,139529,139644,139671,139699,139647,139876,139871,139981,140120,140307,140164,139324,34.95062457,127.48737
전라남도 나주시,57397,57528,57661,57708,57677,57617,57556,57561,57564,57562,57547,57668,35.0158853,126.7108524
전라남도 광양시,79681,79105,78848,78790,78740,78687,78647,78550,78396,78273,78622,81365,34.94070146,127.6958891
전라남도 담양군,23624,23623,23590,23607,23539,23481,23428,23382,23365,23510,23668,23719,35.32122516,126.9881958
전라남도 곡성군,14390,14341,14402,14365,14312,14293,14282,14238,14190,14157,14136,14114,35.2820633,127.2920961
전라남도 구례군,13031,12956,12895,12869,12806,12785,12759,12727,12714,12701,12700,12924,35.20250131,127.4627157
전라남도 고흥군,31776,31753,31719,31709,31692,31654,31592,31538,31516,31461,31441,31445,34.60477493,127.2762856
전라남도 보성군,20676,20611,20515,20442,20423,20382,20331,20270,20207,20137,20124,20063,34.77147634,127.079973
전라남도 화순군,31380,31330,31298,31276,31271,31197,31088,31038,31068,31034,31010,31061,35.06454988,126.9866674
전라남도 장흥군,19035,18950,18939,18898,18882,18851,18815,18786,18737,18720,18697,18690,34.68163168,126.9071449
전라남도 강진군,17302,17241,17212,17157,17095,17077,17066,17037,17011,16988,16967,16944,34.64205355,126.7672373
전라남도 해남군,35175,35061,35042,34966,34950,34914,34836,34811,34774,34719,34701,34642,34.57338485,126.5992923
전라남도 영암군,28057,27970,27892,27857,27837,27781,27844,27970,28029,28014,28016,28027,34.80016406,126.6967832
전라남도 무안군,41128,41066,41029,41037,40973,40866,40838,40763,40742,40713,40689,40659,34.99040352,126.481689
전라남도 함평군,16605,16568,16543,16528,16515,16489,16474,16462,16435,16431,16401,16404,35.06589788,126.5165996
전라남도 영광군,26971,26931,26927,26914,26890,26864,26856,26833,26843,26818,26800,26828,35.27718056,126.5119711
전라남도 장성군,23218,23186,23103,23193,23137,23278,23226,23207,23368,23319,23429,23489,35.3018382,126.7849389
전라남도 완도군,25804,25741,25709,25688,25670,25664,25631,25578,25527,25504,25469,25457,34.31099974,126.7549467
전라남도 진도군,15283,15264,15289,15236,15207,15197,15183,15157,15134,15122,15113,15093,34.48679563,126.2634295
전라남도 신안군,21854,21813,21802,21828,21772,21756,21738,21703,21639,21561,21472,21402,34.83357423,126.3514524
경상북도 포항시,257790,257479,257332,257231,257075,256940,256896,256810,256594,256467,256335,256140,36.01937542,129.3433639
경상북도 경주시,128676,128594,128535,128565,128489,128401,128255,128177,128041,128001,128004,127928,35.85626282,129.2248116
경상북도 김천시,70582,70596,70830,70875,70894,70925,70882,70816,70815,70791,70820,70743,36.13983232,128.1135643
경상북도 안동시,79972,79871,79607,79532,79420,79396,79306,79232,79221,79247,79258,79239,36.56831833,128.7295868
경상북도 구미시,215709,215542,215365,215341,215480,215545,215574,215526,215531,215431,215354,215208,36.1198418,128.3443068
경상북도 영주시,52869,52786,52690,52604,52510,52441,52399,52313,52255,52212,52129,52060,36.80565236,128.6238768
경상북도 영천시,51266,51192,51299,51343,51577,51823,51752,51709,51944,52001,52099,52100,35.97349135,128.9382431
경상북도 상주시,48928,48871,49066,49052,48991,48919,48848,48872,48839,48805,48933,49378,36.41095303,128.1589549
경상북도 문경시,35188,35155,35206,35221,35230,35373,35331,35288,35256,35258,35238,35391,36.58683084,128.1870005
경상북도 경산시,131476,131479,131573,131565,131697,131976,132202,132250,132313,132374,132477,132616,35.82511073,128.741326
경상북도 군위군,12137,12124,12108,12100,12082,12053,12064,12063,12079,12086,12108,12166,36.24293664,128.5728369
경상북도 의성군,25803,25793,25750,25734,25722,25721,25708,25710,25712,25671,25678,25720,36.35271338,128.6971422
경상북도 청송군,12795,12780,12770,12766,12742,12741,12729,12715,12708,12705,12695,12694,36.43628135,129.0569723
경상북도 영양군,8530,8520,8508,8493,8483,8470,8450,8448,8442,8418,8426,8419,36.66667945,129.1122616
경상북도 영덕군,18067,18007,18008,17976,17927,17895,17881,17868,17889,17871,17820,17777,36.41501475,129.3656654
경상북도 청도군,21135,21187,21142,21152,21148,21128,21112,21092,21060,21072,21072,21065,35.64740052,128.733963
경상북도 고령군,16803,16757,16766,16731,16686,16648,16650,16621,16598,16565,16536,16548,35.72611222,128.2629519
경상북도 성주군,22925,22901,22857,22839,22768,22703,22699,22637,22634,22620,22599,22716,35.91943449,128.2831702
경상북도 칠곡군,61895,61865,61828,61740,61634,61529,61466,61408,61316,61269,61184,61063,35.99558435,128.4016028
경상북도 예천군,26243,26309,26505,26650,26741,26781,26813,26885,26940,26992,27048,27032,36.64687138,128.4372484
경상북도 봉화군,16368,16377,16381,16386,16357,16322,16307,16280,16251,16209,16197,16146,36.8930961,128.7323988
경상북도 울진군,24943,24870,24851,24808,24780,24771,24762,24757,24731,24723,24696,24658,36.99308703,129.4004941
경상북도 울릉군,5292,5289,5278,5282,5309,5321,5330,5305,5287,5286,5256,5230,37.48434523,130.9057502
경상남도 창원시,533959,533538,532841,532206,531736,531251,531054,530669,530311,529964,529722,529262,35.22797503,128.6818146
경상남도 진주시,171366,171508,171562,171612,171640,171686,171798,171891,171912,171967,171932,171834,35.18030228,128.1086628
경상남도 통영시,67176,66979,66891,66785,66689,66598,66523,66441,66332,66289,66192,66053,34.85392667,128.4339955
경상남도 사천시,57308,57119,57035,56961,56924,56884,56789,56686,56575,56528,56493,56451,35.00329629,128.0642328
경상남도 김해시,270005,270312,270733,271344,271799,272312,272598,272935,273167,273624,273958,274336,35.22857717,128.8892552
경상남도 밀양시,52136,52041,51973,51939,51848,51813,51791,51742,51717,51674,51651,51618,35.50388523,128.7466943
경상남도 거제시,130774,130450,130192,130115,130077,130087,130076,130017,130013,130147,130124,130141,34.88091089,128.6218113
경상남도 양산시,175500,175626,175782,175838,175736,175575,175605,175560,175588,175717,175810,176114,35.33501899,129.0376034
경상남도 의령군,13390,13392,13366,13372,13359,13358,13321,13312,13287,13256,13230,13242,35.32219253,128.2617007
경상남도 함안군,33876,33783,33695,33616,33561,33523,33481,33431,33388,33315,33256,33203,35.2724085,128.406507
경상남도 창녕군,31416,31339,31350,31287,31220,31171,31116,31077,31053,31092,31062,31015,35.54461845,128.4922353
경상남도 고성군,26641,26722,26688,26603,26543,26501,26407,26374,26325,26284,26235,26208,34.97308291,128.3224483
경상남도 남해군,21055,21059,21212,21199,21196,21174,21139,21107,21053,21044,21024,20988,34.83768596,127.8925293
경상남도 하동군,23442,23357,23318,23326,23381,23327,23256,23266,23219,23174,23131,23149,35.06734434,127.7513032
경상남도 산청군,17554,17508,17444,17439,17431,17407,17355,17339,17313,17282,17277,17321,35.41510337,127.8738913
경상남도 함양군,19168,19134,19138,19142,19138,19145,19140,19135,19137,19113,19103,19097,35.52053795,127.7251843
경상남도 거창군,30317,30266,30553,30567,30567,30546,30481,30416,30468,30428,30393,30345,35.68666343,127.9094852
경상남도 합천군,21970,21929,21893,21881,21843,21819,21800,21784,21742,21684,21654,21655,35.56668331,128.1658663
제주특별자치도 제주시,244099,244153,244397,244543,244826,244980,245154,245244,245349,245440,245481,245533,33.49958268,126.5312361
제주특별자치도 서귀포시,91714,91712,91829,91886,91891,91964,91954,91962,91908,91842,91858,91812,33.25531026,126.5349109
