행정구역,2019년1월_총인구수,2019년2월_총인구수,2019년3월_총인구수,2019년4월_총인구수,2019년5월_총인구수,2019년6월_총인구수,2019년7월_총인구수,2019년8월_총인구수,2019년9월_총인구수,2019년10월_총인구수,2019년11월_총인구수,2019년12월_총인구수,위도,경도
서초구,433620,433565,432762,432336,431751,431360,431423,431353,431027,430801,430697,430826,37.48375739,127.0326987
강남구,542154,542341,541854,542108,542344,542498,542576,543222,544028,544712,545024,545169,37.51768528,127.047386
송파구,670892,675450,678521,679824,679842,679247,678553,677702,677489,676328,675843,675961,37.5146405,127.105894
강동구,426865,426178,425267,424727,424417,424235,425392,425953,426219,430684,433251,436067,37.53028931,127.1237639
중구,42665,42634,42585,42543,42404,42389,42350,42175,42085,42010,41983,41910,35.10653923,129.0322797
서구,110421,110384,110298,110052,109820,109546,109409,109131,108946,108735,108449,108229,35.09811743,129.0242148
동구,86828,86671,86603,86485,86347,86206,86145,86939,87437,87796,87903,88165,35.12951925,129.0454126
영도구,119734,119494,119222,119045,118790,118588,118303,117978,117662,117316,117040,116711,35.09140559,129.0678947
부산진구,361565,360885,360140,359247,358815,358864,358854,359010,359022,358685,358302,357880,35.16304228,129.0530903
동래구,266502,266860,267232,267567,267572,267804,268097,268956,269739,270558,270910,271247,35.1967203,129.0930973
남구,279470,279033,278608,278497,278632,278270,277824,277205,276583,275792,275041,274480,35.1367524,129.0844303
북구,296292,295517,294651,293971,293362,292843,292387,291787,291452,291131,291337,291132,35.19746596,128.9902986
해운대구,409167,409032,408770,408384,408026,407560,407104,406627,406315,406058,406204,406102,35.16335254,129.1638847
사하구,326968,326061,325726,325166,324661,324330,324023,323430,322906,322333,321858,321004,35.1045808,128.9749752
금정구,242459,242447,242200,241986,241793,241488,241177,240880,240494,239837,239459,239062,35.2430003,129.0921739
강서구,123915,125309,125867,126333,126727,127032,127139,127422,127854,128334,128740,129566,35.21241036,128.9804872
연제구,208406,208637,208834,209712,210226,210011,209836,209529,209343,209503,209531,209395,35.17640584,129.0796413
수영구,176116,176118,176100,175744,175532,176294,176724,176777,176738,176531,176331,176148,35.14574351,129.1131838
사상구,222853,222315,222251,221994,221872,221317,220898,220374,219916,219303,218707,218094,35.15280367,128.9911898
기장군,164898,164833,165004,165024,165016,165090,165047,164989,165010,164949,164926,164716,35.24482811,129.2222634
중구,79192,79001,78831,78504,78172,77935,77858,77770,77738,77743,77659,77421,35.86947505,128.6060564
동구,351255,350609,350340,350066,349441,348825,348236,347700,347347,346834,346334,345469,35.88681859,128.6355584
서구,183777,183029,182468,181782,180870,179920,178917,178067,177384,176642,175930,175277,35.87200214,128.5592204
남구,150216,149790,149503,149314,149002,148682,148347,148211,148224,148174,148193,148113,35.84618324,128.5973754
북구,438886,438136,437671,437393,438388,439093,439332,439421,439354,438963,438423,437710,35.88430565,128.5815912
수성구,432585,432479,431928,431613,431041,430481,430026,429480,429147,428994,428948,428614,35.85823498,128.6305627
달서구,572436,572190,571698,571682,571362,571303,571237,571076,570700,570327,569778,568887,35.82992525,128.5326441
달성군,252035,252904,253390,253800,254015,254239,254713,255020,255376,255851,256316,256540,35.77475899,128.4313244
중구,123529,125332,126707,127766,129243,130022,130806,131385,132052,133293,134318,135135,37.47393798,126.6215171
동구,65987,65705,65475,65257,65057,64998,64875,64778,64718,64601,64485,64427,37.4740331,126.6432655
미추홀구,416449,415692,415172,414387,413750,413178,412471,411678,410998,410162,409463,408862,37.46365763,126.6502865
연수구,348812,350438,351086,352172,353827,355218,357244,359955,362254,364383,365499,366550,37.41037273,126.678298
남동구,536394,535628,535853,536255,535978,535401,534871,534056,533560,532805,532703,532704,37.44725267,126.7314723
부평구,523538,522310,521384,520171,518940,518096,517029,515759,514856,513666,512610,511577,37.50724197,126.7218691
계양구,311701,310533,309596,308685,307919,307349,306613,305957,305394,304788,304145,303471,37.53757116,126.7377225
서구,539528,540595,541423,542157,542624,542989,543075,543108,543108,543417,544198,544556,37.54548073,126.6760045
강화군,68897,68940,68939,68992,69048,69051,69130,69153,69138,69157,69173,69178,37.74685272,126.4878739
옹진군,21081,20890,20878,20858,20793,20722,20714,20696,20726,20712,20655,20566,37.44668379,126.6368011
동구,94413,94244,94098,94653,95114,95743,96962,97798,98189,98482,98628,98585,35.14615419,126.9231381
서구,304197,303597,302903,302607,302299,301909,301588,301353,301455,301574,301452,300975,35.15217985,126.8899468
남구,216655,217472,217743,217679,217616,217949,218003,218143,218030,218116,218289,218060,35.13321296,126.9022115
북구,439895,439161,438509,437617,436817,436188,435807,435251,435379,435035,434562,433533,35.17438289,126.9121844
광산구,404672,404734,405677,406384,407157,407235,407126,406893,406579,406153,405984,405315,35.13977662,126.7937594
동구,229051,229212,229563,229513,229401,229309,229007,228804,228530,228026,227467,226771,36.31203163,127.4548059
중구,244025,243653,243334,243096,242992,242829,242575,242156,241635,241451,240976,240473,36.32576074,127.4213595
서구,484380,483998,483511,482783,482384,481763,481964,481893,482125,482063,481683,481222,36.35552081,127.3838132
유성구,349803,349802,349666,349868,349792,349635,349200,349079,348985,348986,349308,349373,36.36246979,127.3561992
대덕구,181466,180940,180573,180249,179829,179402,178955,178588,178366,177910,177521,177031,36.34692581,127.4155614
중구,231220,230301,229175,228014,227255,226713,226188,225657,225197,224730,224238,223581,35.56970355,129.3327733
남구,330403,329765,328742,327868,327259,326698,325875,325174,324701,324380,324056,323819,35.54394782,129.330126
동구,164172,163430,162806,162298,161931,161582,161327,161017,160768,160449,160106,159656,35.50516123,129.4167348
북구,207267,208378,210049,211922,213027,213854,214607,215276,215753,216421,217309,217796,35.582905,129.3612179
울주군,221724,221861,222028,222191,222213,222454,222894,223170,223454,223429,223213,223167,35.52252665,129.2425116
세종시,316814,320326,322693,324417,325777,327643,330298,332098,333757,336356,338647,340575,36.48045322,127.2892442
수원시,1200038,1199495,1199599,1198461,1197648,1197153,1196323,1195318,1196074,1195204,1194834,1194465,37.26355925,127.0285973
수원시장안구,285493,284647,284722,283683,282616,281629,280694,279948,279819,279218,278798,278377,37.30388623,127.0100655
수원시권선구,377655,377211,376680,375646,375022,374613,373909,373152,372825,372376,372013,371754,37.2577089,126.972275
수원시팔달구,180297,179886,179423,178911,178717,178339,177911,177475,177063,176552,176244,175866,37.28252144,127.019781
수원시영통구,356593,357751,358774,360221,361293,362572,363809,364743,366367,367058,367779,368468,37.25910895,127.046851
성남시,953447,952364,950916,949316,948582,947990,946568,945546,944741,943585,942929,942724,37.42022748,127.1266546
성남시수정구,233912,233620,233336,233105,233148,233467,233278,233993,234570,234800,234648,234678,37.45023548,127.1454875
성남시중원구,224513,224373,224023,223520,223245,222817,222347,221744,221234,220737,220470,220041,37.43043655,127.1372939
성남시분당구,495022,494371,493557,492691,492189,491706,490943,489809,488937,488048,487811,488005,37.38270101,127.1186651
의정부시,448363,449121,449803,450332,450695,450961,451208,451843,451846,451841,451833,451868,37.73825019,127.033733
안양시,575550,574672,573660,573296,573129,572673,571978,571233,570544,569752,569045,567044,37.39453744,126.9568463
안양시만안구,"250,886",250595,250107,249615,"249,093",248605,247962,247321,"246,807",246161,245590,244235,37.38657615,126.9324
안양시동안구,"324,664",324077,323553,323681,"324,036",324068,324016,323912,"323,737",323591,323455,322809,37.39256848,126.9513
부천시,842538,840735,839201,837937,837233,836751,835433,834276,833218,831701,830811,829996,37.50375321,126.7658326
광명시,326425,325766,324730,323527,322418,321435,320693,319899,319205,318021,317144,316552,37.47867555,126.8646736
평택시,496324,498126,499620,500787,501736,502292,504221,505817,507621,509529,511229,513027,36.99245752,127.112695
동두천시,95999,95795,95517,95375,95233,95250,95151,95010,94912,94941,94779,94768,37.90370032,127.061145
안산시,659963,659378,658882,657988,657260,656857,656811,655898,654668,652835,651777,650918,37.32203062,126.8308388
안산시상록구,"355,519",354699,354145,353558,"353,028",352178,350416,348960,"347,662",346243,345351,344613,37.30076467,126.8464
안산시단원구,"304,444",304679,304737,304430,"304,232",304679,306395,306938,"307,006",306592,306426,306305,37.3209214,126.8152
고양시,1043997,1043426,1044179,1045533,1046552,1047575,1051177,1055873,1059340,1061929,1064218,1066351,37.65830361,126.832016
고양시덕양구,"450,011",449768,450346,450814,"451,202",451661,454593,459295,"462,139",463643,464633,466157,37.63711247,126.8325
고양시일산동구,"296,167",295879,295315,294990,"294,736",294650,294206,293804,"294,668",296032,297027,297671,37.65875975,126.7751
고양시일산서구,"297,819",297779,298518,299729,"300,614",301264,302378,302774,"302,533",302254,302558,302523,37.67802861,126.745
과천시,58195,58280,58267,58218,58112,58050,58044,58036,58043,57997,58107,58289,37.42927348,126.9875979
구리시,203181,202687,202279,201952,201679,201357,200952,200205,199595,199239,199259,199265,37.5944714,127.1297639
남양주시,682540,684411,685916,687575,689019,691107,693793,697225,699326,700598,701091,701830,37.61055247,127.1711945
오산시,220140,220239,220377,220081,220089,220085,219975,221669,222981,224113,225446,226379,37.14993516,127.0770233
시흥시,451182,454800,457610,459601,461815,463836,465515,466962,468274,470759,472162,473682,37.38014281,126.8028693
군포시,276645,276058,275586,275207,274793,274686,274364,274495,274667,275129,275546,275852,37.36160744,126.9352653
의왕시,154114,154755,156148,157090,158108,158696,159400,159720,159911,160023,160045,161153,37.34496964,126.9687218
하남시,256611,259047,260862,262261,263442,264406,266082,268186,269539,270495,271574,272455,37.53923662,127.2145653
용인시,1037042,1038403,1039361,1042229,1046066,1048832,1052348,1054989,1055516,1057086,1057895,1059609,37.24071642,127.177274
용인시처인구,"249,848",250488,251231,252528,"253,978",254362,255467,256087,"255,900",255426,254352,253896,37.23440757,127.2013
용인시기흥구,"428,542",428918,429087,430425,"432,487",434082,434886,435316,"434,472",434984,435649,436679,37.28040312,127.1146
용인시수지구,"358,652",358997,359043,359276,"359,601",360388,361995,363586,"365,144",366676,367894,369034,37.32205481,127.0974
파주시,452564,453057,453267,453366,453600,453883,453942,453898,453825,454055,454107,454040,37.75946605,126.7803264
이천시,214488,214548,214451,214814,215075,215499,215914,216227,216225,216332,215804,215834,37.27224558,127.435023
안성시,183611,183676,183570,183665,184141,184610,184464,184276,184082,183833,183512,183405,37.00786318,127.2798342
김포시,425563,427776,428754,429752,431096,432167,432964,433777,434344,435213,436006,437221,37.61533178,126.7154295
화성시,765107,771099,775958,781507,786183,790446,795186,799312,803252,807983,811778,815396,37.19943362,126.8315556
광주시,364179,364472,365139,366092,367096,367655,368391,368999,370411,371285,371903,372654,37.4294162,127.2551636
양주시,217679,218057,218864,219789,220552,220853,221065,221263,221579,221950,222257,222314,37.78529546,127.04579
포천시,150192,149981,149838,149603,149390,149368,149121,149042,148800,148751,148583,148379,37.89490568,127.200311
여주시,111368,111205,111178,111143,111121,111093,111150,111095,110994,111060,111150,111083,37.29818024,127.6366015
연천군,44542,44337,44253,44187,44116,44023,44008,43994,43933,43881,43918,43824,38.09636868,127.0750663
가평군,62937,62814,62780,62740,62986,62948,62856,62826,62743,62710,62502,62415,37.8312274,127.509577
양평군,116124,116116,116014,116084,116517,116641,116914,117034,117010,117082,116933,116874,37.49165875,127.4874649
춘천시,280574,280385,280194,280098,280130,280053,280078,280407,280502,280646,280952,281291,37.88126781,127.7299743
원주시,344514,345143,345403,345712,346033,346536,347046,347506,347762,348158,348607,349215,37.34200542,127.9196968
강릉시,212894,212858,212718,213106,213199,213366,213348,213335,213530,213563,213527,213442,37.75192033,128.8758988
동해시,91107,90973,90885,90808,90700,90615,90608,90537,90472,90392,90337,90522,37.52501602,129.1144366
태백시,44687,44557,44525,44415,44392,44321,44240,44146,44092,44032,43975,43866,37.16407866,128.9857267
속초시,81539,81442,81438,81497,81618,81700,81739,81749,81773,81792,81810,81786,38.20736378,128.5922346
삼척시,68057,67771,67893,68053,68016,67901,67854,67746,67721,67604,67518,67228,37.44998132,129.1653894
홍천군,69822,69675,69695,69646,69616,69498,69419,69340,69271,69226,69187,69150,37.69715594,127.8887666
횡성군,46648,46569,46738,46767,46767,46749,46751,46761,46704,46677,46703,46575,37.49171366,127.9849703
영월군,39581,39535,39539,39440,39389,39365,39305,39225,39176,39131,39106,39127,37.18370855,128.4617516
평창군,42550,42570,42511,42435,42398,42368,42343,42315,42259,42238,42218,42106,37.37075556,128.3902789
정선군,37583,37451,37420,37438,37409,37414,37388,37362,37351,37334,37309,37271,37.38061264,128.6608105
철원군,46259,46006,45946,45840,45741,45664,45590,45602,45578,45594,45617,45584,38.14658472,127.3125482
화천군,25077,24986,24987,24979,24972,24915,24837,24764,24680,24720,24912,24917,38.10624708,127.7080903
양구군,23342,23189,23328,23279,23248,23334,23246,23185,23121,23049,22921,22764,38.10999021,127.9899381
인제군,32056,31977,31901,31902,31894,31881,31823,31759,31715,31744,31740,31672,38.06952159,128.1697635
고성군,28052,27928,27936,27860,27649,27554,27458,27398,27320,27283,27239,27260,38.38058598,128.4678781
양양군,27351,27430,27431,27519,27605,27621,27641,27643,27694,27714,27721,27726,38.07537941,128.6190796
충주시,210548,210662,210555,210463,210417,210397,210353,210410,210504,210670,210826,210737,36.99091676,127.9257467
제천시,135159,134992,134842,135243,135225,135176,135116,135057,134916,134863,134768,134617,37.13259287,128.1908895
청주시,838651,838855,838826,838887,839106,839080,839037,839347,839428,839638,839615,839566,36.64246074,127.4891116
청주시상당구,"177,704",178424,178731,179056,"179,026",179025,179025,178746,"178,578",178358,178260,178352,36.58981751,127.505
청주시서원구,"208,549",207853,207335,207071,"206,654",206221,205831,205357,"205,029",204137,203624,203209,36.63763213,127.4697
청주시흥덕구,"255,386",255606,255781,255834,"256,486",256745,257112,258632,"259,276",260831,261668,262137,36.62895421,127.3757
청주시청원구,"197,012",196972,196979,196926,"196,940",197089,197069,196612,"196,545",196312,196063,195868,36.65148208,127.4867
보은군,33622,33587,33538,33448,33368,33285,33223,33177,33139,33087,33008,32949,36.48945062,127.7295675
옥천군,51410,51332,51372,51371,51330,51331,51237,51196,51132,51056,51034,51023,36.30634045,127.5712259
영동군,49380,49215,49177,49179,49166,49068,49016,48931,48883,48874,48877,48738,36.17489697,127.7833915
진천군,78781,79172,79526,79919,80233,80382,80595,80731,80933,80942,80962,81084,36.85487116,127.4357457
괴산군,38586,38369,38240,38133,37993,37966,37916,37860,37875,37968,38312,39163,36.8153505,127.7866016
음성군,95595,95363,95391,95375,95473,95381,95378,95278,95184,95115,95014,94982,36.94021058,127.6904771
단양군,30203,30159,30121,30092,30063,30044,30003,29928,29876,29839,29816,29756,36.98510421,128.3655621
증평군,37220,37162,37187,37378,37480,37540,37494,37487,37469,37447,37419,37392,36.78528798,127.5814568
천안시,646701,647760,648422,649107,649514,649916,650292,650752,651090,651661,651913,652258,36.81508793,127.1139222
천안시동남구,"257,789",257996,258090,258111,"258,125",258203,258080,258709,"259,106",259190,259298,259411,36.80675733,127.1516
천안시서북구,"388,912",389764,390332,390996,"391,389",391713,392212,392043,"391,984",392471,392615,392847,36.87786019,127.1548
공주시,107369,107175,107062,107036,107081,107101,107057,106931,106781,106632,106517,106474,36.44652532,127.1190088
보령시,101799,101615,101582,101549,101538,101533,101341,101282,101235,101160,101167,101114,36.33347359,126.6127756
아산시,313186,313330,313471,313537,313636,313738,313782,313898,313960,314235,314249,314395,36.78992729,127.0024922
서산시,174257,174176,174191,174344,174241,174262,174397,174377,174495,174511,174575,174690,36.78478317,126.4503368
논산시,120223,120114,120012,120005,119929,119785,119646,119574,119447,119279,119164,118842,36.18720384,127.0986769
계룡시,43603,43484,43434,43378,43399,43356,43334,43358,43325,43216,43159,42971,36.27450688,127.2485308
당진시,167723,167580,167534,167481,167453,167397,167302,167208,167260,167196,167190,167042,36.88959597,126.6460108
금산군,53092,53064,53043,52957,52815,52799,52697,52630,52528,52385,52332,52257,36.10885289,127.4880279
부여군,67979,67806,67668,67524,67409,67369,67270,67206,67130,66932,66827,66740,36.27567229,126.9097853
서천군,53796,53660,53582,53462,53410,53351,53265,53125,53010,52945,52890,52805,36.08030449,126.6918535
청양군,31968,31848,31743,31642,31615,31548,31471,31400,31387,31374,31519,31717,36.45914434,126.8023368
홍성군,100956,100799,101203,101037,100983,100952,100809,100790,100701,100749,100598,100423,36.60131617,126.6608455
예산군,80045,79935,79819,79791,79661,79684,79647,79594,79523,79466,79400,79238,36.68088766,126.844815
태안군,63100,63026,63012,63062,63048,63064,63039,63035,62983,62878,62802,62743,36.74555213,126.2979723
전주시,651640,652665,653264,653694,654028,653965,654099,654233,654563,655054,655133,654394,35.82445746,127.1478665
전주시완산구,"344,909",344048,342797,341826,"341,145",340642,340524,340487,"340,059",339710,339390,338839,35.81213395,127.1198
전주시덕진구,"306,731",308617,310467,311868,"312,883",313323,313575,313746,"314,504",315344,315743,315555,35.82932986,127.1342
군산시,272518,272229,271955,271781,271612,271526,271279,271081,270880,270727,270503,270131,35.96743059,126.7368529
익산시,293201,292066,291474,291001,290508,290230,289808,289392,289121,288763,288215,287771,35.94825493,126.9577833
정읍시,112016,111886,111711,111535,111411,111332,111126,111026,110899,110785,110728,110541,35.57000284,126.8563525
남원시,82505,82321,82153,82095,82008,81927,81898,81819,81756,81665,81528,81441,35.41632997,127.3903679
김제시,85184,85024,84886,84734,84636,84591,84481,84355,84266,84113,84035,83895,35.80330016,126.8807361
완주군,94316,93861,93564,93382,93205,93111,92975,92872,92595,92419,92384,92220,35.90482498,127.1620039
진안군,25917,25891,25910,25871,25814,25757,25727,25710,25686,25645,25623,25697,35.79178512,127.4245692
무주군,24558,24503,24473,24432,24388,24348,24349,24326,24350,24284,24281,24303,36.0067837,127.6607417
장수군,23174,22954,22878,22809,22722,22696,22665,22617,22566,22529,22464,22441,35.64729167,127.521172
임실군,29160,28875,28705,28606,28492,28420,28378,28294,28223,28099,28485,28902,35.61778264,127.2890493
순창군,29066,29026,28933,28896,28808,28778,28717,28626,28549,28472,28387,28382,35.37443426,127.1374233
고창군,56991,56801,56481,56407,56369,56258,56135,56009,55900,55839,55669,55504,35.43577681,126.7020803
부안군,54286,54125,54112,54030,53870,53778,53744,53622,53529,53419,53364,53295,35.73178215,126.7333099
목포시,231890,231531,231236,230930,230763,230794,230534,230214,230039,230030,229914,229861,34.81181045,126.3921426
여수시,283114,282813,282780,282946,283182,282869,282632,282357,282188,282058,282980,282786,34.76039685,127.6622222
순천시,280150,280393,280389,280361,280241,280646,280735,280886,281171,281534,281227,279598,34.95062457,127.48737
나주시,114129,114460,114709,114815,114744,114608,114525,114495,114476,114500,114522,114664,35.0158853,126.7108524
광양시,153879,152737,152266,152104,151968,151834,151729,151542,151240,151019,151592,156750,34.94070146,127.6958891
담양군,46754,46699,46582,46603,46476,46370,46273,46222,46153,46283,46439,46535,35.32122516,126.9881958
곡성군,29577,29462,29606,29530,29420,29368,29313,29208,29112,29034,28977,28887,35.2820633,127.2920961
구례군,26810,26634,26541,26474,26357,26308,26210,26151,26126,26105,26128,26563,35.20250131,127.4627157
고흥군,65748,65745,65621,65570,65504,65435,65341,65234,65165,65071,64976,64913,34.60477493,127.2762856
보성군,42714,42582,42427,42262,42235,42145,42047,41897,41748,41618,41540,41420,34.77147634,127.079973
화순군,63658,63607,63547,63499,63451,63297,63033,62896,62896,62806,62730,62737,35.06454988,126.9866674
장흥군,39225,39091,39044,38967,38959,38896,38842,38780,38680,38680,38628,38563,34.68163168,126.9071449
강진군,36023,35886,35830,35755,35653,35599,35569,35504,35451,35420,35376,35286,34.64205355,126.7672373
해남군,71675,71432,71371,71214,71152,71087,70936,70812,70676,70558,70500,70354,34.57338485,126.5992923
영암군,54629,54472,54345,54287,54284,54178,54295,54535,54624,54623,54579,54593,34.80016406,126.6967832
무안군,82055,81881,81774,81808,81657,81488,81447,81301,81250,81201,81189,81105,34.99040352,126.481689
함평군,33339,33233,33175,33107,33106,33050,33019,32989,32976,32940,32888,32861,35.06589788,126.5165996
영광군,54091,54037,54060,54040,53988,53959,53958,53914,53911,53888,53855,53852,35.27718056,126.5119711
장성군,45740,45692,45542,45631,45501,45676,45542,45466,45618,45537,45667,45739,35.3018382,126.7849389
완도군,51406,51296,51237,51213,51175,51146,51096,51023,50892,50821,50738,50689,34.31099974,126.7549467
진도군,31147,31103,31117,31032,30966,30958,30921,30877,30825,30769,30744,30715,34.48679563,126.2634295
신안군,41151,41076,41033,41035,40936,40876,40859,40791,40698,40544,40399,40274,34.83357423,126.3514524
포항시,509964,509477,509192,509064,508772,508537,508442,508249,507848,507662,507430,507025,36.01937542,129.3433639
포항시남구,"239,022",238459,238169,237855,"237,562",237170,237028,236841,"236,637",236496,235997,235633,36.00852167,129.3594
포항시북구,"270,942",271018,271023,271209,"271,210",271367,271414,271408,"271,211",271166,271433,271392,36.04373299,129.3685
경주시,256653,256531,256357,256426,256255,256141,255874,255674,255499,255448,255489,255402,35.85626282,129.2248116
김천시,140963,140947,141315,141397,141466,141533,141433,141380,141374,141355,141320,141229,36.13983232,128.1135643
안동시,161672,161418,160932,160737,160484,160481,160263,160125,160073,160141,160112,160052,36.56831833,128.7295868
구미시,421140,420770,420392,420294,420463,420507,420468,420399,420319,420230,420095,419742,36.1198418,128.3443068
영주시,106621,106423,106269,106100,105901,105746,105640,105519,105404,105327,105196,105067,36.80565236,128.6238768
영천시,101234,101109,101269,101360,101779,102154,102034,101958,102266,102300,102433,102470,35.97349135,128.9382431
상주시,100037,99844,100092,100051,99927,99767,99626,99637,99568,99521,99706,100688,36.41095303,128.1589549
문경시,71859,71798,71926,71939,71924,72251,72138,72073,72004,71973,71954,72242,36.58683084,128.1870005
경산시,261045,261037,261133,261087,261374,261924,262331,262510,262628,262724,262986,263185,35.82511073,128.741326
군위군,23819,23766,23729,23699,23669,23617,23641,23647,23677,23674,23724,23843,36.24293664,128.5728369
의성군,52872,52799,52737,52679,52661,52628,52591,52583,52606,52528,52542,52595,36.35271338,128.6971422
청송군,25729,25688,25657,25643,25583,25567,25531,25477,25470,25459,25450,25416,36.43628135,129.0569723
영양군,17281,17227,17206,17193,17162,17139,17096,17065,17050,17015,17031,16993,36.66667945,129.1122616
영덕군,38032,37900,37886,37837,37740,37669,37638,37598,37603,37560,37461,37361,36.41501475,129.3656654
청도군,43058,43105,43060,43087,43060,43040,43002,42962,42896,42914,42925,42910,35.64740052,128.733963
고령군,32912,32837,32847,32774,32688,32622,32614,32554,32492,32428,32355,32373,35.72611222,128.2629519
성주군,44484,44410,44350,44312,44187,44081,44065,43968,43937,43876,43818,44015,35.91943449,128.2831702
칠곡군,118759,118681,118584,118389,118161,117954,117864,117740,117581,117504,117357,117047,35.99558435,128.4016028
예천군,53440,53611,53988,54290,54493,54555,54666,54810,54916,54972,55074,55100,36.64687138,128.4372484
봉화군,32738,32699,32660,32649,32606,32546,32502,32423,32382,32300,32278,32150,36.8930961,128.7323988
울진군,49941,49773,49732,49650,49608,49589,49557,49526,49465,49446,49383,49314,36.99308703,129.4004941
울릉군,9752,9737,9723,9718,9768,9802,9820,9780,9737,9715,9656,9617,37.48434523,130.9057502
창원시,1053290,1052458,1051118,1049897,1049052,1048279,1047856,1047210,1046599,1046054,1045627,1044740,35.22797503,128.6818146
창원시의창구,"253,864",254436,254162,253988,"253,861",253943,255347,256111,"256,641",257088,257477,258582,35.25378964,128.6403
창원시성산구,"226,547",225768,225270,224880,"224,446",224107,223291,222774,"222,399",222061,221742,220945,35.19840389,128.7028
창원시마산합포구,"180,341",180305,180252,180053,"179,915",179821,179557,179232,"178,928",178641,178375,177784,35.19690103,128.5679
창원시마산회원구,"198,952",198419,197887,197425,"197,165",196759,196066,195417,"194,994",194557,194266,193807,35.22084924,128.5797
창원시진해구,"193,586",193530,193547,193551,"193,665",193649,193595,193676,"193,637",193707,193767,193622,35.13343325,128.7103
진주시,346089,346451,346538,346678,346814,346877,347119,347336,347413,347548,347477,347334,35.18030228,128.1086628
통영시,133489,133119,132887,132676,132479,132327,132203,132021,131868,131810,131659,131404,34.85392667,128.4339955
사천시,113740,113335,113175,112975,112855,112742,112603,112422,112212,112122,112015,111925,35.00329629,128.0642328
김해시,534231,534718,535497,536707,537502,538501,539292,539965,540333,541123,541807,542455,35.22857717,128.8892552
밀양시,106642,106475,106330,106240,106131,106065,106007,105908,105835,105744,105660,105552,35.50388523,128.7466943
거제시,250118,249490,249059,248856,248764,248742,248689,248581,248469,248524,248413,248276,34.88091089,128.6218113
양산시,349265,349545,349816,349925,349763,349544,349557,349500,349569,349830,350165,350759,35.33501899,129.0376034
의령군,27578,27550,27510,27487,27444,27408,27344,27322,27265,27212,27161,27168,35.32219253,128.2617007
함안군,66947,66713,66550,66406,66317,66201,66132,66022,65980,65901,65812,65700,35.2724085,128.406507
창녕군,63221,63031,62985,62860,62751,62646,62547,62470,62421,62460,62421,62331,35.54461845,128.4922353
고성군,53198,53196,53145,53017,52904,52836,52677,52602,52505,52433,52312,52276,34.97308291,128.3224483
남해군,43993,43958,44184,44163,44106,44057,43980,43909,43811,43772,43709,43622,34.83768596,127.8925293
하동군,47302,47135,47072,47056,47170,47090,46914,46886,46790,46642,46529,46574,35.06734434,127.7513032
산청군,35886,35803,35730,35713,35678,35652,35550,35527,35468,35396,35380,35417,35.41510337,127.8738913
함양군,40007,39954,39940,39922,39907,39885,39832,39800,39756,39708,39667,39637,35.52053795,127.7251843
거창군,62380,62342,62702,62676,62628,62589,62488,62343,62365,62344,62278,62179,35.68666343,127.9094852
