행정구역,2022년1월_여자 인구수,2022년2월_여자 인구수,2022년3월_여자 인구수,2022년4월_여자 인구수,2022년5월_여자 인구수,2022년6월_여자 인구수,2022년7월_여자 인구수,2022년8월_여자 인구수,2022년9월_여자 인구수,2022년10월_여자 인구수,2022년11월_여자 인구수,2022년12월_여자 인구수,위도,경도
인천광역시 미추홀구,202207,202102,202017,202005,202191,202184,202035,202524,202180,202254,202057,201650,37.46365763,126.6502865
인천광역시 연수구,196047,195645,195738,195432,195227,195022,194730,194510,194303,194275,194360,194391,37.41037273,126.678298
인천광역시 남동구,260615,260094,259735,259432,258690,258008,257548,256546,255759,255465,255150,254787,37.44725267,126.7314723
인천광역시 부평구,246281,245917,245584,245244,246330,247321,247940,248526,247876,247895,247793,247833,37.50724197,126.7218691
인천광역시 계양구,148254,147971,147664,147391,147276,147019,146735,146437,145823,145568,145287,144975,37.53757116,126.7377225
인천광역시 서구,275915,278358,280041,281389,282072,282974,284899,286536,287147,288318,289877,291893,37.54548073,126.6760045
인천광역시 강화군,34852,34878,34848,34918,34947,35027,35043,35024,34951,34910,34901,34885,37.74685272,126.4878739
인천광역시 옹진군,8749,8779,8873,8886,8896,8876,8886,8887,8875,8886,8871,8845,37.44668379,126.6368011
광주광역시 동구,52452,52356,52247,52204,52160,52332,52413,53233,53515,53563,53558,53604,35.14615419,126.9231381
광주광역시 서구,148538,148247,147857,147644,147314,147050,146852,147000,146967,146788,146757,146675,35.15217985,126.8899468
광주광역시 남구,112086,111957,111743,111621,111824,111855,111823,111494,111117,110829,110659,110498,35.13321296,126.9022115
광주광역시 북구,214984,215153,215277,215120,214893,214806,214744,214165,213754,214307,214435,214291,35.17438289,126.9121844
광주광역시 광산구,200539,200120,200050,199803,199759,199650,199566,199415,199255,199045,198825,198683,35.13977662,126.7937594
대전광역시 동구,109960,109778,109599,109328,109655,109694,109629,109540,109473,109368,109314,109161,36.31203163,127.4548059
대전광역시 중구,116482,116427,116553,116560,116302,116576,116708,116407,116033,115876,115622,115405,36.32576074,127.4213595
대전광역시 서구,240537,240507,240170,239912,239580,239165,239009,239529,239404,239571,239610,239376,36.35552081,127.3838132
대전광역시 유성구,173984,174062,174221,174442,174607,174593,174713,174661,174715,174965,175327,175927,36.36246979,127.3561992
대전광역시 대덕구,86283,86276,86153,86055,85949,85856,85757,85617,85373,85338,85267,84958,36.34692581,127.4155614
울산광역시 중구,104928,104610,104417,104268,104073,103855,103753,103552,103334,103213,103078,102875,35.56970355,129.3327733
울산광역시 남구,153561,153256,153008,152925,152898,152939,152871,152670,152471,152373,152296,152264,35.54394782,129.330126
울산광역시 동구,73617,73419,73243,73189,73108,72963,72917,72807,72635,72621,72608,72549,35.50516123,129.4167348
울산광역시 북구,105703,105729,105733,105683,105627,105611,105555,105538,105508,105599,105674,105677,35.582905,129.3612179
울산광역시 울주군,107352,107267,107165,107155,107157,107089,107042,107024,106995,106941,106959,106930,35.52252665,129.2425116
세종특별자치시 세종특별자치시,187470,188541,188940,189418,190038,190492,190851,191163,191384,191575,191783,192202,36.48045322,127.2892442
경기도 수원시,588179,588324,588491,588455,588101,588062,588181,589080,589744,590456,590860,591345,37.26355925,127.0285973
경기도 성남시,469821,469571,469059,468459,468007,467699,467329,466525,464862,464697,464594,465636,37.42022748,127.1266546
경기도 의정부시,235295,235412,235734,235873,235897,235801,235667,235904,235293,235389,235641,235617,37.73825019,127.033733
경기도 안양시,277363,278020,278039,277992,278145,278053,277974,277735,277190,277380,277406,277350,37.39453744,126.9568463
경기도 부천시,406106,405404,404920,404501,403829,403252,402658,401970,400509,400089,399494,399026,37.50375321,126.7658326
경기도 광명시,148169,147712,147438,147481,147516,147425,147369,147150,146697,146405,146398,146313,37.47867555,126.8646736
경기도 평택시,270870,271487,271838,272142,272810,273437,274034,274259,273994,274396,274737,275246,36.99245752,127.112695
경기도 동두천시,46864,46788,46756,46720,46688,46601,46522,46492,46150,46105,45998,45873,37.90370032,127.061145
경기도 안산시,317705,317338,317202,316981,316543,316124,315857,315360,314711,314100,313409,312720,37.32203062,126.8308388
경기도 고양시,551170,551297,551518,551729,551710,551622,551465,551042,549852,549947,550203,550794,37.65830361,126.832016
경기도 과천시,38660,39419,39698,39773,39866,39927,39990,39991,39764,39567,39551,39721,37.42927348,126.9875979
경기도 구리시,96617,96491,96434,96343,96154,96061,96036,95915,95515,95382,95339,95259,37.5944714,127.1297639
경기도 남양주시,368845,368848,368971,369378,369837,370144,370556,370728,370753,371004,371043,371092,37.61055247,127.1711945
경기도 오산시,110522,110516,110508,110502,110437,110469,110470,110443,110236,110218,110233,110203,37.14993516,127.0770233
경기도 시흥시,244656,244553,244667,244741,245275,245473,245421,245230,244716,244665,244801,245051,37.38014281,126.8028693
경기도 군포시,135042,134748,134642,134798,134851,134894,134874,134834,134490,134356,134227,134048,37.36160744,126.9352653
경기도 의왕시,82074,81935,81815,81641,81437,81282,81278,81138,81001,80923,80923,80804,37.34496964,126.9687218
경기도 하남시,160421,161346,161733,161799,161842,161903,161913,161864,162075,162515,162873,163286,37.53923662,127.2145653
경기도 용인시,542667,542427,542189,542227,542387,542758,543013,543111,542377,542133,541908,541648,37.24071642,127.177274
경기도 파주시,238850,239295,239425,239605,239735,240150,240537,241267,242343,243261,243787,243981,37.75946605,126.7803264
경기도 이천시,107293,107099,107075,107073,107090,107510,107752,107721,107536,107451,107013,106796,37.27224558,127.435023
경기도 안성시,91646,91617,91631,91679,91842,91878,91995,91965,91706,91605,91444,91261,37.00786318,127.2798342
경기도 김포시,243222,243092,242880,242732,242644,242677,242523,242156,242003,242187,242268,242363,37.61533178,126.7154295
경기도 화성시,426631,427261,427792,428448,429570,430279,431090,431777,432256,434124,436015,437307,37.19943362,126.8315556
경기도 광주시,189825,189863,190113,190441,190740,190958,191156,191560,191751,191874,191871,191755,37.4294162,127.2551636
경기도 양주시,116525,116533,116478,116439,116444,116968,117328,117787,118072,118314,119189,120259,37.78529546,127.04579
경기도 포천시,69979,69906,69763,69735,69695,69583,69528,69441,69291,69206,69153,68994,37.89490568,127.200311
경기도 여주시,55222,55255,55226,55234,55317,55339,55391,55440,55465,55560,55582,55583,37.29818024,127.6366015
경기도 연천군,20323,20323,20332,20293,20255,20231,20219,20199,20119,20053,19999,19949,38.09636868,127.0750663
경기도 가평군,30156,30142,30151,30122,30156,30171,30170,30191,30126,30107,30100,30048,37.8312274,127.509577
경기도 양평군,60415,60445,60588,60613,60708,60840,60928,61024,60900,60888,60870,60828,37.49165875,127.4874649
강원도 춘천시,144234,144346,144498,144638,144721,144826,144889,145003,145011,145074,145118,145174,37.88126781,127.7299743
강원도 원주시,180560,180854,180886,180950,181157,181340,181452,181580,181619,181789,181877,181927,37.34200542,127.9196968
강원도 강릉시,107259,107213,107128,107054,107029,106969,106948,106877,106765,106700,106612,106536,37.75192033,128.8758988
강원도 동해시,44291,44237,44153,44094,44060,44021,44099,44087,43971,43982,43967,44003,37.52501602,129.1144366
강원도 태백시,20150,20026,19939,19898,19864,19826,19797,19756,19645,19605,19585,19547,37.16407866,128.9857267
강원도 속초시,41721,41716,41695,41682,41688,41748,41861,41843,41755,41747,41766,41769,38.20736378,128.5922346
강원도 삼척시,31399,31516,31778,31771,31729,31715,31656,31475,31435,31407,31371,31299,37.44998132,129.1653894
강원도 홍천군,33121,33066,33007,32991,32983,32976,32944,32954,32914,32971,33011,33023,37.69715594,127.8887666
강원도 횡성군,22603,22622,22598,22669,22655,22643,22664,22649,22652,22644,22634,22655,37.49171366,127.9849703
강원도 영월군,18286,18309,18305,18284,18285,18277,18276,18270,18243,18215,18240,18219,37.18370855,128.4617516
강원도 평창군,19972,19980,19932,19895,19918,19928,19934,19906,19857,19823,19806,19814,37.37075556,128.3902789
강원도 정선군,17097,17035,16972,16941,16926,16885,16859,16838,16748,16723,16679,16667,37.38061264,128.6608105
강원도 철원군,20810,20753,20710,20671,20639,20629,20596,20573,20504,20501,20454,20393,38.14658472,127.3125482
강원도 화천군,11003,11012,11007,11026,11025,11013,10990,10980,10945,10907,10856,10828,38.10624708,127.7080903
강원도 양구군,10263,10255,10299,10302,10276,10280,10252,10231,10185,10198,10162,10168,38.10999021,127.9899381
강원도 인제군,14722,14688,14689,14679,14672,14684,14699,14695,14682,14658,14667,14677,38.06952159,128.1697635
강원도 고성군,13210,13235,13255,13259,13268,13233,13232,13228,13240,13272,13230,13214,38.38058598,128.4678781
강원도 양양군,13644,13645,13663,13672,13652,13666,13643,13663,13649,13632,13646,13638,38.07537941,128.6190796
충청북도 청주시,420740,420798,420739,420634,420525,420636,420556,420520,420345,420377,420395,420365,36.64246074,127.4891116
충청북도 충주시,103435,103306,103186,103127,103039,103001,103033,102960,102899,102863,102825,102799,36.99091676,127.9257467
충청북도 제천시,65294,65359,65791,65698,65681,65626,65569,65503,65336,65364,65277,65155,37.13259287,128.1908895
충청북도 보은군,15800,15777,15766,15750,15760,15764,15745,15727,15653,15616,15605,15578,36.48945062,127.7295675
충청북도 옥천군,24812,24782,24728,24752,24736,24727,24721,24699,24604,24589,24567,24546,36.30634045,127.5712259
충청북도 영동군,22928,22862,22854,22823,22800,22730,22703,22678,22644,22585,22527,22470,36.17489697,127.7833915
충청북도 증평군,17502,17590,17630,17694,17763,17787,17820,17846,17880,17896,17884,17875,36.78528798,127.5814568
충청북도 진천군,40597,40611,40590,40566,40559,40584,40624,40612,40606,40660,40681,40659,36.85487116,127.4357457
충청북도 괴산군,18212,18134,18083,18068,18082,18046,18015,17991,17932,17947,17953,17973,36.8153505,127.7866016
충청북도 음성군,43276,43270,43250,43239,43247,43289,43297,43291,43267,43235,43177,43209,36.94021058,127.6904771
충청북도 단양군,13953,13884,13863,13870,13832,13801,13794,13770,13717,13699,13662,13647,36.98510421,128.3655621
충청남도 천안시,321598,320974,320809,321000,320992,320918,321029,321088,320898,321057,321031,320843,36.81508793,127.1139222
충청남도 공주시,51598,51541,51648,51653,51601,51546,51524,51538,51506,51474,51393,51340,36.44652532,127.1190088
충청남도 보령시,48361,48295,48296,48288,48239,48222,48192,48078,48024,47977,47957,47920,36.33347359,126.6127756
충청남도 아산시,156032,157130,157551,157720,157980,158356,158683,158962,159238,159405,159760,160206,36.78992729,127.0024922
충청남도 서산시,84542,84502,84460,84424,84404,84409,84465,84453,84336,84372,84437,84402,36.78478317,126.4503368
충청남도 논산시,57322,57276,57114,57032,56937,56868,56836,56751,56621,56583,56521,56380,36.18720384,127.0986769
충청남도 계룡시,21745,21792,21753,21765,21789,21830,21821,21747,21982,22137,22247,22309,36.27450688,127.2485308
충청남도 당진시,78120,78019,78064,78016,78055,78141,78341,78362,78370,78439,78512,78647,36.88959597,126.6460108
충청남도 금산군,24952,24939,24909,24900,24888,24855,24860,24837,24791,24773,24772,24777,36.10885289,127.4880279
충청남도 부여군,32052,31985,31870,31835,31807,31776,31735,31672,31537,31477,31424,31373,36.27567229,126.9097853
충청남도 서천군,25646,25640,25624,25587,25555,25520,25481,25439,25368,25318,25289,25255,36.08030449,126.6918535
충청남도 청양군,14952,14946,14994,14995,14990,14953,14934,14906,14863,14877,14872,14845,36.45914434,126.8023368
충청남도 홍성군,49841,49865,49753,49670,49573,49519,49491,49448,49324,49203,49205,49233,36.60131617,126.6608455
충청남도 예산군,38175,38085,38053,37995,38123,38154,38136,38134,38247,38458,38520,38537,36.68088766,126.844815
충청남도 태안군,30460,30416,30448,30446,30432,30422,30446,30458,30408,30358,30341,30338,36.74555213,126.2979723
전라북도 전주시,333559,333387,333174,333126,332725,332702,332407,332211,331891,331844,331750,331230,35.82445746,127.1478665
전라북도 군산시,130957,130876,130735,130580,130402,130339,130254,130170,129820,129784,129687,129580,35.96743059,126.7368529
전라북도 익산시,139458,139311,139101,138803,138677,138579,138407,138169,137775,137663,137561,137367,35.94825493,126.9577833
전라북도 정읍시,53607,53507,53400,53288,53226,53160,53118,53058,52928,52900,52861,52809,35.57000284,126.8563525
전라북도 남원시,40401,40297,40222,40189,40093,40109,40046,39992,39883,39821,39774,39702,35.41632997,127.3903679
전라북도 김제시,40741,40700,40644,40635,40668,40674,40678,40850,40820,40849,40904,40979,35.80330016,126.8807361
전라북도 완주군,44239,44230,44228,44179,44209,44260,44483,44555,44521,44559,44603,44893,35.90482498,127.1620039
전라북도 진안군,12296,12296,12287,12294,12281,12244,12197,12172,12143,12116,12080,12054,35.79178512,127.4245692
전라북도 무주군,11928,11909,11901,11886,11878,11868,11853,11842,11807,11787,11775,11758,36.0067837,127.6607417
전라북도 장수군,10862,10846,10835,10815,10824,10796,10776,10756,10732,10686,10632,10618,35.64729167,127.521172
전라북도 임실군,13041,13042,13016,13047,13095,13016,12976,12939,12907,12922,12892,12922,35.61778264,127.2890493
전라북도 순창군,13629,13614,13593,13600,13629,13639,13627,13611,13565,13566,13568,13589,35.37443426,127.1374233
전라북도 고창군,26866,26828,26737,26714,26687,26646,26628,26594,26486,26428,26379,26333,35.43577681,126.7020803
전라북도 부안군,25517,25469,25404,25394,25361,25339,25335,25309,25274,25243,25222,25181,35.73178215,126.7333099
전라남도 목포시,109867,109803,109632,109544,109526,109394,109312,109228,109107,109114,109130,109113,34.81181045,126.3921426
전라남도 여수시,135784,135589,135388,135289,135219,135212,135215,135291,135065,134983,134989,134944,34.76039685,127.6622222
전라남도 순천시,140582,140559,140583,140472,140429,140349,140280,140111,139982,139934,139759,139723,34.95062457,127.48737
전라남도 나주시,57788,57853,57698,57633,57661,57595,57518,57508,57354,57363,57608,57707,35.0158853,126.7108524
전라남도 광양시,72518,72445,72306,72336,72356,72443,72523,72652,72620,72646,72656,72645,34.94070146,127.6958891
전라남도 담양군,22743,22785,22787,22767,22794,22815,22795,22742,22615,22592,22590,22624,35.32122516,126.9881958
전라남도 곡성군,13978,13965,13927,13932,13914,13884,13861,13825,13737,13719,13695,13674,35.2820633,127.2920961
전라남도 구례군,12905,12911,12897,12924,12888,12817,12776,12736,12682,12657,12626,12603,35.20250131,127.4627157
전라남도 고흥군,32134,32102,32062,32056,32054,32000,31982,31936,31865,31793,31775,31710,34.60477493,127.2762856
전라남도 보성군,20120,20105,20070,20056,20016,19974,19920,19859,19777,19726,19695,19648,34.77147634,127.079973
전라남도 화순군,31683,31708,31697,31674,31657,31563,31522,31449,31387,31396,31368,31381,35.06454988,126.9866674
전라남도 장흥군,18738,18662,18620,18582,18539,18527,18509,18456,18357,18310,18287,18248,34.68163168,126.9071449
전라남도 강진군,17333,17312,17263,17247,17219,17200,17192,17150,17094,17085,17054,17049,34.64205355,126.7672373
전라남도 해남군,33852,33794,33722,33660,33581,33514,33449,33356,33263,33190,33115,33059,34.57338485,126.5992923
전라남도 영암군,25493,25435,25418,25469,25474,25449,25400,25336,25198,25142,25105,25036,34.80016406,126.6967832
전라남도 무안군,45326,45238,45165,45170,45145,45222,45264,45231,45153,45091,45101,45001,34.99040352,126.481689
전라남도 함평군,15467,15451,15471,15430,15429,15387,15377,15366,15336,15294,15275,15245,35.06589788,126.5165996
전라남도 영광군,26069,26031,26007,26025,26041,26097,26174,26192,26102,26100,26096,26116,35.27718056,126.5119711
전라남도 장성군,21152,21134,21061,21063,21040,21027,21055,21023,20961,20948,20929,20984,35.3018382,126.7849389
전라남도 완도군,24073,24041,24015,23986,23913,23857,23810,23798,23721,23667,23606,23580,34.31099974,126.7549467
전라남도 진도군,15113,15110,15071,15070,15043,15014,14960,14947,14894,14873,14847,14823,34.48679563,126.2634295
전라남도 신안군,17696,17665,17670,17673,17686,17683,17684,17652,17577,17538,17501,17512,34.83357423,126.3514524
경상북도 포항시,248392,247969,247437,247049,246786,246576,246331,245990,245667,245495,245304,245020,36.01937542,129.3433639
경상북도 경주시,125763,125685,125456,125459,125378,125306,125263,125131,124934,124853,124853,124698,35.85626282,129.2248116
경상북도 김천시,69896,69824,69792,69746,69751,69682,69654,69614,69558,69520,69465,69424,36.13983232,128.1135643
경상북도 안동시,79266,79137,78940,78860,78862,78837,78753,78600,78445,78357,78275,78163,36.56831833,128.7295868
경상북도 구미시,200391,199933,199370,199140,198970,198947,198767,198552,198259,198154,198054,198201,36.1198418,128.3443068
경상북도 영주시,51329,51271,51173,51130,51103,51078,51068,51025,50933,50878,50873,50829,36.80565236,128.6238768
경상북도 영천시,50034,49960,49908,49891,49862,49804,49780,49770,49709,49713,49663,49682,35.97349135,128.9382431
경상북도 상주시,48740,48828,48732,48688,48563,48541,48483,48424,48314,48279,48215,48163,36.41095303,128.1589549
경상북도 문경시,36128,36243,36857,36800,36904,36739,36576,36409,36105,36033,35939,35796,36.58683084,128.1870005
경상북도 경산시,133298,133237,133112,132967,132988,132897,132984,133232,133079,132988,132995,132979,35.82511073,128.741326
경상북도 군위군,11213,11254,11364,11388,11423,11432,11403,11390,11371,11375,11385,11371,36.24293664,128.5728369
경상북도 의성군,25779,25734,25751,25754,25729,25703,25654,25595,25511,25482,25448,25477,36.35271338,128.6971422
경상북도 청송군,12273,12271,12257,12252,12241,12219,12215,12166,12132,12134,12125,12127,36.43628135,129.0569723
경상북도 영양군,8152,8140,8145,8133,8136,8119,8119,8074,8064,8046,8042,8025,36.66667945,129.1122616
경상북도 영덕군,18497,18457,18422,18396,18405,18370,18358,18320,18226,18214,18175,18169,36.41501475,129.3656654
경상북도 청도군,21301,21264,21205,21159,21113,21091,21075,21075,21017,21055,21070,21073,35.64740052,128.733963
경상북도 고령군,14891,14888,14841,14834,14803,14781,14754,14742,14699,14722,14771,14781,35.72611222,128.2629519
경상북도 성주군,20662,20664,20636,20613,20597,20581,20566,20513,20453,20417,20398,20405,35.91943449,128.2831702
경상북도 칠곡군,54480,54457,54313,54241,54227,54124,54117,54020,53824,53715,53718,53666,35.99558435,128.4016028
경상북도 예천군,28339,28323,28230,28283,28295,28256,28318,28364,28374,28395,28387,28355,36.64687138,128.4372484
경상북도 봉화군,15177,15147,15125,15129,15073,15049,15034,14996,14932,14911,14879,14844,36.8930961,128.7323988
경상북도 울진군,23796,23675,23647,23565,23579,23544,23539,23487,23438,23394,23380,23343,36.99308703,129.4004941
경상북도 울릉군,4004,4027,4040,4057,4057,4089,4066,4052,4039,4022,4001,4020,37.48434523,130.9057502
경상남도 창원시,509149,508299,507579,507248,506881,506662,506378,505884,505315,505090,504825,504276,35.22797503,128.6818146
경상남도 진주시,175283,175170,174995,174918,174751,174680,174515,174386,174309,174238,174135,173920,35.18030228,128.1086628
경상남도 통영시,62340,62279,62185,62031,61926,61840,61774,61604,61423,61333,61257,61094,34.85392667,128.4339955
경상남도 사천시,54507,54407,54358,54256,54269,54285,54415,54462,54281,54250,54212,54130,35.00329629,128.0642328
경상남도 김해시,265727,265463,265218,265168,265055,264949,264885,265174,264845,264756,264599,264477,35.22857717,128.8892552
경상남도 밀양시,52641,52572,52631,52572,52537,52477,52480,52386,52258,52227,52291,52309,35.50388523,128.7466943
경상남도 거제시,114734,114386,114162,114006,113829,113675,113601,113410,113201,113103,113046,112950,34.88091089,128.6218113
경상남도 양산시,176980,176776,176798,176783,176602,176596,176557,176480,176407,176314,176483,176554,35.33501899,129.0376034
경상남도 의령군,13370,13353,13336,13346,13333,13330,13288,13255,13201,13193,13179,13168,35.32219253,128.2617007
경상남도 함안군,30701,30669,30554,30481,30432,30358,30353,30252,30193,30162,30121,30085,35.2724085,128.406507
경상남도 창녕군,30099,30045,29946,29872,29844,29764,29665,29561,29390,29333,29269,29192,35.54461845,128.4922353
경상남도 고성군,25114,25031,24983,24969,24919,24882,24868,24882,24829,24839,24797,25082,34.97308291,128.3224483
경상남도 남해군,21806,21772,21757,21718,21689,21648,21612,21566,21482,21467,21443,21389,34.83768596,127.8925293
경상남도 하동군,21683,21667,21575,21537,21504,21479,21457,21382,21350,21305,21275,21210,35.06734434,127.7513032
경상남도 산청군,17402,17361,17320,17300,17299,17294,17269,17237,17203,17195,17189,17157,35.41510337,127.8738913
경상남도 함양군,19774,19781,19770,19770,19754,19716,19681,19658,19597,19545,19491,19438,35.52053795,127.7251843
경상남도 거창군,31026,30984,30948,30895,30860,30832,30815,30824,30789,30784,30763,30732,35.68666343,127.9094852
경상남도 합천군,22134,22083,22013,21956,21932,21903,21898,21842,21775,21707,21667,21655,35.56668331,128.1658663
제주특별자치도 제주시,246567,246536,246574,246626,246727,246866,247072,247167,246931,246865,246888,246885,33.49958268,126.5312361
제주특별자치도 서귀포시,91053,91359,91324,91404,91461,91449,91468,91744,91694,91728,91727,91684,33.25531026,126.5349109
