행정구역,2021년1월_총인구수,2021년2월_총인구수,2021년3월_총인구수,2021년4월_총인구수,2021년5월_총인구수,2021년6월_총인구수,2021년7월_총인구수,2021년8월_총인구수,2021년9월_총인구수,2021년10월_총인구수,2021년11월_총인구수,2021년12월_총인구수,위도,경도
서초구,424707,423829,421315,420318,419121,418407,418294,417568,416285,415083,413363,412279,37.48375739,127.0326987
강남구,538536,537879,534796,533579,532296,531375,530529,532818,533359,533878,533557,533042,37.51768528,127.047386
송파구,667222,665463,661411,660160,659446,658670,658093,658991,659385,659239,658841,658338,37.5146405,127.105894
강동구,461334,464208,464900,465331,465459,465209,465191,464411,464163,463752,463265,462664,37.53028931,127.1237639
중구,41549,41551,41370,41311,41209,40561,40666,40713,40708,40676,40556,40524,35.10653923,129.0322797
서구,107978,107824,106451,106545,106556,106422,106314,105996,105813,105557,105406,105164,35.09811743,129.0242148
동구,88763,88639,88218,88159,88080,87916,87764,87585,87595,87705,87770,87679,35.12951925,129.0454126
영도구,113048,112809,111507,111387,111574,111685,111580,111386,111210,111111,110901,110638,35.09140559,129.0678947
부산진구,359978,360025,357645,357193,356706,356091,355589,355138,354924,354428,353769,353159,35.16304228,129.0530903
동래구,270695,270678,269497,268996,268616,268391,267994,267672,267425,266912,266570,266866,35.1967203,129.0930973
남구,267351,266989,265759,265194,264679,264098,263764,263333,263262,263236,262856,262069,35.1367524,129.0844303
북구,283452,282799,281851,282073,283138,283612,283696,283901,283937,283766,283584,283211,35.19746596,128.9902986
해운대구,401710,401280,400083,399821,399222,399015,398645,398117,397918,397516,397071,396438,35.16335254,129.1638847
사하구,311052,310740,309302,308684,308036,307559,306866,306885,306843,306605,306421,306003,35.1045808,128.9749752
금정구,231959,231743,230605,230204,229704,229222,229228,229240,229350,229148,228936,228049,35.2430003,129.0921739
강서구,138610,139088,139239,139652,140215,140720,141226,141688,142104,142444,142768,142918,35.21241036,128.9804872
연제구,208900,208743,207419,206979,206547,206239,205936,205700,205676,205607,205742,207144,35.17640584,129.0796413
수영구,176742,176703,176145,176276,176062,175877,175722,175815,175799,175583,175389,175095,35.14574351,129.1131838
사상구,212173,212038,211252,210943,210579,210333,210005,209547,209410,209138,208727,208298,35.15280367,128.9911898
기장군,175428,176112,176056,176287,176411,176617,176786,176811,176789,176879,177161,177125,35.24482811,129.2222634
중구,76382,76159,75647,75366,75133,74727,74433,74125,74032,74682,74793,74791,35.86947505,128.6060564
동구,341498,341661,342656,342468,341730,340693,340426,340242,340024,340575,341114,341436,35.88681859,128.6355584
서구,170383,170005,169432,169022,168704,167773,167270,166878,166406,165862,165208,164528,35.87200214,128.5592204
남구,146428,146255,146006,146188,146066,145105,144889,144564,144484,144119,143645,143175,35.84618324,128.5973754
북구,439906,439218,438365,438248,437892,437333,437083,436827,437146,436499,436567,437008,35.88430565,128.5815912
수성구,424112,423937,422759,421840,420820,419979,420048,419837,419536,418833,418014,417097,35.85823498,128.6305627
달서구,557404,555948,554177,552975,552192,551490,550640,549494,548694,547340,545983,544926,35.82992525,128.5326441
달성군,259700,260008,259833,260189,260403,260546,260960,261659,262465,262811,262906,262451,35.77475899,128.4313244
중구,139762,139776,139325,139548,139930,140175,140641,141341,142053,142618,143052,143633,37.47393798,126.6215171
동구,62485,62381,61755,61680,61530,61436,62258,62410,62244,61977,61716,61486,37.4740331,126.6432655
미추홀구,404843,405125,404175,403999,404236,404618,404560,405811,406482,406789,407010,407464,37.46365763,126.6502865
연수구,388409,389527,390477,390807,390971,390827,390638,390107,389977,389926,389638,389644,37.41037273,126.678298
남동구,524800,524004,522713,522330,521719,521340,520683,519667,518988,518662,518372,518272,37.44725267,126.7314723
부평구,494487,493610,491370,490968,490970,490609,490138,489178,488683,488092,487201,486765,37.50724197,126.7218691
계양구,296200,296534,296771,296947,296705,296442,296173,295492,294668,294852,295462,295696,37.53757116,126.7377225
서구,541823,541164,540532,540532,540790,541304,542635,544726,549053,552338,553962,555380,37.54548073,126.6760045
강화군,69245,69236,69008,69089,69212,69285,69326,69324,69302,69351,69502,69693,37.74685272,126.4878739
옹진군,20398,20348,20335,20314,20319,20331,20388,20373,20345,20404,20404,20342,37.44668379,126.6368011
동구,102877,102745,102467,102939,103007,103146,103185,103333,103544,103443,103396,103470,35.14615419,126.9231381
서구,296036,295368,294691,294128,293364,293088,292724,292400,292180,291705,291411,291231,35.15217985,126.8899468
남구,214532,214579,213776,213698,213717,213910,214111,214051,214295,215043,215527,215575,35.13321296,126.9022115
북구,430516,430209,429600,429159,428262,427858,428040,427773,428082,427684,427463,427114,35.17438289,126.9121844
광산구,405154,405052,404939,404863,404804,404645,404422,404413,404726,404579,404341,404221,35.13977662,126.7937594
동구,223727,224103,223469,223358,223353,223245,223198,223206,223409,223384,223038,222222,36.31203163,127.4548059
중구,235164,234654,233601,233213,233067,232841,232627,232309,232077,231852,231306,230341,36.32576074,127.4213595
서구,477326,476945,475685,475622,475406,474934,474653,474504,474444,474046,473952,473365,36.35552081,127.3838132
유성구,350875,350374,350136,350017,350046,349927,349836,349809,350337,350284,351049,351277,36.36246979,127.3561992
대덕구,176199,175988,175572,175409,175289,175160,174986,174851,174791,174662,174330,175046,36.34692581,127.4155614
울산광역시중구,217191,216523,215276,214901,214775,214779,214584,214280,213833,213579,213441,212883,35.56970355,129.3327733
울산광역시남구,319780,319189,318059,317672,317184,316716,316241,315599,315118,314706,314331,313819,35.54394782,129.330126
울산광역시동구,156596,156209,155753,155511,155284,155129,154922,154705,154566,154501,154383,154096,35.50516123,129.4167348
울산광역시북구,219175,218774,218481,218410,218303,218131,218065,217920,217736,217750,218258,218735,35.582905,129.3612179
울산광역시울주군,222628,222258,221685,221669,221629,221614,221915,221955,221983,222030,222082,222059,35.52252665,129.2425116
세종시,357871,359569,360462,361396,362036,362995,364364,365309,366560,368276,369465,371895,36.48045322,127.2892442
수원시,1185741,1186273,1185984,1185532,1184922,1184210,1183615,1183419,1184754,1185276,1184683,1183714,37.26355925,127.0285973
수원시장안구,273324,272823,271918,271170,270807,270373,270044,269906,272625,273854,274107,273835,37.30388623,127.0100655
수원시권선구,368686,368157,366553,365778,365384,365208,365157,365103,364671,364416,364164,364136,37.2577089,126.972275
수원시팔달구,175098,177307,180743,182377,182844,183123,183198,183288,182925,182600,182390,182321,37.28252144,127.019781
수원시영통구,368633,367986,366770,366207,365887,365506,365216,365122,364533,364406,364022,363422,37.25910895,127.046851
성남시,939774,938819,934308,932867,931626,931654,931756,931931,931760,931319,931063,930948,37.42022748,127.1266546
성남시수정구,241568,241217,238984,238336,237729,236873,236351,235720,235530,235980,236076,235988,37.45023548,127.1454875
성남시중원구,216142,216128,215336,215314,215212,214767,214189,213784,213280,212478,211658,210777,37.43043655,127.1372939
성남시분당구,482064,481474,479988,479217,478685,480014,481216,482427,482950,482861,483329,484183,37.38270101,127.1186651
의정부시,462499,462619,461143,461077,460923,461523,462588,463373,463562,463665,463706,463661,37.73825019,127.033733
안양시,549730,550939,551136,551189,550750,549903,548960,548491,548074,547258,546753,547178,37.39453744,126.9568463
안양시만안구,239070,238131,237879,238231,238331,238391,238639,239071,239356,239203,238809,238311,37.38657615,126.9324
안양시동안구,310660,312808,313257,312958,312419,311512,310321,309420,308718,308055,307944,308867,37.39256848,126.9513
부천시,817449,816087,813178,812158,811225,810742,810069,809559,809083,808047,807090,806067,37.50375321,126.7658326
광명시,297748,296785,295750,295690,295742,295852,295560,295335,294895,294458,293763,292893,37.47867555,126.8646736
평택시,540929,544085,544368,546154,548131,549901,551603,554511,557450,559363,561770,564288,36.99245752,127.112695
동두천시,94443,94318,93351,93289,93292,93354,93447,93414,93479,93508,93528,93592,37.90370032,127.061145
안산시,655733,655700,655859,655816,655555,655115,654678,654477,654270,654117,653687,652726,37.32203062,126.8308388
안산시상록구,352897,352962,353508,353702,353575,353174,352898,352166,351800,351747,351387,350668,37.30076467,126.8464
안산시단원구,302836,302738,302351,302114,301980,301941,301780,302311,302470,302370,302300,302058,37.3209214,126.8152
고양시,1081175,1082420,1080845,1080736,1080656,1080507,1081045,1080896,1080787,1080240,1079722,1079353,37.65830361,126.832016
고양시덕양구,478147,479395,479323,479828,480156,480386,481053,481641,481890,481840,482459,482927,37.63711247,126.8325
고양시일산동구,300665,300850,300350,300407,300437,300326,300232,299985,299928,299757,299297,298873,37.65875975,126.7751
고양시일산서구,302363,302175,301172,300501,300063,299795,299760,299270,298969,298643,297966,297553,37.67802861,126.745
과천시,64549,67279,68399,68955,69027,69276,69509,69640,69732,69910,71234,73345,37.42927348,126.9875979
구리시,197217,196685,195804,195324,194838,194389,193954,193662,193410,193014,192461,191948,37.5944714,127.1297639
남양주시,714822,718434,720282,721767,723215,724183,725031,727221,728664,729918,731497,733798,37.61055247,127.1711945
오산시,230042,230522,230604,230769,230702,230705,230657,230555,230395,230403,230165,229983,37.14993516,127.0770233
시흥시,504935,507681,509115,510098,510833,511314,511747,511807,511900,511888,512155,512030,37.38014281,126.8028693
군포시,273542,272533,271392,271007,270754,270584,270293,269752,269507,269215,269086,268535,37.36160744,126.9352653
의왕시,163585,163208,162443,162227,162239,162215,162925,163510,163715,163704,163555,163356,37.34496964,126.9687218
하남시,295122,298005,300187,301801,302681,305908,308390,310365,312159,314866,318126,320087,37.53923662,127.2145653
용인시,1075045,1075918,1075421,1076773,1077701,1077826,1079049,1080325,1080027,1079609,1078604,1077508,37.24071642,127.177274
용인시처인구,257773,258065,258130,259445,260398,260877,261482,262030,261553,261166,260487,260198,37.23440757,127.2013
용인시기흥구,440940,440649,440164,439922,439953,439791,440630,441375,441960,442335,442323,441742,37.28040312,127.1146
용인시수지구,376332,377204,377127,377406,377350,377158,376937,376920,376514,376108,375794,375568,37.32205481,127.0974
파주시,466539,467954,468501,470096,471219,472260,473673,476044,477819,479183,481629,483245,37.75946605,126.7803264
이천시,218651,218793,218565,219224,219591,220904,221697,222883,223482,224066,223831,223177,37.27224558,127.435023
안성시,187232,187488,187540,188038,188704,189060,189298,189641,189747,189732,189559,189534,37.00786318,127.2798342
김포시,477332,479290,480275,481719,482578,483642,484481,485221,485647,485859,486123,486508,37.61533178,126.7154295
화성시,857550,859329,860865,864687,867819,870361,872537,875987,878879,881154,884225,887015,37.19943362,126.8315556
광주시,382578,382835,383052,383794,384306,384714,385000,385808,386301,386496,386573,387289,37.4294162,127.2551636
양주시,231241,233072,234181,234990,235276,235394,235495,235828,236028,236205,236302,236368,37.78529546,127.04579
포천시,147393,147480,147014,147317,147425,147597,147855,148296,148434,148618,148738,148939,37.89490568,127.200311
여주시,112044,112129,111903,111913,111939,112177,112203,112289,112151,112260,112199,112150,37.29818024,127.6366015
연천군,43438,43368,43063,43080,43071,43042,42985,42942,42842,42797,42739,42721,38.09636868,127.0750663
가평군,62399,62339,62049,62206,62344,62364,62348,62383,62334,62241,62253,62264,37.8312274,127.509577
양평군,119022,119371,119260,119505,119826,120012,120419,120954,120997,121188,121154,121230,37.49165875,127.4874649
춘천시,282693,283141,282328,282326,282482,282511,282592,282714,283312,283803,284121,284594,37.88126781,127.7299743
원주시,354664,354933,354437,354536,354768,354978,355432,355767,356134,356625,357277,357757,37.34200542,127.9196968
강릉시,213412,213231,212909,212890,212681,212784,212957,213025,213151,213155,213093,212965,37.75192033,128.8758988
동해시,90416,90320,89922,89868,89968,89999,90039,90056,90073,90115,90010,90081,37.52501602,129.1144366
태백시,42586,42381,42249,42183,41718,41419,41341,41295,41145,41055,40982,40844,37.16407866,128.9857267
속초시,82652,82531,82213,82302,82241,82254,82377,82391,82476,82579,82700,82791,38.20736378,128.5922346
삼척시,64946,64680,64393,64355,64188,64073,63952,63825,63864,63833,63682,63429,37.44998132,129.1653894
홍천군,69142,69041,68751,68681,68597,68619,68573,68489,68452,68499,68482,68365,37.69715594,127.8887666
횡성군,46441,46447,46399,46510,46589,46614,46652,46635,46566,46586,46583,46481,37.49171366,127.9849703
영월군,38565,38418,38458,38417,38099,38057,38064,38055,38012,38011,37934,37904,37.18370855,128.4617516
평창군,41587,41514,41212,41188,41164,41109,41060,41050,40971,41006,41023,40996,37.37075556,128.3902789
정선군,36783,36704,36059,35990,35991,35952,35902,35838,35717,35659,35639,35675,37.38061264,128.6608105
철원군,44563,44380,44171,44169,44011,43932,43832,43691,43579,43489,43396,43340,38.14658472,127.3125482
화천군,24732,24652,24506,24446,24397,24408,24369,24342,24313,24247,24242,24195,38.10624708,127.7080903
양구군,22161,22123,22172,22114,22094,22027,21981,21972,21924,21925,21875,21748,38.10999021,127.9899381
인제군,31720,31665,31521,31508,31633,31835,31947,32034,32033,32090,32138,32165,38.06952159,128.1697635
고성군,26687,26734,26743,26760,26864,26924,26960,27005,26981,27014,27119,27249,38.38058598,128.4678781
양양군,27946,27980,27956,27932,28006,28035,28110,28086,28062,28026,27977,27913,38.07537941,128.6190796
충주시,210139,210058,209443,209434,209483,209638,209602,209546,209438,209499,209484,209358,36.99091676,127.9257467
제천시,132759,132506,132542,132643,132659,132313,132269,132090,131879,131902,131810,131591,37.13259287,128.1908895
청주시,845710,846204,845025,845534,846291,847392,847642,847965,848711,848878,849024,848482,36.64246074,127.4891116
청주시상당구,191363,193027,193300,193472,193673,193737,193640,193628,193680,193772,194013,193827,36.58981751,127.505
청주시서원구,194154,193371,192804,193334,193630,193472,193127,193176,193192,192953,192748,192899,36.63763213,127.4697
청주시흥덕구,266196,266080,265571,265263,265316,266518,267095,267280,267592,267811,267725,267429,36.62895421,127.3757
청주시청원구,193997,193726,193350,193465,193672,193665,193780,193881,194247,194342,194538,194327,36.65148208,127.4867
보은군,32364,32371,32206,32211,32180,32096,32062,32004,31893,31863,31862,31878,36.48945062,127.7295675
옥천군,50468,50474,50337,50341,50320,50282,50312,50287,50215,50194,50184,50093,36.30634045,127.5712259
영동군,47230,47023,46577,46497,46442,46316,46261,46139,45976,45938,45874,45773,36.17489697,127.7833915
진천군,83849,84116,84118,84437,84623,84746,84845,84904,84917,85051,85104,85176,36.85487116,127.4357457
괴산군,38338,38009,37688,37567,37442,37337,37229,37101,36880,36843,36887,38122,36.8153505,127.7866016
음성군,92945,92733,92407,92349,92213,92232,92231,92224,92027,92004,92086,92197,36.94021058,127.6904771
단양군,29049,28943,28835,28758,28766,28652,28578,28513,28441,28405,28353,28331,36.98510421,128.3655621
증평군,36807,36685,36536,36532,36536,36499,36470,36406,36388,36371,36351,36426,36.78528798,127.5814568
천안시,658488,658295,657549,657410,657775,657503,657584,657250,657703,658107,658465,658486,36.81508793,127.1139222
천안시동남구,257683,257397,256931,256797,256482,256047,255891,255532,255494,255504,255471,255292,36.80675733,127.1516
천안시서북구,400805,400898,400618,400613,401293,401456,401693,401718,402209,402603,402994,403194,36.87786019,127.1548
공주시,104442,104319,103839,103782,103752,103640,103572,103386,103329,103321,103301,103145,36.44652532,127.1190088
보령시,99964,99673,99234,99137,99048,98993,98922,98726,98620,98535,98438,98408,36.33347359,126.6127756
아산시,316740,317626,317933,318699,319225,320340,321170,322158,322893,323789,324552,324580,36.78992729,127.0024922
서산시,175543,175623,175650,175817,176031,176090,176205,176360,176491,176595,176610,176645,36.78478317,126.4503368
논산시,116587,116315,115573,115520,115431,115305,115239,115155,114942,114769,114662,114483,36.18720384,127.0986769
계룡시,42809,43128,43182,43235,43242,43168,43209,43279,43191,43093,43105,43331,36.27450688,127.2485308
당진시,166189,166218,166186,166333,166491,166754,166937,166805,166714,166802,166989,167092,36.88959597,126.6460108
금산군,51262,51227,50953,50950,50932,50890,50826,50783,50629,50597,50562,50477,36.10885289,127.4880279
부여군,65202,65039,64626,64527,64426,64361,64336,64220,64036,63923,63891,63774,36.27567229,126.9097853
서천군,51742,51657,51361,51289,51274,51153,51072,51036,50968,50884,50798,50745,36.08030449,126.6918535
청양군,30840,30750,30625,30658,30590,30548,30493,30429,30359,30399,30390,30440,36.45914434,126.8023368
홍성군,99850,99753,99756,99755,99757,99440,99425,99465,99399,99407,99336,99324,36.60131617,126.6608455
예산군,78129,78048,77585,77538,77468,77348,77284,77241,77016,76974,76830,76801,36.68088766,126.844815
태안군,62050,61871,61771,61802,61818,61867,61931,61890,61808,61782,61600,61526,36.74555213,126.2979723
전주시,657661,657998,657064,656755,656934,657428,657664,657577,658235,658216,657930,657269,35.82445746,127.1478665
전주시완산구,339406,339227,338363,338010,337822,337968,337946,337747,337671,337186,336540,335804,35.81213395,127.1198
전주시덕진구,318255,318771,318701,318745,319112,319460,319718,319830,320564,321030,321390,321465,35.82932986,127.1342
군산시,267798,267612,266959,266878,266345,266389,266226,266026,265770,265504,265452,265304,35.96743059,126.7368529
익산시,281539,280847,280585,280399,280152,280072,279836,279517,279207,278798,278496,278113,35.94825493,126.9577833
정읍시,108470,108344,107710,107555,107489,107422,107349,107169,106951,106814,106634,106487,35.57000284,126.8563525
남원시,80570,80375,80227,80196,80086,80032,80027,79933,79673,79649,79581,79431,35.41632997,127.3903679
김제시,82326,82193,82079,82031,81593,81462,81406,81347,81177,81106,81012,80913,35.80330016,126.8807361
완주군,91450,91422,91127,91127,91126,91024,91197,91223,91146,91093,91137,91142,35.90482498,127.1620039
진안군,25344,25302,25252,25244,25233,25181,25113,25063,24985,24941,24974,24987,35.79178512,127.4245692
무주군,24046,23990,23940,23912,23917,23875,23849,23834,23764,23769,23770,23748,36.0067837,127.6607417
장수군,22081,22035,21946,21910,21902,21880,21854,21811,21755,21731,21723,21695,35.64729167,127.521172
임실군,27248,27179,27044,27038,27019,27009,26952,26873,26755,26717,26665,26730,35.61778264,127.2890493
순창군,27665,27624,27474,27378,27321,27283,27219,27120,27033,26980,26922,26855,35.37443426,127.1374233
고창군,54512,54435,54243,54222,54018,53869,53826,53739,53606,53534,53468,53386,35.43577681,126.7020803
부안군,52038,51963,51800,51686,51547,51419,51384,51244,51053,50918,50852,50795,35.73178215,126.7333099
목포시,223362,222809,221463,221156,221020,220794,220379,219944,219552,219150,218785,218589,34.81181045,126.3921426
여수시,280497,280213,279844,279613,278999,278481,278123,277752,277356,277008,276747,276762,34.76039685,127.6622222
순천시,282618,282336,282104,282069,281745,281816,281883,281878,281977,281787,281587,281436,34.95062457,127.48737
나주시,115855,116348,116113,116332,116486,116513,116636,116670,116668,116711,116701,116726,35.0158853,126.7108524
광양시,151045,151016,150779,150701,150660,150591,150699,150643,150121,150154,150493,150531,34.94070146,127.6958891
담양군,46475,46545,46541,46624,46650,46522,46421,46314,46178,46198,46184,46180,35.32122516,126.9881958
곡성군,27982,27952,27888,27916,27962,27916,27835,27754,27655,27616,27581,27535,35.2820633,127.2920961
구례군,25573,25505,25437,25400,25287,25255,25181,25161,25095,25121,25175,25235,35.20250131,127.4627157
고흥군,63869,63814,63572,63508,63434,63374,63239,63124,62965,62930,62833,62762,34.60477493,127.2762856
보성군,40430,40305,40169,40179,39891,39838,39790,39734,39592,39564,39478,39375,34.77147634,127.079973
화순군,62455,62478,62289,62310,62225,62153,62131,62439,62567,62598,62618,62624,35.06454988,126.9866674
장흥군,37689,37528,37266,37177,37095,37028,36963,36876,36742,36701,36622,36547,34.68163168,126.9071449
강진군,34568,34487,34327,34314,34275,34248,34194,34099,33961,33860,33793,33753,34.64205355,126.7672373
해남군,68736,68589,68291,68229,68153,68055,67917,67797,67576,67425,67328,67166,34.57338485,126.5992923
영암군,53687,53652,53469,53437,53370,53290,53236,53108,53020,53000,52964,52937,34.80016406,126.6967832
무안군,86940,87570,87870,88075,88339,88660,89184,89675,90086,90488,90973,91107,34.99040352,126.481689
함평군,31992,31899,31711,31653,31629,31526,31444,31418,31375,31379,31343,31274,35.06589788,126.5165996
영광군,53048,52944,52663,52587,52571,52487,52407,52288,52119,52113,52024,51985,35.27718056,126.5119711
장성군,44330,44432,44129,44078,44029,43915,43808,43715,43575,43553,43518,43365,35.3018382,126.7849389
완도군,49811,49757,49673,49604,49458,49404,49308,49171,48990,48861,48770,48631,34.31099974,126.7549467
진도군,30845,30709,30494,30445,30421,30368,30306,30242,30129,30110,30104,30066,34.48679563,126.2634295
신안군,38768,38907,38719,38741,38724,38687,38614,38551,38391,38326,38243,38217,34.83357423,126.3514524
포항시,502736,503051,503786,504103,503580,503634,503489,503344,503146,503179,503388,503852,36.01937542,129.3433639
포항시남구,230381,230712,231019,231264,231084,230984,230940,230550,230351,230407,230644,230801,36.00852167,129.3594
포항시북구,272355,272339,272767,272839,272496,272650,272549,272794,272795,272772,272744,273051,36.04373299,129.3685
경주시,253475,253579,252911,252869,252830,252602,252438,252344,252444,252403,252162,251889,35.85626282,129.2248116
김천시,140511,140560,140720,140665,140629,140293,140219,140130,140061,140149,140120,140239,36.13983232,128.1135643
안동시,158675,158493,158240,158210,157882,157805,157690,157534,157401,157317,157177,156972,36.56831833,128.7295868
구미시,415949,415409,414953,414730,414525,414284,414207,413813,413594,413366,413164,412581,36.1198418,128.3443068
영주시,103043,102917,102738,102703,102506,102440,102377,102258,102065,101929,101895,101942,36.80565236,128.6238768
영천시,101799,102024,102383,102529,102194,102099,101856,101881,101670,101681,101703,101888,35.97349135,128.9382431
상주시,97159,96942,96855,96793,96337,96273,96160,96019,95788,95677,95701,95566,36.41095303,128.1589549
문경시,70919,71030,71924,71800,71591,71409,71242,71045,71096,71223,71159,71154,36.58683084,128.1870005
경산시,264150,264279,264023,264722,265888,266747,267453,267935,268331,268431,268455,268369,35.82511073,128.741326
군위군,23216,23130,23094,23063,22942,22924,22880,22853,22829,22894,22899,22945,36.24293664,128.5728369
의성군,51601,51501,51404,51380,51161,51099,51042,50952,50831,50739,50665,50632,36.35271338,128.6971422
청송군,25030,24991,24907,24904,24825,24784,24768,24773,24706,24605,24590,24539,36.43628135,129.0569723
영양군,16638,16623,16549,16516,16494,16411,16396,16350,16319,16330,16335,16320,36.66667945,129.1122616
영덕군,36245,36188,36043,35962,35912,35779,35732,35678,35540,35497,35451,35314,36.41501475,129.3656654
청도군,42245,42226,42119,42085,41952,41847,41804,41736,41670,41736,41827,41891,35.64740052,128.733963
고령군,31310,31245,31167,31133,31024,30927,30855,30792,30683,30694,30673,30626,35.72611222,128.2629519
성주군,43335,43234,43105,43118,43004,42964,42964,42880,42782,42781,42766,42842,35.91943449,128.2831702
칠곡군,114777,114691,114381,114297,114029,114016,113981,114021,113870,113843,113896,113822,35.99558435,128.4016028
예천군,55709,55807,55649,55716,55800,55784,55845,55846,55802,55809,55824,55739,36.64687138,128.4372484
봉화군,31407,31317,31232,31236,31142,31084,31057,30969,30860,30807,30802,30762,36.8930961,128.7323988
울진군,48675,48460,48361,48327,48313,48206,48175,48125,47969,47941,47928,47858,36.99308703,129.4004941
울릉군,9035,9050,9019,9035,9032,8990,9019,8976,8887,8894,8888,8867,37.48434523,130.9057502
창원시,1036203,1035574,1034977,1034705,1034130,1034527,1034635,1034150,1033979,1033729,1033281,1032741,35.22797503,128.6818146
창원시의창구,261845,261339,260953,260623,260346,260018,218589,218422,218376,218234,218131,218027,35.25378964,128.6403
창원시성산구,214067,213520,212926,212662,212396,212180,253362,252996,252776,252396,251982,251562,35.19840389,128.7028
창원시마산합포구,176636,177905,178773,179434,179657,180374,180600,180795,180954,181146,181226,181322,35.19690103,128.5679
창원시마산회원구,190739,190068,189593,189134,188784,188525,188322,187941,187618,187533,187245,186881,35.22084924,128.5797
창원시진해구,192916,192742,192732,192852,192947,193430,193762,193996,194255,194420,194697,194949,35.13343325,128.7103
진주시,348022,347750,347034,347056,347274,347204,347314,347407,347621,347569,347380,347097,35.18030228,128.1086628
통영시,128084,127720,126988,126798,126587,126413,126312,126141,125881,125744,125595,125383,34.85392667,128.4339955
사천시,111005,110868,110501,110461,110371,110414,110338,110243,110099,110108,110044,109953,35.00329629,128.0642328
김해시,542296,542254,540863,540686,540423,539841,539477,539226,538781,538682,538286,537673,35.22857717,128.8892552
밀양시,104687,104497,104354,104383,104133,104070,103986,103891,103691,103667,103636,103525,35.50388523,128.7466943
거제시,245492,245008,244154,243902,243484,243200,242852,242555,242103,241879,241576,241216,34.88091089,128.6218113
양산시,352421,352682,352830,353291,353415,353686,353981,353798,353662,353783,354071,354726,35.33501899,129.0376034
의령군,26778,26757,26669,26624,26627,26526,26530,26475,26381,26370,26330,26322,35.32219253,128.2617007
함안군,64036,63879,63694,63573,63267,63157,63127,63039,62879,62788,62663,62547,35.2724085,128.406507
창녕군,61305,61286,61072,60951,60972,60754,60592,60389,60100,60102,60147,60129,35.54461845,128.4922353
고성군,51372,51283,51035,51009,50987,50933,50894,50803,50732,50634,50558,50478,34.97308291,128.3224483
남해군,42855,42794,42709,42688,42690,42650,42572,42538,42404,42372,42309,42266,34.83768596,127.8925293
하동군,44673,44494,44388,44326,44223,44065,43974,43896,43650,43572,43530,43449,35.06734434,127.7513032
산청군,34809,34788,34686,34668,34641,34587,34557,34530,34442,34416,34394,34360,35.41510337,127.8738913
함양군,39013,39044,39014,39008,38860,38793,38736,38665,38567,38475,38415,38310,35.52053795,127.7251843
거창군,61474,61564,61860,61877,61646,61555,61478,61399,61245,61242,61143,61073,35.68666343,127.9094852
합천군,43871,43803,43635,43617,43568,43465,43380,43228,43054,43029,43007,42935,35.56668331,128.1658663
제주시,492346,492653,491843,492168,492383,492627,492917,492868,492927,493225,493220,493096,33.49958268,126.5312361
서귀포시,182269,182484,182131,182316,182494,182666,182959,183015,183152,183344,183548,183663,33.25531026,126.5349109
