행정구역,2020년1월_총인구수,2020년2월_총인구수,2020년3월_총인구수,2020년4월_총인구수,2020년5월_총인구수,2020년6월_총인구수,2020년7월_총인구수,2020년8월_총인구수,2020년9월_총인구수,2020년10월_총인구수,2020년11월_총인구수,2020년12월_총인구수,위도,경도
옹진군,20486,20456,20371,20355,20390,20367,20433,20432,20425,20478,20497,20455,37.44668379,126.6368011
동구,98642,98641,98628,98622,99158,99273,99228,99159,100993,102151,102645,102897,35.14615419,126.9231381
서구,301339,301015,300292,300093,299850,299248,298898,298644,298030,297527,297214,296576,35.15217985,126.8899468
남구,218035,217993,217810,217543,216758,216256,215987,215701,215266,215072,214752,214579,35.13321296,126.9022115
북구,433147,432872,433006,433057,432731,433444,433463,433279,432525,431684,431256,430431,35.17438289,126.9121844
광산구,405525,405600,405969,406781,407036,406827,407133,407371,407138,406560,406126,405579,35.13977662,126.7937594
동구,226216,225633,225302,225094,224729,224300,224060,223728,223368,222850,222446,223021,36.31203163,127.4548059
중구,240215,240064,239635,239361,238955,238540,238149,237792,237425,236825,236492,235550,36.32576074,127.4213595
서구,481174,481349,481135,481304,481449,481436,481209,481124,480780,479806,478872,477880,36.35552081,127.3838132
유성구,349824,349915,350055,350439,351532,351882,352316,352550,352604,352231,351790,351047,36.36246979,127.3561992
대덕구,176723,176164,175731,175452,175250,174882,174491,174237,174922,175844,176293,176384,36.34692581,127.4155614
중구,223060,222395,221702,221125,220604,220028,219635,219249,218862,218571,218096,217595,35.56970355,129.3327733
남구,323704,323756,323320,323230,323192,322883,322486,321955,321494,321134,320716,320064,35.54394782,129.330126
동구,159294,158809,158477,158323,158154,157973,157757,157589,157396,157319,157111,156806,35.50516123,129.4167348
북구,218053,218190,218353,218364,218396,218673,218777,218765,218903,218949,218882,219014,35.582905,129.3612179
울주군,222926,222560,222711,223056,222802,222633,222707,222752,222713,222608,222540,222538,35.52252665,129.2425116
세종시,342328,343788,344792,345216,345373,345341,346217,347232,348014,351007,353430,355831,36.48045322,127.2892442
수원시,1193894,1193480,1192762,1192622,1192018,1191542,1191244,1190074,1188926,1187638,1187153,1186078,37.26355925,127.0285973
수원시장안구,277846,277386,276842,276611,276317,275875,275479,274984,274911,274480,274148,273661,37.30388623,127.0100655
수원시권선구,371509,371218,370922,370955,370687,370648,370548,370337,369755,369314,369150,368645,37.2577089,126.972275
수원시팔달구,175698,175677,175533,175446,175396,175468,175247,175063,174879,174683,174709,174930,37.28252144,127.019781
수원시영통구,368841,369199,369465,369610,369618,369551,369970,369690,369381,369161,369146,368842,37.25910895,127.046851
성남시,942649,942183,941688,941527,940519,939748,938982,940668,941783,941480,940746,940064,37.42022748,127.1266546
성남시수정구,234614,234417,234421,234653,234702,234729,234993,239043,241803,242451,242157,241701,37.45023548,127.1454875
