행정구역,2022년01월_총인구수,2022년01월_남자 인구수,2022년01월_여자 인구수,2022년02월_총인구수,2022년02월_남자 인구수,2022년02월_여자 인구수,2022년03월_총인구수,2022년03월_남자 인구수,2022년03월_여자 인구수,2022년04월_총인구수,2022년04월_남자 인구수,2022년04월_여자 인구수,2022년05월_총인구수,2022년05월_남자 인구수,2022년05월_여자 인구수,2022년06월_총인구수,2022년06월_남자 인구수,2022년06월_여자 인구수,2022년07월_총인구수,2022년07월_남자 인구수,2022년07월_여자 인구수,2022년08월_총인구수,2022년08월_남자 인구수,2022년08월_여자 인구수,2022년09월_총인구수,2022년09월_남자 인구수,2022년09월_여자 인구수,2022년10월_총인구수,2022년10월_남자 인구수,2022년10월_여자 인구수,2022년11월_총인구수,2022년11월_남자 인구수,2022년11월_여자 인구수,2022년12월_총인구수,2022년12월_남자 인구수,2022년12월_여자 인구수,위도,경도
부산광역시 서구,104863,50735,54128,104618,50597,54021,104323,50454,53869,103961,50263,53698,103810,50156,53654,104340,50385,53955,104755,50588,54167,105386,50904,54482,105380,50917,54463,105358,50911,54447,105286,50866,54420,105192,50801,54391,35.09811743,129.0242148
부산광역시 동구,87906,42975,44931,88245,43132,45113,88283,43152,45131,88257,43114,45143,88222,43073,45149,88087,43010,45077,87851,42888,44963,87701,42811,44890,87103,42590,44513,86948,42512,44436,86670,42381,44289,86462,42249,44213,35.12951925,129.0454126
부산광역시 영도구,110425,54372,56053,109991,54185,55806,109660,54032,55628,109407,53883,55524,109460,53912,55548,109395,53890,55505,109327,53854,55473,109131,53773,55358,108699,53519,55180,108505,53391,55114,108294,53300,54994,108156,53223,54933,35.09140559,129.0678947
부산광역시 부산진구,352462,169873,182589,351764,169496,182268,351154,169185,181969,351022,169057,181965,350977,168938,182039,350999,168924,182075,351436,169171,182265,351682,169220,182462,351125,168896,182229,353568,170113,183455,355302,170933,184369,355917,171141,184776,35.16304228,129.0530903
부산광역시 동래구,270338,131400,138938,273802,132969,140833,274134,133108,141026,273976,132996,140980,273996,132891,141105,274491,133105,141386,274769,133237,141532,274638,133118,141520,274136,132849,141287,273790,132632,141158,273447,132440,141007,273226,132296,140930,35.1967203,129.0930973
부산광역시 남구,261209,127568,133641,260624,127295,133329,260581,127279,133302,260617,127312,133305,260261,127119,133142,259735,126854,132881,259135,126545,132590,258660,126282,132378,257934,125901,132033,257147,125514,131633,256647,125279,131368,256333,125118,131215,35.1367524,129.0844303
부산광역시 북구,282535,139412,143123,281749,139012,142737,281198,138719,142479,280852,138535,142317,280647,138423,142224,280511,138319,142192,280268,138159,142109,280116,138068,142048,279964,137948,142016,279770,137808,141962,279303,137544,141759,278857,137274,141583,35.19746596,128.9902986
부산광역시 해운대구,395788,190236,205552,394792,189702,205090,393809,189199,204610,393130,188911,204219,392110,188341,203769,391311,187906,203405,390782,187632,203150,389841,187116,202725,388393,186392,202001,387840,186088,201752,387297,185775,201522,386785,185514,201271,35.16335254,129.1638847
부산광역시 사하구,305922,152112,153810,306098,152207,153891,305762,152051,153711,305556,151933,153623,305393,151882,153511,305008,151650,153358,304583,151431,153152,304029,151136,152893,303143,150648,152495,302844,150467,152377,302450,150279,152171,301987,150009,151978,35.1045808,128.9749752
부산광역시 금정구,226875,110929,115946,226029,110501,115528,225608,110301,115307,225033,110036,114997,224746,109848,114898,224173,109562,114611,223713,109328,114385,223430,109221,114209,222783,108883,113900,222264,108623,113641,221647,108294,113353,221256,108085,113171,35.2430003,129.0921739
부산광역시 강서구,143098,74123,68975,143227,74161,69066,143429,74223,69206,143638,74360,69278,143914,74534,69380,144047,74626,69421,144071,74610,69461,143925,74559,69366,143727,74511,69216,143611,74470,69141,143360,74332,69028,143207,74248,68959,35.21241036,128.9804872
부산광역시 연제구,207342,99861,107481,207178,99714,107464,206932,99549,107383,206677,99362,107315,206506,99264,107242,206145,99094,107051,205895,98940,106955,205515,98721,106794,204869,98338,106531,204377,98070,106307,203871,97791,106080,203536,97604,105932,35.17640584,129.0796413
부산광역시 수영구,174867,82492,92375,174838,82451,92387,174661,82299,92362,174633,82285,92348,174665,82297,92368,174739,82321,92418,174709,82270,92439,174596,82182,92414,174275,82009,92266,174694,82180,92514,174907,82218,92689,174806,82144,92662,35.14574351,129.1131838
부산광역시 사상구,207772,104769,103003,207138,104446,102692,206804,104217,102587,206365,103983,102382,206099,103841,102258,205765,103672,102093,205287,103386,101901,204769,103106,101663,203957,102656,101301,203331,102331,101000,203496,102404,101092,203789,102544,101245,35.15280367,128.9911898
부산광역시 기장군,176935,87588,89347,176721,87487,89234,176570,87436,89134,176505,87395,89110,176824,87567,89257,177536,87931,89605,177672,87971,89701,177728,88002,89726,178221,88224,89997,178303,88262,90041,178459,88327,90132,178614,88426,90188,35.24482811,129.2222634
대구광역시 중구,74786,35926,38860,74710,35870,38840,75704,36335,39369,77842,37357,40485,78703,37767,40936,78984,37920,41064,79014,37950,41064,78923,37880,41043,78768,37802,40966,79241,38004,41237,79722,38215,41507,80199,38460,41739,35.86947505,128.6060564
대구광역시 동구,341710,167954,173756,341730,167994,173736,341498,167817,173681,341142,167669,173473,341070,167633,173437,341126,167608,173518,340847,167446,173401,340440,167192,173248,340171,167111,173060,340213,167121,173092,340050,167053,172997,339530,166741,172789,35.88681859,128.6355584
대구광역시 서구,164127,82007,82120,163588,81680,81908,163042,81419,81623,162325,81051,81274,161790,80748,81042,161542,80623,80919,161928,80783,81145,161802,80685,81117,161169,80344,80825,160802,80125,80677,160343,79869,80474,159827,79580,80247,35.87200214,128.5592204
대구광역시 남구,142753,68566,74187,142558,68464,74094,142437,68361,74076,141805,68045,73760,141520,67867,73653,141285,67750,73535,141586,67857,73729,141643,67896,73747,141590,67896,73694,141822,67971,73851,141773,67967,73806,141519,67842,73677,35.84618324,128.5973754
대구광역시 북구,437023,217416,219607,436613,217176,219437,437284,217599,219685,436386,217065,219321,435869,216758,219111,435131,216414,218717,434250,215982,218268,433551,215620,217931,432558,215056,217502,432087,214817,217270,431703,214593,217110,430912,214151,216761,35.88430565,128.5815912
대구광역시 수성구,416706,201531,215175,416496,201368,215128,415829,201055,214774,415694,200938,214756,415306,200715,214591,414917,200508,214409,414439,200275,214164,413675,199865,213810,412775,199411,213364,412302,199183,213119,411794,198904,212890,411553,198731,212822,35.85823498,128.6305627
대구광역시 달서구,544366,268134,276232,543469,267631,275838,542328,267015,275313,540693,266123,274570,539528,265471,274057,539024,265202,273822,538838,265089,273749,538727,264982,273745,537705,264360,273345,537179,264106,273073,536927,263940,272987,536989,263961,273028,35.82992525,128.5326441
대구광역시 달성군,262387,133133,129254,261931,132856,129075,262372,133031,129341,262686,133203,129483,262890,133350,129540,263297,133546,129751,263218,133463,129755,263175,133444,129731,262999,133346,129653,263206,133401,129805,263307,133483,129824,263162,133399,129763,35.77475899,128.4313244
인천광역시 중구,144088,74902,69186,144935,75334,69601,145672,75700,69972,146380,76038,70342,147093,76413,70680,147705,76777,70928,148626,77212,71414,149164,77481,71683,150353,78068,72285,151310,78591,72719,152265,79050,73215,152931,79359,73572,37.47393798,126.6215171
인천광역시 동구,61222,30841,30381,60848,30647,30201,60382,30427,29955,59856,30149,29707,59322,29892,29430,59017,29742,29275,58819,29646,29173,58612,29538,29074,58423,29421,29002,58574,29502,29072,58809,29603,29206,58999,29691,29308,37.4740331,126.6432655
인천광역시 미추홀구,407353,205146,202207,407131,205029,202102,406943,204926,202017,406835,204830,202005,407253,205062,202191,407180,204996,202184,406892,204857,202035,407874,205350,202524,407167,204987,202180,407190,204936,202254,406723,204666,202057,406004,204354,201650,37.46365763,126.6502865
인천광역시 연수구,389263,193216,196047,388461,192816,195645,388732,192994,195738,388284,192852,195432,387789,192562,195227,387303,192281,195022,386740,192010,194730,386257,191747,194510,385910,191607,194303,385884,191609,194275,385955,191595,194360,385796,191405,194391,37.41037273,126.678298
인천광역시 남동구,517894,257279,260615,516859,256765,260094,516176,256441,259735,515474,256042,259432,513965,255275,258690,512645,254637,258008,511709,254161,257548,509710,253164,256546,508213,252454,255759,507567,252102,255465,506911,251761,255150,506181,251394,254787,37.44725267,126.7314723
인천광역시 부평구,486445,240164,246281,485656,239739,245917,484844,239260,245584,484125,238881,245244,486216,239886,246330,488095,240774,247321,489374,241434,247940,490558,242032,248526,489286,241410,247876,489329,241434,247895,489137,241344,247793,489118,241285,247833,37.50724197,126.7218691
인천광역시 계양구,295450,147196,148254,294795,146824,147971,294201,146537,147664,293734,146343,147391,293506,146230,147276,292985,145966,147019,292437,145702,146735,291779,145342,146437,290559,144736,145823,290068,144500,145568,289520,144233,145287,288856,143881,144975,37.53757116,126.7377225
인천광역시 서구,557342,281427,275915,562119,283761,278358,565436,285395,280041,568102,286713,281389,569494,287422,282072,571547,288573,282974,575323,290424,284899,578529,291993,286536,579650,292503,287147,581974,293656,288318,585036,295159,289877,589013,297120,291893,37.54548073,126.6760045
인천광역시 강화군,69748,34896,34852,69801,34923,34878,69780,34932,34848,69881,34963,34918,69940,34993,34947,70033,35006,35027,70064,35021,35043,70014,34990,35024,69897,34946,34951,69809,34899,34910,69805,34904,34901,69803,34918,34885,37.74685272,126.4878739
인천광역시 옹진군,20345,11596,8749,20373,11594,8779,20533,11660,8873,20589,11703,8886,20589,11693,8896,20556,11680,8876,20596,11710,8886,20620,11733,8887,20639,11764,8875,20683,11797,8886,20659,11788,8871,20613,11768,8845,37.44668379,126.6368011
광주광역시 동구,103466,51014,52452,103299,50943,52356,103081,50834,52247,102984,50780,52204,102936,50776,52160,103233,50901,52332,103432,51019,52413,105137,51904,53233,105688,52173,53515,105798,52235,53563,105845,52287,53558,105909,52305,53604,35.14615419,126.9231381
광주광역시 서구,291235,142697,148538,290550,142303,148247,289789,141932,147857,289341,141697,147644,288703,141389,147314,288120,141070,147050,287748,140896,146852,288100,141100,147000,288043,141076,146967,287720,140932,146788,287607,140850,146757,287401,140726,146675,35.15217985,126.8899468
광주광역시 남구,215739,103653,112086,215454,103497,111957,215008,103265,111743,214848,103227,111621,215251,103427,111824,215274,103419,111855,215129,103306,111823,214411,102917,111494,213653,102536,111117,213079,102250,110829,212701,102042,110659,212379,101881,110498,35.13321296,126.9022115
광주광역시 북구,426877,211893,214984,427139,211986,215153,427178,211901,215277,426745,211625,215120,426329,211436,214893,426053,211247,214806,425881,211137,214744,424715,210550,214165,423743,209989,213754,424720,210413,214307,425001,210566,214435,424707,210416,214291,35.17438289,126.9121844
광주광역시 광산구,404319,203780,200539,403590,203470,200120,403407,203357,200050,402998,203195,199803,402793,203034,199759,402698,203048,199650,402513,202947,199566,402034,202619,199415,401729,202474,199255,401334,202289,199045,400895,202070,198825,400654,201971,198683,35.13977662,126.7937594
대전광역시 동구,221592,111632,109960,221300,111522,109778,220860,111261,109599,220313,110985,109328,220920,111265,109655,221043,111349,109694,220889,111260,109629,220724,111184,109540,220511,111038,109473,220286,110918,109368,220102,110788,109314,219751,110590,109161,36.31203163,127.4548059
대전광역시 중구,229555,113073,116482,229283,112856,116427,229497,112944,116553,229531,112971,116560,229089,112787,116302,229570,112994,116576,229712,113004,116708,229092,112685,116407,228198,112165,116033,227934,112058,115876,227500,111878,115622,227108,111703,115405,36.32576074,127.4213595
대전광역시 서구,473019,232482,240537,472935,232428,240507,472417,232247,240170,471907,231995,239912,471247,231667,239580,470332,231167,239165,469987,230978,239009,471029,231500,239529,470852,231448,239404,471112,231541,239571,471033,231423,239610,470374,230998,239376,36.35552081,127.3838132
대전광역시 유성구,351622,177638,173984,351887,177825,174062,351989,177768,174221,352557,178115,174442,352826,178219,174607,352844,178251,174593,353151,178438,174713,353263,178602,174661,353449,178734,174715,354066,179101,174965,354845,179518,175327,356093,180166,175927,36.36246979,127.3561992
대전광역시 대덕구,175484,89201,86283,175457,89181,86276,175294,89141,86153,175052,88997,86055,174851,88902,85949,174612,88756,85856,174443,88686,85757,174132,88515,85617,173592,88219,85373,173465,88127,85338,173269,88002,85267,172746,87788,84958,36.34692581,127.4155614
울산광역시 중구,212502,107574,104928,211948,107338,104610,211523,107106,104417,211249,106981,104268,210786,106713,104073,210354,106499,103855,210115,106362,103753,209642,106090,103552,209120,105786,103334,208846,105633,103213,208508,105430,103078,208132,105257,102875,35.56970355,129.3327733
울산광역시 남구,313427,159866,153561,312885,159629,153256,312328,159320,153008,312148,159223,152925,312230,159332,152898,312159,159220,152939,311849,158978,152871,311396,158726,152670,310955,158484,152471,310784,158411,152373,310737,158441,152296,310638,158374,152264,35.54394782,129.330126
울산광역시 동구,153975,80358,73617,153592,80173,73419,153330,80087,73243,153164,79975,73189,152971,79863,73108,152691,79728,72963,152560,79643,72917,152322,79515,72807,152008,79373,72635,151986,79365,72621,151945,79337,72608,151711,79162,72549,35.50516123,129.4167348
울산광역시 북구,219121,113418,105703,219067,113338,105729,219052,113319,105733,218947,113264,105683,218738,113111,105627,218742,113131,105611,218637,113082,105555,218489,112951,105538,218447,112939,105508,218539,112940,105599,218635,112961,105674,218670,112993,105677,35.582905,129.3612179
울산광역시 울주군,222075,114723,107352,221954,114687,107267,221777,114612,107165,221696,114541,107155,221757,114600,107157,221663,114574,107089,221592,114550,107042,221609,114585,107024,221661,114666,106995,221552,114611,106941,221546,114587,106959,221512,114582,106930,35.52252665,129.2425116
세종특별자치시 세종특별자치시,374377,186907,187470,376399,187858,188541,377296,188356,188940,378196,188778,189418,379340,189302,190038,380215,189723,190492,380889,190038,190851,381439,190276,191163,381925,190541,191384,382258,190683,191575,382770,190987,191783,383591,191389,192202,36.48045322,127.2892442
경기도 수원시,1184404,596225,588179,1184996,596672,588324,1185569,597078,588491,1185560,597105,588455,1185041,596940,588101,1185044,596982,588062,1185184,597003,588181,1186961,597881,589080,1188234,598490,589744,1189654,599198,590456,1190368,599508,590860,1190964,599619,591345,37.26355925,127.0285973
경기도 성남시,931072,461251,469821,930731,461160,469571,929463,460404,469059,928267,459808,468459,927340,459333,468007,926645,458946,467699,925981,458652,467329,924333,457808,466525,920903,456041,464862,920667,455970,464697,920362,455768,464594,922518,456882,465636,37.42022748,127.1266546
경기도 의정부시,463877,228582,235295,463977,228565,235412,464262,228528,235734,464358,228485,235873,464397,228500,235897,464171,228370,235801,463934,228267,235667,464310,228406,235904,463160,227867,235293,463324,227935,235389,463789,228148,235641,463724,228107,235617,37.73825019,127.033733
경기도 안양시,548654,271291,277363,549827,271807,278020,549826,271787,278039,549724,271732,277992,549917,271772,278145,549659,271606,278053,549457,271483,277974,548938,271203,277735,547968,270778,277190,548372,270992,277380,548398,270992,277406,548228,270878,277350,37.39453744,126.9568463
경기도 부천시,804990,398884,406106,803585,398181,405404,802473,397553,404920,801503,397002,404501,800174,396345,403829,798999,395747,403252,797855,395197,402658,796575,394605,401970,793519,393010,400509,792561,392472,400089,791263,391769,399494,790128,391102,399026,37.50375321,126.7658326
경기도 광명시,292214,144045,148169,291331,143619,147712,290698,143260,147438,290756,143275,147481,290726,143210,147516,290501,143076,147425,290351,142982,147369,289887,142737,147150,288933,142236,146697,288366,141961,146405,288182,141784,146398,287945,141632,146313,37.47867555,126.8646736
경기도 평택시,565827,294957,270870,567411,295924,271487,568405,296567,271838,569369,297227,272142,570868,298058,272810,572548,299111,273437,573987,299953,274034,575007,300748,274259,575032,301038,273994,576192,301796,274396,577335,302598,274737,578529,303283,275246,36.99245752,127.112695
경기도 동두천시,93527,46663,46864,93395,46607,46788,93346,46590,46756,93260,46540,46720,93189,46501,46688,92999,46398,46601,92840,46318,46522,92744,46252,46492,92084,45934,46150,91980,45875,46105,91735,45737,45998,91546,45673,45873,37.90370032,127.061145
경기도 안산시,652036,334331,317705,651419,334081,317338,651153,333951,317202,650708,333727,316981,649776,333233,316543,648849,332725,316124,648164,332307,315857,647266,331906,315360,645952,331241,314711,644583,330483,314100,643044,329635,313409,641660,328940,312720,37.32203062,126.8308388
경기도 고양시,1078924,527754,551170,1078772,527475,551297,1079065,527547,551518,1079277,527548,551729,1078975,527265,551710,1078559,526937,551622,1078189,526724,551465,1077198,526156,551042,1074705,524853,549852,1074784,524837,549947,1075202,524999,550203,1076535,525741,550794,37.65830361,126.832016
경기도 과천시,76139,37479,38660,77632,38213,39419,78128,38430,39698,78301,38528,39773,78414,38548,39866,78532,38605,39927,78645,38655,39990,78657,38666,39991,78231,38467,39764,77818,38251,39567,77775,38224,39551,78137,38416,39721,37.42927348,126.9875979
경기도 구리시,191660,95043,96617,191322,94831,96491,191213,94779,96434,191011,94668,96343,190647,94493,96154,190379,94318,96061,190323,94287,96036,189960,94045,95915,189231,93716,95515,189008,93626,95382,188876,93537,95339,188701,93442,95259,37.5944714,127.1297639
경기도 남양주시,734013,365168,368845,733995,365147,368848,734033,365062,368971,734642,365264,369378,735547,365710,369837,736212,366068,370144,736864,366308,370556,737059,366331,370728,737059,366306,370753,737352,366348,371004,737366,366323,371043,737353,366261,371092,37.61055247,127.1711945
경기도 오산시,229973,119451,110522,229909,119393,110516,229918,119410,110508,230028,119526,110502,230011,119574,110437,230165,119696,110469,230181,119711,110470,230142,119699,110443,229797,119561,110236,229821,119603,110218,229833,119600,110233,229849,119646,110203,37.14993516,127.0770233
경기도 시흥시,512092,267436,244656,511839,267286,244553,512455,267788,244667,512721,267980,244741,513653,268378,245275,513928,268455,245473,513768,268347,245421,513331,268101,245230,512331,267615,244716,512168,267503,244665,512438,267637,244801,512912,267861,245051,37.38014281,126.8028693
경기도 군포시,267941,132899,135042,267294,132546,134748,267173,132531,134642,267493,132695,134798,267659,132808,134851,267712,132818,134894,267672,132798,134874,267651,132817,134834,267032,132542,134490,266735,132379,134356,266531,132304,134227,266213,132165,134048,37.36160744,126.9352653
경기도 의왕시,163040,80966,82074,162761,80826,81935,162493,80678,81815,162137,80496,81641,161696,80259,81437,161334,80052,81282,161296,80018,81278,161047,79909,81138,160759,79758,81001,160563,79640,80923,160464,79541,80923,160221,79417,80804,37.34496964,126.9687218
경기도 하남시,321043,160622,160421,322697,161351,161346,323442,161709,161733,323558,161759,161799,323675,161833,161842,323790,161887,161903,323674,161761,161913,323472,161608,161864,323853,161778,162075,324674,162159,162515,325310,162437,162873,326059,162773,163286,37.53923662,127.2145653
경기도 용인시,1076830,534163,542667,1076339,533912,542427,1075784,533595,542189,1075877,533650,542227,1076530,534143,542387,1077609,534851,542758,1078451,535438,543013,1078751,535640,543111,1077111,534734,542377,1076369,534236,542133,1075570,533662,541908,1074971,533323,541648,37.24071642,127.177274
경기도 파주시,484729,245879,238850,485672,246377,239295,486131,246706,239425,486515,246910,239605,486872,247137,239735,487831,247681,240150,488608,248071,240537,490143,248876,241267,492267,249924,242343,493938,250677,243261,494970,251183,243787,495315,251334,243981,37.75946605,126.7803264
경기도 이천시,222997,115704,107293,222655,115556,107099,222714,115639,107075,222722,115649,107073,222948,115858,107090,223948,116438,107510,224603,116851,107752,224616,116895,107721,224225,116689,107536,224077,116626,107451,223151,116138,107013,222721,115925,106796,37.27224558,127.435023
경기도 안성시,189510,97864,91646,189535,97918,91617,189539,97908,91631,189772,98093,91679,189969,98127,91842,189988,98110,91878,190160,98165,91995,190126,98161,91965,189648,97942,91706,189475,97870,91605,189146,97702,91444,188842,97581,91261,37.00786318,127.2798342
경기도 김포시,486651,243429,243222,486334,243242,243092,485882,243002,242880,485609,242877,242732,485453,242809,242644,485395,242718,242677,484972,242449,242523,484310,242154,242156,483845,241842,242003,484071,241884,242187,484194,241926,242268,484267,241904,242363,37.61533178,126.7154295
경기도 화성시,887910,461279,426631,889398,462137,427261,890668,462876,427792,892038,463590,428448,894587,465017,429570,896147,465868,430279,897883,466793,431090,899334,467557,431777,900294,468038,432256,904267,470143,434124,907958,471943,436015,910814,473507,437307,37.19943362,126.8315556
경기도 광주시,387563,197738,189825,387646,197783,189863,388213,198100,190113,388893,198452,190441,389483,198743,190740,389876,198918,190958,390246,199090,191156,391131,199571,191560,391460,199709,191751,391722,199848,191874,391704,199833,191871,391462,199707,191755,37.4294162,127.2551636
