행정구역,2021년1월_남자 인구수,2021년2월_남자 인구수,2021년3월_남자 인구수,2021년4월_남자 인구수,2021년5월_남자 인구수,2021년6월_남자 인구수,2021년7월_남자 인구수,2021년8월_남자 인구수,2021년9월_남자 인구수,2021년10월_남자 인구수,2021년11월_남자 인구수,2021년12월_남자 인구수,위도,경도
경기도 광주시,195548,195680,195851,196185,196393,196588,196660,197056,197265,197315,197285,197673,37.4294162,127.2551636
경기도 양주시,117346,118218,118821,119207,119349,119411,119411,119603,119717,119761,119796,119835,37.78529546,127.04579
경기도 포천시,77964,78036,77942,78102,78138,78200,78351,78594,78653,78733,78786,78915,37.89490568,127.200311
경기도 여주시,56897,56938,56842,56882,56898,57050,57076,57131,57058,57122,57044,57022,37.29818024,127.6366015
경기도 연천군,22744,22707,22577,22552,22546,22537,22518,22507,22453,22412,22405,22399,38.09636868,127.0750663
경기도 가평군,32169,32128,32009,32080,32125,32146,32114,32137,32167,32130,32147,32129,37.8312274,127.509577
경기도 양평군,59658,59846,59853,59981,60147,60259,60513,60817,60791,60873,60817,60846,37.49165875,127.4874649
강원도 춘천시,139534,139756,139420,139412,139461,139505,139546,139628,139920,140204,140341,140584,37.88126781,127.7299743
강원도 원주시,175962,176007,175816,175863,176009,176089,176297,176452,176658,176866,177183,177396,37.34200542,127.9196968
강원도 강릉시,105799,105704,105564,105527,105487,105550,105652,105698,105761,105783,105749,105667,37.75192033,128.8758988
강원도 동해시,45914,45855,45660,45622,45667,45702,45732,45716,45730,45756,45735,45795,37.52501602,129.1144366
강원도 태백시,21557,21456,21398,21370,21160,21006,20966,20936,20831,20777,20738,20656,37.16407866,128.9857267
강원도 속초시,40940,40874,40736,40771,40750,40772,40848,40847,40901,40975,41028,41080,38.20736378,128.5922346
강원도 삼척시,32836,32670,32566,32532,32475,32380,32305,32250,32278,32272,32175,32043,37.44998132,129.1653894
강원도 홍천군,35625,35564,35381,35370,35339,35342,35305,35273,35256,35274,35246,35184,37.69715594,127.8887666
강원도 횡성군,23812,23810,23812,23861,23910,23927,23936,23922,23895,23916,23903,23859,37.49171366,127.9849703
강원도 영월군,19935,19863,19895,19859,19743,19711,19724,19719,19673,19669,19631,19626,37.18370855,128.4617516
강원도 평창군,21276,21269,21151,21139,21124,21111,21075,21057,21036,21085,21095,21091,37.37075556,128.3902789
강원도 정선군,19127,19071,18776,18737,18743,18715,18700,18664,18607,18585,18573,18565,37.38061264,128.6608105
강원도 철원군,23151,23071,22963,22948,22895,22832,22760,22693,22607,22552,22493,22453,38.14658472,127.3125482
강원도 화천군,13412,13377,13313,13278,13252,13266,13246,13223,13193,13158,13154,13138,38.10624708,127.7080903
강원도 양구군,11759,11748,11748,11701,11679,11620,11584,11565,11554,11540,11525,11464,38.10999021,127.9899381
강원도 인제군,17116,17076,17046,17047,17116,17268,17341,17378,17384,17392,17424,17461,38.06952159,128.1697635
강원도 고성군,13762,13771,13770,13762,13814,13848,13859,13899,13881,13895,13950,14019,38.38058598,128.4678781
강원도 양양군,14210,14244,14233,14238,14269,14305,14356,14340,14330,14309,14289,14251,38.07537941,128.6190796
충청북도 청주시,426213,426413,425909,426167,426502,427070,427187,427378,427871,428012,428124,427881,36.64246074,127.4891116
충청북도 충주시,106269,106274,106051,106018,106040,106102,106069,106027,105958,105956,105959,105932,36.99091676,127.9257467
충청북도 제천시,66633,66498,66558,66597,66598,66449,66444,66375,66273,66270,66258,66170,37.13259287,128.1908895
충청북도 보은군,16271,16281,16235,16246,16236,16188,16170,16126,16050,16027,16032,16074,36.48945062,127.7295675
충청북도 옥천군,25447,25431,25378,25378,25358,25348,25350,25333,25283,25274,25287,25242,36.30634045,127.5712259
충청북도 영동군,23487,23396,23207,23178,23171,23096,23068,23006,22912,22879,22861,22810,36.17489697,127.7833915
충청북도 증평군,19125,19080,19011,19023,19025,19019,19031,18984,18973,18957,18947,18993,36.78528798,127.5814568
충청북도 진천군,43937,44050,44101,44228,44376,44459,44526,44558,44559,44628,44663,44715,36.85487116,127.4357457
충청북도 괴산군,19702,19521,19412,19330,19256,19187,19136,19060,18963,18952,18957,19612,36.8153505,127.7866016
충청북도 음성군,49247,49129,48982,48943,48822,48812,48802,48801,48723,48741,48796,48883,36.94021058,127.6904771
충청북도 단양군,14726,14678,14613,14571,14562,14495,14475,14447,14416,14397,14377,14360,36.98510421,128.3655621
충청남도 천안시,336108,336095,335763,335775,335990,335917,335996,335811,336088,336326,336545,336612,36.81508793,127.1139222
충청남도 공주시,52273,52177,51972,51925,51924,51835,51769,51672,51631,51613,51580,51459,36.44652532,127.1190088
충청남도 보령시,50657,50499,50329,50271,50257,50235,50211,50108,50024,49996,49941,49933,36.33347359,126.6127756
충청남도 아산시,164424,164838,165144,165503,165823,166425,166942,167478,167891,168355,168792,168881,36.78992729,127.0024922
충청남도 서산시,91399,91471,91548,91664,91809,91855,91883,92005,92022,92067,92088,92122,36.78478317,126.4503368
충청남도 논산시,58277,58131,57835,57810,57742,57674,57624,57567,57426,57304,57269,57147,36.18720384,127.0986769
충청남도 계룡시,21332,21495,21516,21539,21542,21504,21529,21544,21492,21469,21465,21563,36.27450688,127.2485308
충청남도 당진시,88211,88241,88279,88408,88477,88637,88753,88687,88678,88773,88885,88952,36.88959597,126.6460108
충청남도 금산군,25821,25815,25692,25699,25687,25662,25651,25632,25563,25545,25522,25466,36.10885289,127.4880279
충청남도 부여군,32285,32214,32077,32029,31987,31965,31985,31913,31820,31754,31698,31634,36.27567229,126.9097853
충청남도 서천군,25548,25507,25385,25323,25321,25270,25223,25203,25168,25136,25078,25081,36.08030449,126.6918535
충청남도 청양군,15632,15572,15544,15569,15533,15510,15488,15475,15434,15450,15430,15472,36.45914434,126.8023368
충청남도 홍성군,49659,49639,49649,49627,49634,49522,49522,49537,49496,49522,49466,49437,36.60131617,126.6608455
충청남도 예산군,39195,39184,39006,39005,38979,38925,38882,38840,38709,38671,38602,38574,36.68088766,126.844815
충청남도 태안군,31274,31148,31102,31128,31149,31177,31196,31192,31154,31152,31058,31033,36.74555213,126.2979723
전라북도 전주시,323623,323761,323432,323164,323271,323491,323585,323515,323927,323872,323724,323427,35.82445746,127.1478665
전라북도 군산시,135311,135263,134952,134918,134736,134786,134743,134677,134537,134408,134387,134290,35.96743059,126.7368529
전라북도 익산시,140158,139818,139763,139726,139577,139543,139445,139265,139079,138850,138646,138427,35.94825493,126.9577833
전라북도 정읍시,53748,53690,53490,53439,53394,53374,53338,53242,53127,53040,52972,52892,35.57000284,126.8563525
전라북도 남원시,39507,39409,39334,39331,39290,39277,39269,39220,39071,39067,39039,38965,35.41632997,127.3903679
전라북도 김제시,40808,40756,40688,40661,40518,40449,40424,40383,40302,40251,40222,40193,35.80330016,126.8807361
전라북도 완주군,46960,46951,46833,46842,46841,46782,46854,46887,46839,46840,46847,46845,35.90482498,127.1620039
전라북도 진안군,12798,12773,12753,12756,12748,12724,12698,12683,12639,12622,12638,12667,35.79178512,127.4245692
전라북도 무주군,11979,11968,11944,11915,11909,11889,11875,11866,11826,11838,11846,11826,36.0067837,127.6607417
전라북도 장수군,11002,10987,10946,10935,10925,10922,10906,10882,10852,10830,10822,10812,35.64729167,127.521172
전라북도 임실군,13938,13910,13864,13856,13839,13828,13800,13748,13682,13672,13646,13692,35.61778264,127.2890493
전라북도 순창군,13457,13437,13401,13366,13356,13326,13304,13266,13232,13213,13211,13189,35.37443426,127.1374233
전라북도 고창군,26953,26924,26832,26821,26800,26716,26718,26676,26602,26575,26538,26507,35.43577681,126.7020803
전라북도 부안군,25873,25838,25742,25685,25629,25563,25528,25466,25358,25300,25286,25262,35.73178215,126.7333099
전라남도 목포시,111241,110972,110341,110217,110120,109995,109762,109535,109300,109103,108916,108808,34.81181045,126.3921426
전라남도 여수시,143083,142979,142785,142638,142379,142137,141900,141667,141439,141225,141051,141074,34.76039685,127.6622222
전라남도 순천시,141003,140880,140755,140756,140637,140664,140682,140664,140731,140625,140550,140466,34.95062457,127.48737
전라남도 나주시,58307,58542,58516,58605,58714,58762,58823,58844,58833,58861,58889,58906,35.0158853,126.7108524
전라남도 광양시,78821,78778,78670,78627,78631,78601,78693,78647,78399,78423,78624,78626,34.94070146,127.6958891
전라남도 담양군,23583,23627,23599,23627,23648,23607,23553,23497,23432,23427,23432,23428,35.32122516,126.9881958
전라남도 곡성군,13677,13675,13648,13674,13720,13697,13660,13619,13578,13565,13557,13540,35.2820633,127.2920961
전라남도 구례군,12442,12397,12376,12360,12311,12304,12260,12241,12223,12237,12253,12285,35.20250131,127.4627157
전라남도 고흥군,31016,31004,30898,30867,30819,30813,30749,30683,30600,30606,30566,30569,34.60477493,127.2762856
전라남도 보성군,19702,19650,19585,19592,19498,19462,19430,19387,19329,19314,19264,19221,34.77147634,127.079973
전라남도 화순군,30893,30888,30820,30841,30786,30733,30722,30870,30932,30920,30908,30910,35.06454988,126.9866674
전라남도 장흥군,18323,18270,18134,18088,18032,18009,17978,17931,17856,17854,17821,17785,34.68163168,126.9071449
전라남도 강진군,16693,16667,16605,16602,16582,16581,16570,16514,16460,16418,16370,16359,34.64205355,126.7672373
전라남도 해남군,33924,33876,33755,33735,33705,33683,33608,33556,33463,33386,33346,33273,34.57338485,126.5992923
전라남도 영암군,27602,27599,27581,27586,27608,27555,27567,27504,27484,27495,27488,27485,34.80016406,126.6967832
전라남도 무안군,43659,43952,44133,44252,44409,44566,44817,45064,45280,45431,45682,45753,34.99040352,126.481689
전라남도 함평군,16056,16006,15939,15934,15927,15889,15835,15815,15801,15785,15776,15730,35.06589788,126.5165996
전라남도 영광군,26446,26399,26333,26299,26288,26217,26195,26129,26032,26039,25979,25959,35.27718056,126.5119711
전라남도 장성군,22698,22774,22652,22627,22601,22524,22457,22394,22326,22282,22272,22206,35.3018382,126.7849389
전라남도 완도군,25056,25033,24995,24960,24899,24895,24836,24757,24677,24606,24537,24475,34.31099974,126.7549467
전라남도 진도군,15242,15181,15100,15101,15089,15052,15021,14992,14931,14920,14925,14908,34.48679563,126.2634295
전라남도 신안군,20665,20740,20664,20679,20671,20652,20633,20602,20545,20515,20471,20455,34.83357423,126.3514524
경상북도 포항시,254224,254420,254914,255122,254933,255017,254961,254837,254738,254811,255032,255292,36.01937542,129.3433639
경상북도 경주시,126853,126929,126619,126589,126552,126429,126344,126304,126328,126297,126155,126024,35.85626282,129.2248116
경상북도 김천시,70504,70609,70659,70614,70590,70444,70335,70304,70263,70298,70260,70305,36.13983232,128.1135643
경상북도 안동시,78563,78398,78271,78279,78167,78116,78027,77935,77859,77812,77742,77590,36.56831833,128.7295868
경상북도 구미시,213567,213328,213131,213007,212907,212841,212803,212607,212547,212427,212262,212021,36.1198418,128.3443068
경상북도 영주시,51041,51011,50945,50952,50878,50850,50799,50715,50617,50550,50546,50591,36.80565236,128.6238768
경상북도 영천시,51699,51890,52119,52216,52047,51967,51819,51795,51648,51675,51660,51737,35.97349135,128.9382431
경상북도 상주시,47589,47506,47455,47438,47254,47235,47186,47126,46986,46928,46949,46869,36.41095303,128.1589549
경상북도 문경시,34770,34809,35294,35256,35175,35098,34994,34883,34911,34983,34928,34919,36.58683084,128.1870005
경상북도 경산시,132986,133031,132924,133303,133807,134238,134544,134763,134945,135001,135017,134940,35.82511073,128.741326
경상북도 군위군,11853,11820,11810,11789,11737,11730,11709,11698,11695,11723,11730,11761,36.24293664,128.5728369
경상북도 의성군,25211,25172,25142,25127,25048,25016,24964,24913,24859,24813,24806,24796,36.35271338,128.6971422
경상북도 청송군,12477,12478,12444,12433,12380,12359,12346,12340,12306,12253,12269,12261,36.43628135,129.0569723
경상북도 영양군,8237,8231,8204,8183,8187,8179,8175,8155,8125,8137,8138,8144,36.66667945,129.1122616
경상북도 영덕군,17163,17155,17086,17031,17021,16972,16933,16902,16854,16847,16834,16777,36.41501475,129.3656654
경상북도 청도군,20782,20769,20705,20707,20642,20580,20551,20518,20484,20495,20549,20598,35.64740052,128.733963
경상북도 고령군,16044,16013,15993,15978,15939,15879,15851,15830,15762,15769,15762,15741,35.72611222,128.2629519
경상북도 성주군,22429,22375,22329,22314,22260,22238,22248,22197,22155,22174,22166,22216,35.91943449,128.2831702
경상북도 칠곡군,59819,59741,59593,59540,59450,59430,59388,59390,59311,59251,59313,59260,35.99558435,128.4016028
경상북도 예천군,27411,27441,27391,27393,27416,27398,27430,27439,27415,27405,27414,27391,36.64687138,128.4372484
경상북도 봉화군,15817,15773,15740,15746,15702,15680,15662,15627,15577,15560,15571,15551,36.8930961,128.7323988
경상북도 울진군,24412,24303,24278,24262,24252,24213,24193,24146,24058,24052,24056,24026,36.99308703,129.4004941
경상북도 울릉군,4933,4965,4944,4961,4963,4935,4956,4930,4879,4867,4862,4851,37.48434523,130.9057502
경상남도 창원시,524947,524688,524419,524287,524029,524225,524211,523919,523791,523629,523465,523223,35.22797503,128.6818146
경상남도 진주시,172072,171924,171573,171584,171697,171653,171664,171691,171782,171749,171710,171601,35.18030228,128.1086628
경상남도 통영시,64398,64198,63843,63718,63585,63516,63445,63327,63201,63116,63042,62928,34.85392667,128.4339955
경상남도 사천시,55985,55939,55785,55738,55696,55729,55697,55613,55543,55531,55498,55433,35.00329629,128.0642328
경상남도 김해시,274253,274198,273581,273479,273340,273017,272845,272767,272581,272490,272256,271899,35.22857717,128.8892552
경상남도 밀양시,51291,51214,51206,51224,51149,51109,51065,51010,50907,50916,50910,50849,35.50388523,128.7466943
경상남도 거제시,128819,128574,128130,127950,127683,127510,127340,127156,126877,126734,126496,126291,34.88091089,128.6218113
경상남도 양산시,176705,176863,176987,177200,177197,177308,177443,177367,177286,177336,177478,177759,35.33501899,129.0376034
경상남도 의령군,13146,13141,13111,13069,13089,13035,13055,13039,13001,12992,12979,12966,35.32219253,128.2617007
경상남도 함안군,32487,32425,32325,32279,32137,32088,32100,32084,32003,31954,31882,31816,35.2724085,128.406507
경상남도 창녕군,30468,30473,30399,30349,30363,30247,30156,30044,29926,29925,29942,29948,35.54461845,128.4922353
경상남도 고성군,25763,25707,25621,25603,25578,25551,25537,25509,25444,25379,25327,25297,34.97308291,128.3224483
경상남도 남해군,20661,20634,20599,20629,20649,20633,20597,20581,20497,20491,20471,20450,34.83768596,127.8925293
경상남도 하동군,22299,22217,22166,22133,22080,22015,21976,21927,21785,21741,21732,21696,35.06734434,127.7513032
경상남도 산청군,17085,17082,17058,17048,17016,16992,16975,16967,16939,16935,16923,16931,35.41510337,127.8738913
경상남도 함양군,18809,18827,18820,18824,18778,18746,18737,18706,18647,18608,18592,18531,35.52053795,127.7251843
경상남도 거창군,30058,30100,30326,30361,30255,30214,30169,30116,30018,30050,29992,29955,35.68666343,127.9094852
경상남도 합천군,21137,21091,21072,21075,21068,21024,20991,20914,20814,20818,20817,20765,35.56668331,128.1658663
제주특별자치도 제주시,246474,246518,246203,246287,246373,246476,246568,246576,246557,246694,246637,246494,33.49958268,126.5312361
제주특별자치도 서귀포시,92079,92155,92003,92135,92193,92290,92410,92386,92418,92501,92619,92683,33.25531026,126.5349109
