행정구역,2021년1월_여자 인구수,2021년2월_여자 인구수,2021년3월_여자 인구수,2021년4월_여자 인구수,2021년5월_여자 인구수,2021년6월_여자 인구수,2021년7월_여자 인구수,2021년8월_여자 인구수,2021년9월_여자 인구수,2021년10월_여자 인구수,2021년11월_여자 인구수,2021년12월_여자 인구수,위도,경도
부산광역시 동구,45301,45269,45005,44974,44971,44904,44857,44768,44741,44797,44824,44802,35.12951925,129.0454126
부산광역시 영도구,57351,57238,56510,56429,56558,56624,56581,56498,56424,56404,56289,56167,35.09140559,129.0678947
부산광역시 부산진구,186117,186262,184942,184695,184478,184170,183951,183881,183845,183643,183278,182978,35.16304228,129.0530903
부산광역시 동래구,138997,138966,138290,138116,137944,137849,137659,137517,137401,137154,137002,137185,35.1967203,129.0930973
부산광역시 남구,136559,136366,135679,135408,135156,134899,134782,134623,134599,134620,134445,134114,35.1367524,129.0844303
부산광역시 북구,143207,142971,142496,142582,143106,143374,143455,143599,143682,143583,143561,143416,35.19746596,128.9902986
부산광역시 해운대구,208369,208208,207507,207429,207120,207030,206872,206634,206614,206362,206138,205814,35.16335254,129.1638847
부산광역시 사하구,156159,155980,155239,154966,154623,154435,154111,154119,154117,154036,153950,153806,35.1045808,128.9749752
부산광역시 금정구,118721,118524,117864,117689,117396,117166,117179,117180,117255,117167,117054,116536,35.2430003,129.0921739
부산광역시 강서구,66990,67206,67239,67413,67674,67896,68126,68308,68481,68633,68797,68871,35.21241036,128.9804872
부산광역시 연제구,108337,108293,107471,107286,107083,106959,106847,106690,106676,106618,106700,107383,35.17640584,129.0796413
부산광역시 수영구,93228,93191,92865,92956,92852,92806,92712,92775,92782,92670,92599,92486,35.14574351,129.1131838
부산광역시 사상구,104982,104910,104535,104413,104255,104148,103992,103753,103720,103595,103428,103264,35.15280367,128.9911898
부산광역시 기장군,88580,88918,88884,88983,89044,89133,89221,89265,89290,89350,89500,89434,35.24482811,129.2222634
대구광역시 중구,39658,39573,39313,39167,39027,38805,38676,38545,38497,38824,38866,38843,35.86947505,128.6060564
대구광역시 동구,173280,173385,173934,173884,173521,173025,172923,172789,172702,173070,173381,173548,35.88681859,128.6355584
대구광역시 서구,84987,84857,84559,84398,84281,83798,83611,83425,83219,82933,82634,82287,35.87200214,128.5592204
대구광역시 남구,76073,75976,75837,75969,75948,75350,75226,75054,75027,74832,74579,74376,35.84618324,128.5973754
대구광역시 북구,220931,220593,220168,220104,219856,219664,219543,219488,219603,219302,219378,219588,35.88430565,128.5815912
대구광역시 수성구,218902,218782,218173,217764,217247,216784,216813,216717,216624,216259,215877,215408,35.85823498,128.6305627
대구광역시 달서구,282493,281773,280866,280230,279867,279537,279115,278519,278212,277565,276890,276428,35.82992525,128.5326441
대구광역시 달성군,127833,128008,127955,128117,128216,128303,128491,128866,129263,129450,129489,129302,35.77475899,128.4313244
인천광역시 중구,67238,67215,66925,67019,67185,67289,67534,67869,68266,68491,68686,68954,37.47393798,126.6215171
인천광역시 동구,30936,30866,30555,30521,30464,30396,30797,30893,30827,30711,30596,30488,37.4740331,126.6432655
인천광역시 미추홀구,200989,201123,200511,200504,200672,200876,200840,201454,201724,201891,202001,202181,37.46365763,126.6502865
인천광역시 연수구,195403,195979,196408,196525,196620,196612,196550,196306,196336,196358,196204,196227,37.41037273,126.678298
인천광역시 남동구,264146,263777,263168,262995,262684,262464,262101,261587,261185,261046,260849,260804,37.44725267,126.7314723
인천광역시 부평구,250075,249676,248553,248363,248323,248149,248005,247570,247370,247102,246629,246417,37.50724197,126.7218691
인천광역시 계양구,148510,148663,148784,148954,148841,148723,148616,148314,147931,147999,148291,148380,37.53757116,126.7377225
인천광역시 서구,268130,267795,267524,267525,267684,267893,268575,269662,271798,273461,274341,274982,37.54548073,126.6760045
인천광역시 강화군,34581,34581,34489,34532,34586,34641,34645,34645,34642,34653,34720,34825,37.74685272,126.4878739
인천광역시 옹진군,8805,8785,8794,8786,8795,8780,8792,8782,8753,8761,8757,8744,37.44668379,126.6368011
광주광역시 동구,52088,52071,51890,52156,52154,52220,52247,52352,52471,52427,52394,52424,35.14615419,126.9231381
광주광역시 서구,150987,150686,150318,150011,149552,149453,149265,149129,149003,148797,148628,148510,35.15217985,126.8899468
광주광역시 남구,111340,111316,110885,110844,110914,111025,111178,111170,111333,111725,111968,112033,35.13321296,126.9022115
광주광역시 북구,216771,216588,216343,216127,215625,215425,215503,215363,215556,215314,215283,215115,35.17438289,126.9121844
광주광역시 광산구,201000,200961,200811,200815,200808,200731,200663,200670,200798,200708,200573,200514,35.13977662,126.7937594
대전광역시 동구,110933,111077,110743,110698,110697,110674,110659,110668,110771,110760,110630,110269,36.31203163,127.4548059
대전광역시 중구,119132,118910,118328,118222,118162,118058,117964,117834,117716,117594,117329,116834,36.32576074,127.4213595
대전광역시 서구,242494,242387,241717,241720,241642,241421,241282,241226,241196,240978,240942,240651,36.35552081,127.3838132
대전광역시 유성구,173700,173522,173371,173302,173296,173283,173185,173137,173346,173348,173697,173814,36.36246979,127.3561992
대전광역시 대덕구,86636,86505,86229,86155,86085,86005,85929,85858,85887,85806,85671,86057,36.34692581,127.4155614
울산광역시 중구,107194,106879,106231,106073,106029,106003,105906,105764,105598,105476,105397,105147,35.56970355,129.3327733
울산광역시 남구,156660,156380,155767,155558,155343,155102,154898,154623,154425,154225,154049,153764,35.54394782,129.330126
울산광역시 동구,74762,74557,74341,74265,74182,74126,74054,73938,73883,73883,73832,73679,35.50516123,129.4167348
울산광역시 북구,105676,105450,105309,105248,105184,105122,105123,105085,104979,104967,105255,105470,35.582905,129.3612179
울산광역시 울주군,107676,107497,107182,107166,107121,107092,107235,107243,107258,107292,107326,107315,35.52252665,129.2425116
세종특별자치시 세종특별자치시,179215,180041,180432,180934,181258,181667,182368,182879,183516,184397,185024,186217,36.48045322,127.2892442
경기도 수원시,588823,589019,588594,588396,588163,587941,587732,587609,588211,588413,588192,587781,37.26355925,127.0285973
경기도 성남시,474496,473991,471535,470781,470122,470089,470143,470319,470264,470004,469858,469817,37.42022748,127.1266546
경기도 의정부시,234768,234894,233952,233965,233850,234143,234613,235024,235111,235091,235151,235123,37.73825019,127.033733
경기도 안양시,277970,278547,278567,278563,278402,278046,277604,277360,277120,276686,276463,276682,37.39453744,126.9568463
경기도 부천시,411985,411324,409804,409307,408888,408742,408424,408206,408032,407672,407157,406583,37.50375321,126.7658326
경기도 광명시,150890,150416,149853,149831,149842,149904,149779,149732,149497,149287,148936,148509,37.47867555,126.8646736
경기도 평택시,261239,262564,262126,262704,263572,264321,265015,266209,267430,268241,269216,270334,36.99245752,127.112695
경기도 동두천시,47366,47313,46730,46679,46686,46728,46772,46787,46818,46849,46856,46898,37.90370032,127.061145
경기도 안산시,319468,319375,319317,319337,319252,319064,318928,318776,318696,318609,318458,318080,37.32203062,126.8308388
경기도 고양시,551797,552534,551618,551674,551626,551583,551910,551924,551876,551557,551332,551259,37.65830361,126.832016
경기도 과천시,32874,34260,34818,35109,35140,35240,35358,35417,35457,35553,36176,37253,37.42927348,126.9875979
경기도 구리시,99381,99084,98620,98424,98198,97932,97727,97588,97444,97267,97032,96776,37.5944714,127.1297639
경기도 남양주시,358842,360724,361600,362413,363139,363710,364228,365308,366050,366685,367527,368695,37.61055247,127.1711945
경기도 오산시,111078,111285,111261,111256,111170,111144,111069,110965,110837,110815,110704,110574,37.14993516,127.0770233
경기도 시흥시,241186,242509,243168,243688,243994,244236,244561,244571,244566,244537,244652,244607,37.38014281,126.8028693
경기도 군포시,137816,137341,136789,136580,136466,136417,136294,135994,135866,135709,135628,135289,37.36160744,126.9352653
경기도 의왕시,82206,82033,81604,81513,81529,81548,81916,82210,82312,82363,82303,82208,37.34496964,126.9687218
경기도 하남시,146893,148410,149509,150372,150807,152481,153816,154887,155826,157222,158862,159924,37.53923662,127.2145653
경기도 용인시,541823,542314,542065,542535,542859,542880,543528,544102,544091,543978,543551,543049,37.24071642,127.177274
경기도 파주시,230051,230836,230973,231707,232259,232806,233367,234606,235401,236044,237339,238160,37.75946605,126.7803264
경기도 이천시,105556,105637,105478,105686,105846,106433,106784,107287,107487,107802,107731,107450,37.27224558,127.435023
경기도 안성시,90758,90866,90829,91013,91285,91499,91599,91730,91792,91763,91685,91639,37.00786318,127.2798342
경기도 김포시,238167,239214,239761,240480,240933,241506,241988,242429,242630,242710,242844,243093,37.61533178,126.7154295
경기도 화성시,412415,413161,413773,415503,416964,418098,419042,420719,422038,423236,424711,426227,37.19943362,126.8315556
경기도 광주시,187030,187155,187201,187609,187913,188126,188340,188752,189036,189181,189288,189616,37.4294162,127.2551636
경기도 양주시,113895,114854,115360,115783,115927,115983,116084,116225,116311,116444,116506,116533,37.78529546,127.04579
경기도 포천시,69429,69444,69072,69215,69287,69397,69504,69702,69781,69885,69952,70024,37.89490568,127.200311
경기도 여주시,55147,55191,55061,55031,55041,55127,55127,55158,55093,55138,55155,55128,37.29818024,127.6366015
경기도 연천군,20694,20661,20486,20528,20525,20505,20467,20435,20389,20385,20334,20322,38.09636868,127.0750663
경기도 가평군,30230,30211,30040,30126,30219,30218,30234,30246,30167,30111,30106,30135,37.8312274,127.509577
경기도 양평군,59364,59525,59407,59524,59679,59753,59906,60137,60206,60315,60337,60384,37.49165875,127.4874649
강원도 춘천시,143159,143385,142908,142914,143021,143006,143046,143086,143392,143599,143780,144010,37.88126781,127.7299743
강원도 원주시,178702,178926,178621,178673,178759,178889,179135,179315,179476,179759,180094,180361,37.34200542,127.9196968
강원도 강릉시,107613,107527,107345,107363,107194,107234,107305,107327,107390,107372,107344,107298,37.75192033,128.8758988
강원도 동해시,44502,44465,44262,44246,44301,44297,44307,44340,44343,44359,44275,44286,37.52501602,129.1144366
강원도 태백시,21029,20925,20851,20813,20558,20413,20375,20359,20314,20278,20244,20188,37.16407866,128.9857267
강원도 속초시,41712,41657,41477,41531,41491,41482,41529,41544,41575,41604,41672,41711,38.20736378,128.5922346
강원도 삼척시,32110,32010,31827,31823,31713,31693,31647,31575,31586,31561,31507,31386,37.44998132,129.1653894
강원도 홍천군,33517,33477,33370,33311,33258,33277,33268,33216,33196,33225,33236,33181,37.69715594,127.8887666
강원도 횡성군,22629,22637,22587,22649,22679,22687,22716,22713,22671,22670,22680,22622,37.49171366,127.9849703
강원도 영월군,18630,18555,18563,18558,18356,18346,18340,18336,18339,18342,18303,18278,37.18370855,128.4617516
강원도 평창군,20311,20245,20061,20049,20040,19998,19985,19993,19935,19921,19928,19905,37.37075556,128.3902789
강원도 정선군,17656,17633,17283,17253,17248,17237,17202,17174,17110,17074,17066,17110,37.38061264,128.6608105
강원도 철원군,21412,21309,21208,21221,21116,21100,21072,20998,20972,20937,20903,20887,38.14658472,127.3125482
강원도 화천군,11320,11275,11193,11168,11145,11142,11123,11119,11120,11089,11088,11057,38.10624708,127.7080903
강원도 양구군,10402,10375,10424,10413,10415,10407,10397,10407,10370,10385,10350,10284,38.10999021,127.9899381
강원도 인제군,14604,14589,14475,14461,14517,14567,14606,14656,14649,14698,14714,14704,38.06952159,128.1697635
강원도 고성군,12925,12963,12973,12998,13050,13076,13101,13106,13100,13119,13169,13230,38.38058598,128.4678781
강원도 양양군,13736,13736,13723,13694,13737,13730,13754,13746,13732,13717,13688,13662,38.07537941,128.6190796
충청북도 청주시,419497,419791,419116,419367,419789,420322,420455,420587,420840,420866,420900,420601,36.64246074,127.4891116
충청북도 충주시,103870,103784,103392,103416,103443,103536,103533,103519,103480,103543,103525,103426,36.99091676,127.9257467
충청북도 제천시,66126,66008,65984,66046,66061,65864,65825,65715,65606,65632,65552,65421,37.13259287,128.1908895
충청북도 보은군,16093,16090,15971,15965,15944,15908,15892,15878,15843,15836,15830,15804,36.48945062,127.7295675
충청북도 옥천군,25021,25043,24959,24963,24962,24934,24962,24954,24932,24920,24897,24851,36.30634045,127.5712259
충청북도 영동군,23743,23627,23370,23319,23271,23220,23193,23133,23064,23059,23013,22963,36.17489697,127.7833915
충청북도 증평군,17682,17605,17525,17509,17511,17480,17439,17422,17415,17414,17404,17433,36.78528798,127.5814568
충청북도 진천군,39912,40066,40017,40209,40247,40287,40319,40346,40358,40423,40441,40461,36.85487116,127.4357457
충청북도 괴산군,18636,18488,18276,18237,18186,18150,18093,18041,17917,17891,17930,18510,36.8153505,127.7866016
충청북도 음성군,43698,43604,43425,43406,43391,43420,43429,43423,43304,43263,43290,43314,36.94021058,127.6904771
충청북도 단양군,14323,14265,14222,14187,14204,14157,14103,14066,14025,14008,13976,13971,36.98510421,128.3655621
충청남도 천안시,322380,322200,321786,321635,321785,321586,321588,321439,321615,321781,321920,321874,36.81508793,127.1139222
충청남도 공주시,52169,52142,51867,51857,51828,51805,51803,51714,51698,51708,51721,51686,36.44652532,127.1190088
충청남도 보령시,49307,49174,48905,48866,48791,48758,48711,48618,48596,48539,48497,48475,36.33347359,126.6127756
충청남도 아산시,152316,152788,152789,153196,153402,153915,154228,154680,155002,155434,155760,155699,36.78992729,127.0024922
충청남도 서산시,84144,84152,84102,84153,84222,84235,84322,84355,84469,84528,84522,84523,36.78478317,126.4503368
충청남도 논산시,58310,58184,57738,57710,57689,57631,57615,57588,57516,57465,57393,57336,36.18720384,127.0986769
충청남도 계룡시,21477,21633,21666,21696,21700,21664,21680,21735,21699,21624,21640,21768,36.27450688,127.2485308
충청남도 당진시,77978,77977,77907,77925,78014,78117,78184,78118,78036,78029,78104,78140,36.88959597,126.6460108
충청남도 금산군,25441,25412,25261,25251,25245,25228,25175,25151,25066,25052,25040,25011,36.10885289,127.4880279
충청남도 부여군,32917,32825,32549,32498,32439,32396,32351,32307,32216,32169,32193,32140,36.27567229,126.9097853
충청남도 서천군,26194,26150,25976,25966,25953,25883,25849,25833,25800,25748,25720,25664,36.08030449,126.6918535
충청남도 청양군,15208,15178,15081,15089,15057,15038,15005,14954,14925,14949,14960,14968,36.45914434,126.8023368
충청남도 홍성군,50191,50114,50107,50128,50123,49918,49903,49928,49903,49885,49870,49887,36.60131617,126.6608455
충청남도 예산군,38934,38864,38579,38533,38489,38423,38402,38401,38307,38303,38228,38227,36.68088766,126.844815
충청남도 태안군,30776,30723,30669,30674,30669,30690,30735,30698,30654,30630,30542,30493,36.74555213,126.2979723
전라북도 전주시,334038,334237,333632,333591,333663,333937,334079,334062,334308,334344,334206,333842,35.82445746,127.1478665
전라북도 군산시,132487,132349,132007,131960,131609,131603,131483,131349,131233,131096,131065,131014,35.96743059,126.7368529
전라북도 익산시,141381,141029,140822,140673,140575,140529,140391,140252,140128,139948,139850,139686,35.94825493,126.9577833
전라북도 정읍시,54722,54654,54220,54116,54095,54048,54011,53927,53824,53774,53662,53595,35.57000284,126.8563525
전라북도 남원시,41063,40966,40893,40865,40796,40755,40758,40713,40602,40582,40542,40466,35.41632997,127.3903679
전라북도 김제시,41518,41437,41391,41370,41075,41013,40982,40964,40875,40855,40790,40720,35.80330016,126.8807361
전라북도 완주군,44490,44471,44294,44285,44285,44242,44343,44336,44307,44253,44290,44297,35.90482498,127.1620039
전라북도 진안군,12546,12529,12499,12488,12485,12457,12415,12380,12346,12319,12336,12320,35.79178512,127.4245692
전라북도 무주군,12067,12022,11996,11997,12008,11986,11974,11968,11938,11931,11924,11922,36.0067837,127.6607417
전라북도 장수군,11079,11048,11000,10975,10977,10958,10948,10929,10903,10901,10901,10883,35.64729167,127.521172
전라북도 임실군,13310,13269,13180,13182,13180,13181,13152,13125,13073,13045,13019,13038,35.61778264,127.2890493
전라북도 순창군,14208,14187,14073,14012,13965,13957,13915,13854,13801,13767,13711,13666,35.37443426,127.1374233
전라북도 고창군,27559,27511,27411,27401,27218,27153,27108,27063,27004,26959,26930,26879,35.43577681,126.7020803
전라북도 부안군,26165,26125,26058,26001,25918,25856,25856,25778,25695,25618,25566,25533,35.73178215,126.7333099
전라남도 목포시,112121,111837,111122,110939,110900,110799,110617,110409,110252,110047,109869,109781,34.81181045,126.3921426
전라남도 여수시,137414,137234,137059,136975,136620,136344,136223,136085,135917,135783,135696,135688,34.76039685,127.6622222
전라남도 순천시,141615,141456,141349,141313,141108,141152,141201,141214,141246,141162,141037,140970,34.95062457,127.48737
전라남도 나주시,57548,57806,57597,57727,57772,57751,57813,57826,57835,57850,57812,57820,35.0158853,126.7108524
전라남도 광양시,72224,72238,72109,72074,72029,71990,72006,71996,71722,71731,71869,71905,34.94070146,127.6958891
전라남도 담양군,22892,22918,22942,22997,23002,22915,22868,22817,22746,22771,22752,22752,35.32122516,126.9881958
전라남도 곡성군,14305,14277,14240,14242,14242,14219,14175,14135,14077,14051,14024,13995,35.2820633,127.2920961
전라남도 구례군,13131,13108,13061,13040,12976,12951,12921,12920,12872,12884,12922,12950,35.20250131,127.4627157
전라남도 고흥군,32853,32810,32674,32641,32615,32561,32490,32441,32365,32324,32267,32193,34.60477493,127.2762856
전라남도 보성군,20728,20655,20584,20587,20393,20376,20360,20347,20263,20250,20214,20154,34.77147634,127.079973
전라남도 화순군,31562,31590,31469,31469,31439,31420,31409,31569,31635,31678,31710,31714,35.06454988,126.9866674
전라남도 장흥군,19366,19258,19132,19089,19063,19019,18985,18945,18886,18847,18801,18762,34.68163168,126.9071449
전라남도 강진군,17875,17820,17722,17712,17693,17667,17624,17585,17501,17442,17423,17394,34.64205355,126.7672373
전라남도 해남군,34812,34713,34536,34494,34448,34372,34309,34241,34113,34039,33982,33893,34.57338485,126.5992923
전라남도 영암군,26085,26053,25888,25851,25762,25735,25669,25604,25536,25505,25476,25452,34.80016406,126.6967832
전라남도 무안군,43281,43618,43737,43823,43930,44094,44367,44611,44806,45057,45291,45354,34.99040352,126.481689
전라남도 함평군,15936,15893,15772,15719,15702,15637,15609,15603,15574,15594,15567,15544,35.06589788,126.5165996
전라남도 영광군,26602,26545,26330,26288,26283,26270,26212,26159,26087,26074,26045,26026,35.27718056,126.5119711
전라남도 장성군,21632,21658,21477,21451,21428,21391,21351,21321,21249,21271,21246,21159,35.3018382,126.7849389
전라남도 완도군,24755,24724,24678,24644,24559,24509,24472,24414,24313,24255,24233,24156,34.31099974,126.7549467
전라남도 진도군,15603,15528,15394,15344,15332,15316,15285,15250,15198,15190,15179,15158,34.48679563,126.2634295
전라남도 신안군,18103,18167,18055,18062,18053,18035,17981,17949,17846,17811,17772,17762,34.83357423,126.3514524
경상북도 포항시,248512,248631,248872,248981,248647,248617,248528,248507,248408,248368,248356,248560,36.01937542,129.3433639
경상북도 경주시,126622,126650,126292,126280,126278,126173,126094,126040,126116,126106,126007,125865,35.85626282,129.2248116
경상북도 김천시,70007,69951,70061,70051,70039,69849,69884,69826,69798,69851,69860,69934,36.13983232,128.1135643
경상북도 안동시,80112,80095,79969,79931,79715,79689,79663,79599,79542,79505,79435,79382,36.56831833,128.7295868
경상북도 구미시,202382,202081,201822,201723,201618,201443,201404,201206,201047,200939,200902,200560,36.1198418,128.3443068
경상북도 영주시,52002,51906,51793,51751,51628,51590,51578,51543,51448,51379,51349,51351,36.80565236,128.6238768
경상북도 영천시,50100,50134,50264,50313,50147,50132,50037,50086,50022,50006,50043,50151,35.97349135,128.9382431
경상북도 상주시,49570,49436,49400,49355,49083,49038,48974,48893,48802,48749,48752,48697,36.41095303,128.1589549
경상북도 문경시,36149,36221,36630,36544,36416,36311,36248,36162,36185,36240,36231,36235,36.58683084,128.1870005
경상북도 경산시,131164,131248,131099,131419,132081,132509,132909,133172,133386,133430,133438,133429,35.82511073,128.741326
경상북도 군위군,11363,11310,11284,11274,11205,11194,11171,11155,11134,11171,11169,11184,36.24293664,128.5728369
경상북도 의성군,26390,26329,26262,26253,26113,26083,26078,26039,25972,25926,25859,25836,36.35271338,128.6971422
경상북도 청송군,12553,12513,12463,12471,12445,12425,12422,12433,12400,12352,12321,12278,36.43628135,129.0569723
경상북도 영양군,8401,8392,8345,8333,8307,8232,8221,8195,8194,8193,8197,8176,36.66667945,129.1122616
경상북도 영덕군,19082,19033,18957,18931,18891,18807,18799,18776,18686,18650,18617,18537,36.41501475,129.3656654
경상북도 청도군,21463,21457,21414,21378,21310,21267,21253,21218,21186,21241,21278,21293,35.64740052,128.733963
경상북도 고령군,15266,15232,15174,15155,15085,15048,15004,14962,14921,14925,14911,14885,35.72611222,128.2629519
경상북도 성주군,20906,20859,20776,20804,20744,20726,20716,20683,20627,20607,20600,20626,35.91943449,128.2831702
경상북도 칠곡군,54958,54950,54788,54757,54579,54586,54593,54631,54559,54592,54583,54562,35.99558435,128.4016028
경상북도 예천군,28298,28366,28258,28323,28384,28386,28415,28407,28387,28404,28410,28348,36.64687138,128.4372484
경상북도 봉화군,15590,15544,15492,15490,15440,15404,15395,15342,15283,15247,15231,15211,36.8930961,128.7323988
경상북도 울진군,24263,24157,24083,24065,24061,23993,23982,23979,23911,23889,23872,23832,36.99308703,129.4004941
경상북도 울릉군,4102,4085,4075,4074,4069,4055,4063,4046,4008,4027,4026,4016,37.48434523,130.9057502
경상남도 창원시,511256,510886,510558,510418,510101,510302,510424,510231,510188,510100,509816,509518,35.22797503,128.6818146
경상남도 진주시,175950,175826,175461,175472,175577,175551,175650,175716,175839,175820,175670,175496,35.18030228,128.1086628
경상남도 통영시,63686,63522,63145,63080,63002,62897,62867,62814,62680,62628,62553,62455,34.85392667,128.4339955
경상남도 사천시,55020,54929,54716,54723,54675,54685,54641,54630,54556,54577,54546,54520,35.00329629,128.0642328
경상남도 김해시,268043,268056,267282,267207,267083,266824,266632,266459,266200,266192,266030,265774,35.22857717,128.8892552
경상남도 밀양시,53396,53283,53148,53159,52984,52961,52921,52881,52784,52751,52726,52676,35.50388523,128.7466943
경상남도 거제시,116673,116434,116024,115952,115801,115690,115512,115399,115226,115145,115080,114925,34.88091089,128.6218113
경상남도 양산시,175716,175819,175843,176091,176218,176378,176538,176431,176376,176447,176593,176967,35.33501899,129.0376034
경상남도 의령군,13632,13616,13558,13555,13538,13491,13475,13436,13380,13378,13351,13356,35.32219253,128.2617007
경상남도 함안군,31549,31454,31369,31294,31130,31069,31027,30955,30876,30834,30781,30731,35.2724085,128.406507
경상남도 창녕군,30837,30813,30673,30602,30609,30507,30436,30345,30174,30177,30205,30181,35.54461845,128.4922353
경상남도 고성군,25609,25576,25414,25406,25409,25382,25357,25294,25288,25255,25231,25181,34.97308291,128.3224483
경상남도 남해군,22194,22160,22110,22059,22041,22017,21975,21957,21907,21881,21838,21816,34.83768596,127.8925293
경상남도 하동군,22374,22277,22222,22193,22143,22050,21998,21969,21865,21831,21798,21753,35.06734434,127.7513032
경상남도 산청군,17724,17706,17628,17620,17625,17595,17582,17563,17503,17481,17471,17429,35.41510337,127.8738913
경상남도 함양군,20204,20217,20194,20184,20082,20047,19999,19959,19920,19867,19823,19779,35.52053795,127.7251843
경상남도 거창군,31416,31464,31534,31516,31391,31341,31309,31283,31227,31192,31151,31118,35.68666343,127.9094852
경상남도 합천군,22734,22712,22563,22542,22500,22441,22389,22314,22240,22211,22190,22170,35.56668331,128.1658663
제주특별자치도 제주시,245872,246135,245640,245881,246010,246151,246349,246292,246370,246531,246583,246602,33.49958268,126.5312361
제주특별자치도 서귀포시,90190,90329,90128,90181,90301,90376,90549,90629,90734,90843,90929,90980,33.25531026,126.5349109
