행정구역,2022년1월_총인구수,2022년2월_총인구수,2022년3월_총인구수,2022년4월_총인구수,2022년5월_총인구수,2022년6월_총인구수,2022년7월_총인구수,2022년8월_총인구수,2022년9월_총인구수,2022년10월_총인구수,2022년11월_총인구수,2022년12월_총인구수,위도,경도
동구,61222,60848,60382,59856,59322,59017,58819,58612,58423,58574,58809,58999,37.4740331,126.6432655
미추홀구,407353,407131,406943,406835,407253,407180,406892,407874,407167,407190,406723,406004,37.46365763,126.6502865
연수구,389263,388461,388732,388284,387789,387303,386740,386257,385910,385884,385955,385796,37.41037273,126.678298
남동구,517894,516859,516176,515474,513965,512645,511709,509710,508213,507567,506911,506181,37.44725267,126.7314723
부평구,486445,485656,484844,484125,486216,488095,489374,490558,489286,489329,489137,489118,37.50724197,126.7218691
계양구,295450,294795,294201,293734,293506,292985,292437,291779,290559,290068,289520,288856,37.53757116,126.7377225
서구,557342,562119,565436,568102,569494,571547,575323,578529,579650,581974,585036,589013,37.54548073,126.6760045
강화군,69748,69801,69780,69881,69940,70033,70064,70014,69897,69809,69805,69803,37.74685272,126.4878739
옹진군,20345,20373,20533,20589,20589,20556,20596,20620,20639,20683,20659,20613,37.44668379,126.6368011
동구,103466,103299,103081,102984,102936,103233,103432,105137,105688,105798,105845,105909,35.14615419,126.9231381
서구,291235,290550,289789,289341,288703,288120,287748,288100,288043,287720,287607,287401,35.15217985,126.8899468
남구,215739,215454,215008,214848,215251,215274,215129,214411,213653,213079,212701,212379,35.13321296,126.9022115
북구,426877,427139,427178,426745,426329,426053,425881,424715,423743,424720,425001,424707,35.17438289,126.9121844
광산구,404319,403590,403407,402998,402793,402698,402513,402034,401729,401334,400895,400654,35.13977662,126.7937594
동구,221592,221300,220860,220313,220920,221043,220889,220724,220511,220286,220102,219751,36.31203163,127.4548059
중구,229555,229283,229497,229531,229089,229570,229712,229092,228198,227934,227500,227108,36.32576074,127.4213595
서구,473019,472935,472417,471907,471247,470332,469987,471029,470852,471112,471033,470374,36.35552081,127.3838132
유성구,351622,351887,351989,352557,352826,352844,353151,353263,353449,354066,354845,356093,36.36246979,127.3561992
대덕구,175484,175457,175294,175052,174851,174612,174443,174132,173592,173465,173269,172746,36.34692581,127.4155614
중구,212502,211948,211523,211249,210786,210354,210115,209642,209120,208846,208508,208132,35.56970355,129.3327733
남구,313427,312885,312328,312148,312230,312159,311849,311396,310955,310784,310737,310638,35.54394782,129.330126
동구,153975,153592,153330,153164,152971,152691,152560,152322,152008,151986,151945,151711,35.50516123,129.4167348
북구,219121,219067,219052,218947,218738,218742,218637,218489,218447,218539,218635,218670,35.582905,129.3612179
울주군,222075,221954,221777,221696,221757,221663,221592,221609,221661,221552,221546,221512,35.52252665,129.2425116
세종시,374377,376399,377296,378196,379340,380215,380889,381439,381925,382258,382770,383591,36.48045322,127.2892442
수원시,1184404,1184996,1185569,1185560,1185041,1185044,1185184,1186961,1188234,1189654,1190368,1190964,37.26355925,127.0285973
수원시장안구,273399,273339,273541,273238,272963,273223,273174,272638,271779,271305,271012,270524,37.30388623,127.0100655
수원시권선구,367044,368667,369288,369525,369217,369188,369016,368047,366832,366453,367004,367446,37.2577089,126.972275
수원시팔달구,181990,181806,181595,181395,181280,181123,181416,185563,189267,191423,192225,192610,37.28252144,127.019781
수원시영통구,361971,361184,361145,361402,361581,361510,361578,360713,360356,360473,360127,360384,37.25910895,127.046851
성남시,931072,930731,929463,928267,927340,926645,925981,924333,920903,920667,920362,922518,37.42022748,127.1266546
성남시수정구,235887,235616,235377,235103,234748,234728,234524,234303,233447,232663,232125,230460,37.45023548,127.1454875
성남시중원구,210344,209991,209406,208846,208356,207896,207526,206386,204894,205893,206211,210505,37.43043655,127.1372939
성남시분당구,484841,485124,484680,484318,484236,484021,483931,483644,482562,482111,482026,481553,37.38270101,127.1186651
의정부시,463877,463977,464262,464358,464397,464171,463934,464310,463160,463324,463789,463724,37.73825019,127.033733
안양시,548654,549827,549826,549724,549917,549659,549457,548938,547968,548372,548398,548228,37.39453744,126.9568463
안양시만안구,237288,236611,236237,235843,235229,234712,234363,234083,233963,234331,234296,234394,37.38657615,126.9324
안양시동안구,311366,313216,313589,313881,314688,314947,315094,314855,314005,314041,314102,313834,37.39256848,126.9513
부천시,804990,803585,802473,801503,800174,798999,797855,796575,793519,792561,791263,790128,37.50375321,126.7658326
광명시,292214,291331,290698,290756,290726,290501,290351,289887,288933,288366,288182,287945,37.47867555,126.8646736
평택시,565827,567411,568405,569369,570868,572548,573987,575007,575032,576192,577335,578529,36.99245752,127.112695
동두천시,93527,93395,93346,93260,93189,92999,92840,92744,92084,91980,91735,91546,37.90370032,127.061145
안산시,652036,651419,651153,650708,649776,648849,648164,647266,645952,644583,643044,641660,37.32203062,126.8308388
안산시상록구,349973,349515,349670,349566,349083,348620,348345,347832,347348,346589,345535,344664,37.30076467,126.8464
안산시단원구,302063,301904,301483,301142,300693,300229,299819,299434,298604,297994,297509,296996,37.3209214,126.8152
고양시,1078924,1078772,1079065,1079277,1078975,1078559,1078189,1077198,1074705,1074784,1075202,1076535,37.65830361,126.832016
고양시덕양구,483251,483743,484122,484656,484928,485137,485368,485763,485231,486427,487874,490088,37.63711247,126.8325
고양시일산동구,298593,298563,299256,299399,299123,299065,298974,298492,297614,297055,296590,296122,37.65875975,126.7751
고양시일산서구,297080,296466,295687,295222,294924,294357,293847,292943,291860,291302,290738,290325,37.67802861,126.745
과천시,76139,77632,78128,78301,78414,78532,78645,78657,78231,77818,77775,78137,37.42927348,126.9875979
구리시,191660,191322,191213,191011,190647,190379,190323,189960,189231,189008,188876,188701,37.5944714,127.1297639
남양주시,734013,733995,734033,734642,735547,736212,736864,737059,737059,737352,737366,737353,37.61055247,127.1711945
오산시,229973,229909,229918,230028,230011,230165,230181,230142,229797,229821,229833,229849,37.14993516,127.0770233
시흥시,512092,511839,512455,512721,513653,513928,513768,513331,512331,512168,512438,512912,37.38014281,126.8028693
군포시,267941,267294,267173,267493,267659,267712,267672,267651,267032,266735,266531,266213,37.36160744,126.9352653
의왕시,163040,162761,162493,162137,161696,161334,161296,161047,160759,160563,160464,160221,37.34496964,126.9687218
하남시,321043,322697,323442,323558,323675,323790,323674,323472,323853,324674,325310,326059,37.53923662,127.2145653
용인시,1076830,1076339,1075784,1075877,1076530,1077609,1078451,1078751,1077111,1076369,1075570,1074971,37.24071642,127.177274
용인시처인구,259969,260029,259786,260440,261276,261898,262344,262597,261742,260930,259872,259288,37.23440757,127.2013
용인시기흥구,441419,441173,440826,440298,439990,439877,439674,439459,438728,438547,438500,438235,37.28040312,127.1146
용인시수지구,375442,375137,375172,375139,375264,375834,376433,376695,376641,376892,377198,377448,37.32205481,127.0974
파주시,484729,485672,486131,486515,486872,487831,488608,490143,492267,493938,494970,495315,37.75946605,126.7803264
이천시,222997,222655,222714,222722,222948,223948,224603,224616,224225,224077,223151,222721,37.27224558,127.435023
안성시,189510,189535,189539,189772,189969,189988,190160,190126,189648,189475,189146,188842,37.00786318,127.2798342
김포시,486651,486334,485882,485609,485453,485395,484972,484310,483845,484071,484194,484267,37.61533178,126.7154295
화성시,887910,889398,890668,892038,894587,896147,897883,899334,900294,904267,907958,910814,37.19943362,126.8315556
광주시,387563,387646,388213,388893,389483,389876,390246,391131,391460,391722,391704,391462,37.4294162,127.2551636
양주시,236284,236327,236239,236142,236120,237156,237889,238734,239287,239697,241346,243432,37.78529546,127.04579
포천시,148867,148765,148527,148469,148326,148066,147902,147735,147340,147171,147019,146701,37.89490568,127.200311
여주시,112353,112469,112393,112410,112558,112639,112731,112800,112850,113027,113096,113150,37.29818024,127.6366015
연천군,42739,42725,42784,42731,42675,42625,42584,42542,42364,42240,42153,42062,38.09636868,127.0750663
가평군,62291,62247,62221,62168,62224,62306,62297,62382,62249,62219,62197,62150,37.8312274,127.509577
양평군,121300,121364,121726,121789,122046,122355,122671,122914,122630,122613,122463,122323,37.49165875,127.4874649
춘천시,284933,285202,285372,285575,285738,285907,286050,286352,286371,286466,286535,286664,37.88126781,127.7299743
원주시,358127,358647,358659,358838,359229,359596,359888,360051,360204,360581,360722,360807,37.34200542,127.9196968
강릉시,212907,212767,212642,212526,212414,212277,212260,212099,211867,211742,211541,211381,37.75192033,128.8758988
동해시,90045,89950,89804,89674,89618,89574,89683,89699,89465,89421,89402,89426,37.52501602,129.1144366
태백시,40750,40515,40331,40266,40163,40085,40029,39940,39637,39553,39503,39428,37.16407866,128.9857267
속초시,82771,82790,82737,82691,82725,82848,83035,82974,82824,82781,82795,82806,38.20736378,128.5922346
삼척시,63458,63730,64264,64296,64216,64165,64046,63760,63753,63687,63607,63455,37.44998132,129.1653894
홍천군,68251,68177,68047,67959,67915,67884,67784,67789,67738,67830,67881,67977,37.69715594,127.8887666
횡성군,46436,46459,46401,46595,46560,46546,46555,46543,46504,46516,46498,46532,37.49171366,127.9849703
영월군,37893,37954,38003,37970,37963,37934,37909,37904,37860,37797,37802,37728,37.18370855,128.4617516
평창군,41120,41162,41136,41084,41149,41150,41153,41112,41033,40982,40980,40990,37.37075556,128.3902789
정선군,35634,35527,35446,35401,35382,35334,35282,35210,35072,35027,34953,34931,37.38061264,128.6608105
철원군,43166,43044,42964,42916,42829,42789,42715,42655,42520,42500,42394,42256,38.14658472,127.3125482
화천군,24105,24094,24046,24050,24029,23961,23864,23806,23731,23620,23520,23388,38.10624708,127.7080903
양구군,21705,21651,21701,21700,21635,21607,21555,21522,21438,21449,21395,21383,38.10999021,127.9899381
인제군,32236,32192,32216,32198,32173,32177,32198,32213,32183,32135,32152,32206,38.06952159,128.1697635
고성군,27257,27326,27366,27382,27384,27331,27316,27264,27311,27393,27320,27274,38.38058598,128.4678781
양양군,27866,27864,27901,27917,27883,27899,27856,27908,27885,27859,27863,27866,38.07537941,128.6190796
충주시,209368,209159,208946,208865,208744,208728,208725,208604,208487,208415,208346,208277,36.99091676,127.9257467
제천시,131407,131498,132416,132243,132131,131969,131816,131693,131356,131360,131216,130988,37.13259287,128.1908895
청주시,848797,849029,848875,848795,848727,849003,849083,849290,849100,849207,849388,849573,36.64246074,127.4891116
청주시상당구,194105,194558,194484,194292,194117,194043,194168,194267,195041,195507,195650,196425,36.58981751,127.505
청주시서원구,192993,193031,192916,192817,192674,192503,192235,192171,191803,191661,191622,191273,36.63763213,127.4697
청주시흥덕구,267504,267343,267299,267294,267488,268176,268431,268614,268260,268073,268080,268051,36.62895421,127.3757
청주시청원구,194195,194097,194176,194392,194448,194281,194249,194238,193996,193966,194036,193824,36.65148208,127.4867
보은군,31871,31812,31800,31792,31807,31798,31770,31714,31587,31524,31491,31455,36.48945062,127.7295675
옥천군,50020,49959,49887,49934,49919,49914,49934,49853,49650,49591,49547,49520,36.30634045,127.5712259
영동군,45692,45548,45536,45509,45457,45345,45321,45281,45217,45126,45044,44956,36.17489697,127.7833915
진천군,85458,85557,85596,85625,85671,85817,85914,85921,85947,86082,86120,86147,36.85487116,127.4357457
괴산군,37525,37405,37323,37301,37323,37262,37163,37110,37005,37031,37018,37055,36.8153505,127.7866016
음성군,92113,92171,92155,92175,92186,92240,92311,92277,92199,92133,92035,92058,36.94021058,127.6904771
단양군,28263,28155,28128,28129,28065,28018,28014,27959,27863,27862,27806,27767,36.98510421,128.3655621
증평군,36583,36729,36822,36916,37003,37024,37112,37184,37213,37247,37273,37262,36.78528798,127.5814568
천안시,658150,656925,656702,657080,657241,657214,657418,657612,657210,657701,657821,657559,36.81508793,127.1139222
천안시동남구,255273,255083,254934,254867,255332,255635,255838,255997,255655,255724,255640,255647,36.80675733,127.1516
천안시서북구,402877,401842,401768,402213,401909,401579,401580,401615,401555,401977,402181,401912,36.87786019,127.1548
공주시,103021,102960,103214,103174,103090,102997,102922,102917,102848,102768,102651,102571,36.44652532,127.1190088
보령시,98142,97967,97959,97932,97842,97779,97704,97532,97402,97268,97188,97157,36.33347359,126.6127756
아산시,325412,327717,328576,329043,329684,330516,331190,331806,332361,332790,333602,334539,36.78992729,127.0024922
서산시,176630,176559,176452,176435,176407,176416,176477,176512,176291,176312,176440,176413,36.78478317,126.4503368
논산시,114430,114340,114043,113871,113659,113552,113473,113323,113018,112939,112842,112617,36.18720384,127.0986769
계룡시,43338,43473,43419,43475,43509,43547,43499,43397,43843,44155,44328,44475,36.27450688,127.2485308
당진시,167050,166894,166971,166893,166928,167092,167397,167479,167553,167755,167955,168253,36.88959597,126.6460108
금산군,50335,50351,50290,50277,50245,50211,50224,50176,50111,50088,50092,50092,36.10885289,127.4880279
부여군,63599,63488,63324,63260,63171,63129,63047,62894,62642,62523,62435,62343,36.27567229,126.9097853
서천군,50703,50644,50597,50503,50439,50411,50373,50296,50139,50057,50009,49964,36.08030449,126.6918535
청양군,30396,30390,30547,30532,30507,30442,30392,30335,30245,30278,30270,30266,36.45914434,126.8023368
홍성군,99267,99264,99125,99025,98833,98767,98705,98597,98337,98099,98053,98068,36.60131617,126.6608455
예산군,76703,76540,76443,76385,76619,76647,76643,76651,76808,77206,77329,77385,36.68088766,126.844815
태안군,61462,61400,61437,61411,61487,61481,61547,61555,61461,61394,61342,61335,36.74555213,126.2979723
전주시,656766,656331,655879,655601,654749,654521,653964,653581,652876,652695,652458,651495,35.82445746,127.1478665
전주시완산구,335292,334790,334531,334286,333703,334166,334468,334515,334252,333820,333221,332573,35.81213395,127.1198
전주시덕진구,321474,321541,321348,321315,321046,320355,319496,319066,318624,318875,319237,318922,35.82932986,127.1342
군산시,265160,264949,264656,264358,264030,263897,263709,263500,262937,262819,262635,262467,35.96743059,126.7368529
익산시,277664,277444,277151,276666,276376,276140,275719,275254,274525,274317,274117,273697,35.94825493,126.9577833
정읍시,106534,106403,106187,105982,105884,105812,105702,105590,105356,105282,105176,105081,35.57000284,126.8563525
남원시,79308,79099,79015,78967,78787,78781,78626,78474,78272,78165,78081,77948,35.41632997,127.3903679
김제시,80933,80869,80806,80782,80836,80861,80882,81162,81158,81205,81357,81455,35.80330016,126.8807361
완주군,91060,91072,91041,91015,91079,91134,91545,91719,91663,91711,91776,92422,35.90482498,127.1620039
진안군,24957,24974,24961,24963,24955,24898,24823,24771,24701,24652,24598,24550,35.79178512,127.4245692
무주군,23735,23744,23745,23745,23747,23711,23693,23645,23577,23540,23510,23489,36.0067837,127.6607417
장수군,21683,21644,21645,21624,21626,21580,21536,21497,21464,21425,21358,21336,35.64729167,127.521172
임실군,26686,26705,26664,26732,26807,26678,26580,26534,26490,26498,26442,26508,35.61778264,127.2890493
순창군,26768,26730,26689,26721,26786,26799,26791,26743,26690,26707,26707,26727,35.37443426,127.1374233
고창군,53366,53269,53151,53112,53041,52981,52928,52836,52630,52543,52451,52338,35.43577681,126.7020803
부안군,50772,50690,50615,50556,50527,50486,50451,50358,50257,50217,50173,50094,35.73178215,126.7333099
목포시,218700,218605,218241,218024,217912,217604,217470,217257,216909,216994,217041,216939,34.81181045,126.3921426
여수시,276957,276544,276145,275812,275618,275544,275489,275642,275197,275011,274914,274765,34.76039685,127.6622222
순천시,280699,280607,280719,280478,280386,280195,279980,279593,279222,279069,278809,278737,34.95062457,127.48737
나주시,116601,116749,116497,116398,116391,116284,116143,116049,115818,115762,116205,116456,35.0158853,126.7108524
광양시,151796,151637,151410,151460,151527,151669,151825,152102,152082,152145,152184,152168,34.94070146,127.6958891
담양군,46144,46216,46208,46169,46178,46159,46114,46018,45843,45776,45750,45792,35.32122516,126.9881958
곡성군,27508,27475,27432,27466,27443,27396,27348,27283,27158,27114,27085,27060,35.2820633,127.2920961
구례군,25173,25149,25130,25186,25140,25011,24953,24884,24798,24761,24711,24655,35.20250131,127.4627157
고흥군,62631,62606,62527,62530,62513,62442,62387,62293,62177,62048,62007,61880,34.60477493,127.2762856
보성군,39292,39251,39200,39183,39084,39031,38942,38834,38683,38614,38549,38471,34.77147634,127.079973
화순군,62584,62650,62643,62601,62587,62402,62315,62207,62086,62085,62058,62024,35.06454988,126.9866674
장흥군,36514,36405,36298,36236,36181,36147,36102,35999,35856,35797,35726,35650,34.68163168,126.9071449
강진군,33664,33620,33534,33503,33461,33428,33397,33314,33243,33223,33169,33177,34.64205355,126.7672373
해남군,67099,67071,66961,66855,66722,66629,66523,66336,66129,66001,65917,65831,34.57338485,126.5992923
영암군,53022,52946,52970,53103,53108,53052,52976,52898,52679,52555,52513,52395,34.80016406,126.6967832
무안군,91102,91013,90874,90876,90882,91078,91158,91097,90904,90784,90757,90608,34.99040352,126.481689
함평군,31157,31126,31167,31090,31076,31000,30977,30952,30923,30875,30848,30784,35.06589788,126.5165996
영광군,52045,51980,51947,51973,52033,52127,52292,52348,52204,52202,52169,52197,35.27718056,126.5119711
장성군,43343,43356,43241,43239,43190,43182,43231,43233,43134,43118,43046,43146,35.3018382,126.7849389
완도군,48481,48415,48329,48314,48197,48079,48013,47955,47830,47754,47634,47597,34.31099974,126.7549467
진도군,29996,29969,29915,29914,29888,29816,29729,29686,29602,29559,29543,29507,34.48679563,126.2634295
신안군,38096,38061,38113,38140,38157,38165,38170,38124,37981,37910,37849,37858,34.83357423,126.3514524
포항시,503404,502704,501691,500947,500324,499854,499363,498597,497900,497546,497197,496650,36.01937542,129.3433639
포항시남구,230563,230268,229821,229471,229188,229100,228944,228610,228242,228001,227770,227486,36.00852167,129.3594
포항시북구,272841,272436,271870,271476,271136,270754,270419,269987,269658,269545,269427,269164,36.04373299,129.3685
경주시,251627,251505,251154,251133,251021,250857,250743,250453,250108,249928,249845,249607,35.85626282,129.2248116
김천시,140144,140039,140078,140065,140023,139906,139851,139710,139573,139477,139396,139324,36.13983232,128.1135643
안동시,156729,156533,156182,156023,156006,155904,155725,155451,155182,155020,154860,154610,36.56831833,128.7295868
구미시,412345,411476,410412,409935,409679,409555,409091,408619,408179,407993,407880,408110,36.1198418,128.3443068
영주시,101879,101786,101599,101512,101421,101370,101332,101192,100997,100901,100823,100749,36.80565236,128.6238768
영천시,101634,101513,101552,101492,101391,101285,101222,101200,101131,101181,101051,101088,35.97349135,128.9382431
상주시,95615,95849,95771,95695,95501,95490,95394,95305,95108,95026,94931,94823,36.41095303,128.1589549
문경시,70935,71106,72283,72212,72390,72065,71752,71481,71003,70847,70645,70373,36.58683084,128.1870005
경산시,268157,268087,267844,267583,267579,267423,267607,268138,267891,267710,267763,267725,35.82511073,128.741326
군위군,23008,23053,23258,23314,23409,23405,23359,23318,23312,23302,23338,23340,36.24293664,128.5728369
의성군,50561,50487,50560,50609,50597,50554,50477,50374,50241,50172,50113,50186,36.35271338,128.6971422
청송군,24535,24546,24538,24555,24532,24486,24464,24387,24286,24289,24288,24295,36.43628135,129.0569723
영양군,16289,16248,16256,16263,16262,16218,16200,16126,16095,16066,16058,16022,36.66667945,129.1122616
영덕군,35282,35187,35166,35122,35092,35034,34991,34937,34772,34759,34688,34650,36.41501475,129.3656654
청도군,41903,41856,41781,41734,41694,41654,41617,41609,41491,41544,41586,41614,35.64740052,128.733963
고령군,30623,30610,30525,30508,30428,30377,30333,30289,30198,30206,30326,30353,35.72611222,128.2629519
성주군,42916,42972,42944,42930,42910,42861,42822,42740,42620,42595,42578,42566,35.91943449,128.2831702
칠곡군,113683,113664,113455,113311,113312,113184,113157,112993,112740,112626,112598,112487,35.99558435,128.4016028
예천군,55718,55704,55538,55645,55647,55572,55671,55705,55716,55793,55814,55755,36.64687138,128.4372484
봉화군,30682,30635,30594,30572,30515,30478,30462,30413,30317,30272,30207,30139,36.8930961,128.7323988
울진군,47775,47552,47483,47389,47430,47349,47321,47249,47167,47123,47082,47030,36.99308703,129.4004941
울릉군,8866,8914,8977,9003,9014,9082,9062,9070,9039,9013,8985,8996,37.48434523,130.9057502
창원시,1031948,1030311,1028875,1028152,1027429,1026749,1026057,1024964,1023777,1023269,1022641,1021487,35.22797503,128.6818146
창원시의창구,217823,217623,217224,216891,216665,216485,216412,216241,216097,216095,216077,215823,35.25378964,128.6403
창원시성산구,251315,250618,250100,250205,250147,250029,249886,249447,249155,248840,248650,248512,35.19840389,128.7028
창원시마산합포구,181339,181306,181235,181110,180974,180790,180611,180489,180147,179985,179781,179496,35.19690103,128.5679
창원시마산회원구,186598,186028,185646,185462,185215,185044,184876,184579,184241,184137,183995,183662,35.22084924,128.5797
창원시진해구,194873,194736,194670,194484,194428,194401,194272,194208,194137,194212,194138,193994,35.13343325,128.7103
진주시,346733,346328,345957,345686,345463,345303,344966,344675,344459,344293,344133,343782,35.18030228,128.1086628
통영시,125128,124941,124872,124554,124346,124115,123997,123645,123344,123158,123008,122681,34.85392667,128.4339955
사천시,109916,109743,109617,109494,109474,109520,109752,109891,109585,109518,109465,109369,35.00329629,128.0642328
김해시,537601,537125,536662,536565,536340,536175,536065,536533,535913,535734,535380,535129,35.22857717,128.8892552
밀양시,103466,103361,103482,103375,103293,103183,103155,102979,102775,102725,102893,102945,35.50388523,128.7466943
거제시,240802,240059,239554,239212,238822,238423,238192,237774,237293,237090,236888,236662,34.88091089,128.6218113
양산시,354699,354489,354386,354290,353939,353886,353821,353668,353576,353410,353647,353792,35.33501899,129.0376034
의령군,26343,26332,26335,26381,26359,26330,26271,26206,26131,26100,26087,26061,35.32219253,128.2617007
함안군,62531,62461,62269,62163,62078,61989,61967,61776,61677,61613,61530,61456,35.2724085,128.406507
창녕군,59987,59950,59767,59616,59568,59424,59229,59051,58750,58633,58523,58372,35.54461845,128.4922353
고성군,50339,50224,50126,50108,50018,49987,49962,49994,49895,49913,49871,50448,34.97308291,128.3224483
남해군,42255,42235,42221,42172,42128,42071,42015,41919,41769,41727,41696,41579,34.83768596,127.8925293
하동군,43315,43256,43114,43074,43036,42975,42927,42756,42679,42630,42564,42465,35.06734434,127.7513032
산청군,34303,34244,34197,34196,34205,34194,34189,34144,34089,34062,34083,34028,35.41510337,127.8738913
함양군,38301,38321,38283,38285,38269,38189,38131,38077,37962,37900,37797,37708,35.52053795,127.7251843
거창군,60916,60828,60841,60756,60689,60600,60531,60523,60476,60475,60462,60387,35.68666343,127.9094852
합천군,42855,42797,42716,42613,42560,42502,42482,42416,42320,42245,42181,42142,35.56668331,128.1658663
제주시,492919,492919,493023,493076,493275,493538,493898,494059,493575,493459,493543,493389,33.49958268,126.5312361
서귀포시,183772,184224,184195,184337,184491,184474,184593,184957,184851,184865,184830,184770,33.25531026,126.5349109
