행정구역,2022년1월_남자 인구수,2022년2월_남자 인구수,2022년3월_남자 인구수,2022년4월_남자 인구수,2022년5월_남자 인구수,2022년6월_남자 인구수,2022년7월_남자 인구수,2022년8월_남자 인구수,2022년9월_남자 인구수,2022년10월_남자 인구수,2022년11월_남자 인구수,2022년12월_남자 인구수,위도,경도
경기도 오산시,119451,119393,119410,119526,119574,119696,119711,119699,119561,119603,119600,119646,37.14993516,127.0770233
경기도 시흥시,267436,267286,267788,267980,268378,268455,268347,268101,267615,267503,267637,267861,37.38014281,126.8028693
경기도 군포시,132899,132546,132531,132695,132808,132818,132798,132817,132542,132379,132304,132165,37.36160744,126.9352653
경기도 의왕시,80966,80826,80678,80496,80259,80052,80018,79909,79758,79640,79541,79417,37.34496964,126.9687218
경기도 하남시,160622,161351,161709,161759,161833,161887,161761,161608,161778,162159,162437,162773,37.53923662,127.2145653
경기도 용인시,534163,533912,533595,533650,534143,534851,535438,535640,534734,534236,533662,533323,37.24071642,127.177274
경기도 파주시,245879,246377,246706,246910,247137,247681,248071,248876,249924,250677,251183,251334,37.75946605,126.7803264
경기도 이천시,115704,115556,115639,115649,115858,116438,116851,116895,116689,116626,116138,115925,37.27224558,127.435023
경기도 안성시,97864,97918,97908,98093,98127,98110,98165,98161,97942,97870,97702,97581,37.00786318,127.2798342
경기도 김포시,243429,243242,243002,242877,242809,242718,242449,242154,241842,241884,241926,241904,37.61533178,126.7154295
경기도 화성시,461279,462137,462876,463590,465017,465868,466793,467557,468038,470143,471943,473507,37.19943362,126.8315556
경기도 광주시,197738,197783,198100,198452,198743,198918,199090,199571,199709,199848,199833,199707,37.4294162,127.2551636
경기도 양주시,119759,119794,119761,119703,119676,120188,120561,120947,121215,121383,122157,123173,37.78529546,127.04579
경기도 포천시,78888,78859,78764,78734,78631,78483,78374,78294,78049,77965,77866,77707,37.89490568,127.200311
경기도 여주시,57131,57214,57167,57176,57241,57300,57340,57360,57385,57467,57514,57567,37.29818024,127.6366015
경기도 연천군,22416,22402,22452,22438,22420,22394,22365,22343,22245,22187,22154,22113,38.09636868,127.0750663
경기도 가평군,32135,32105,32070,32046,32068,32135,32127,32191,32123,32112,32097,32102,37.8312274,127.509577
경기도 양평군,60885,60919,61138,61176,61338,61515,61743,61890,61730,61725,61593,61495,37.49165875,127.4874649
강원도 춘천시,140699,140856,140874,140937,141017,141081,141161,141349,141360,141392,141417,141490,37.88126781,127.7299743
강원도 원주시,177567,177793,177773,177888,178072,178256,178436,178471,178585,178792,178845,178880,37.34200542,127.9196968
강원도 강릉시,105648,105554,105514,105472,105385,105308,105312,105222,105102,105042,104929,104845,37.75192033,128.8758988
강원도 동해시,45754,45713,45651,45580,45558,45553,45584,45612,45494,45439,45435,45423,37.52501602,129.1144366
강원도 태백시,20600,20489,20392,20368,20299,20259,20232,20184,19992,19948,19918,19881,37.16407866,128.9857267
강원도 속초시,41050,41074,41042,41009,41037,41100,41174,41131,41069,41034,41029,41037,38.20736378,128.5922346
강원도 삼척시,32059,32214,32486,32525,32487,32450,32390,32285,32318,32280,32236,32156,37.44998132,129.1653894
강원도 홍천군,35130,35111,35040,34968,34932,34908,34840,34835,34824,34859,34870,34954,37.69715594,127.8887666
강원도 횡성군,23833,23837,23803,23926,23905,23903,23891,23894,23852,23872,23864,23877,37.49171366,127.9849703
강원도 영월군,19607,19645,19698,19686,19678,19657,19633,19634,19617,19582,19562,19509,37.18370855,128.4617516
강원도 평창군,21148,21182,21204,21189,21231,21222,21219,21206,21176,21159,21174,21176,37.37075556,128.3902789
강원도 정선군,18537,18492,18474,18460,18456,18449,18423,18372,18324,18304,18274,18264,37.38061264,128.6608105
강원도 철원군,22356,22291,22254,22245,22190,22160,22119,22082,22016,21999,21940,21863,38.14658472,127.3125482
강원도 화천군,13102,13082,13039,13024,13004,12948,12874,12826,12786,12713,12664,12560,38.10624708,127.7080903
강원도 양구군,11442,11396,11402,11398,11359,11327,11303,11291,11253,11251,11233,11215,38.10999021,127.9899381
강원도 인제군,17514,17504,17527,17519,17501,17493,17499,17518,17501,17477,17485,17529,38.06952159,128.1697635
강원도 고성군,14047,14091,14111,14123,14116,14098,14084,14036,14071,14121,14090,14060,38.38058598,128.4678781
강원도 양양군,14222,14219,14238,14245,14231,14233,14213,14245,14236,14227,14217,14228,38.07537941,128.6190796
충청북도 청주시,428057,428231,428136,428161,428202,428367,428527,428770,428755,428830,428993,429208,36.64246074,127.4891116
충청북도 충주시,105933,105853,105760,105738,105705,105727,105692,105644,105588,105552,105521,105478,36.99091676,127.9257467
충청북도 제천시,66113,66139,66625,66545,66450,66343,66247,66190,66020,65996,65939,65833,37.13259287,128.1908895
충청북도 보은군,16071,16035,16034,16042,16047,16034,16025,15987,15934,15908,15886,15877,36.48945062,127.7295675
충청북도 옥천군,25208,25177,25159,25182,25183,25187,25213,25154,25046,25002,24980,24974,36.30634045,127.5712259
충청북도 영동군,22764,22686,22682,22686,22657,22615,22618,22603,22573,22541,22517,22486,36.17489697,127.7833915
충청북도 증평군,19081,19139,19192,19222,19240,19237,19292,19338,19333,19351,19389,19387,36.78528798,127.5814568
충청북도 진천군,44861,44946,45006,45059,45112,45233,45290,45309,45341,45422,45439,45488,36.85487116,127.4357457
충청북도 괴산군,19313,19271,19240,19233,19241,19216,19148,19119,19073,19084,19065,19082,36.8153505,127.7866016
충청북도 음성군,48837,48901,48905,48936,48939,48951,49014,48986,48932,48898,48858,48849,36.94021058,127.6904771
충청북도 단양군,14310,14271,14265,14259,14233,14217,14220,14189,14146,14163,14144,14120,36.98510421,128.3655621
충청남도 천안시,336552,335951,335893,336080,336249,336296,336389,336524,336312,336644,336790,336716,36.81508793,127.1139222
충청남도 공주시,51423,51419,51566,51521,51489,51451,51398,51379,51342,51294,51258,51231,36.44652532,127.1190088
충청남도 보령시,49781,49672,49663,49644,49603,49557,49512,49454,49378,49291,49231,49237,36.33347359,126.6127756
충청남도 아산시,169380,170587,171025,171323,171704,172160,172507,172844,173123,173385,173842,174333,36.78992729,127.0024922
충청남도 서산시,92088,92057,91992,92011,92003,92007,92012,92059,91955,91940,92003,92011,36.78478317,126.4503368
충청남도 논산시,57108,57064,56929,56839,56722,56684,56637,56572,56397,56356,56321,56237,36.18720384,127.0986769
충청남도 계룡시,21593,21681,21666,21710,21720,21717,21678,21650,21861,22018,22081,22166,36.27450688,127.2485308
충청남도 당진시,88930,88875,88907,88877,88873,88951,89056,89117,89183,89316,89443,89606,36.88959597,126.6460108
충청남도 금산군,25383,25412,25381,25377,25357,25356,25364,25339,25320,25315,25320,25315,36.10885289,127.4880279
충청남도 부여군,31547,31503,31454,31425,31364,31353,31312,31222,31105,31046,31011,30970,36.27567229,126.9097853
충청남도 서천군,25057,25004,24973,24916,24884,24891,24892,24857,24771,24739,24720,24709,36.08030449,126.6918535
충청남도 청양군,15444,15444,15553,15537,15517,15489,15458,15429,15382,15401,15398,15421,36.45914434,126.8023368
충청남도 홍성군,49426,49399,49372,49355,49260,49248,49214,49149,49013,48896,48848,48835,36.60131617,126.6608455
충청남도 예산군,38528,38455,38390,38390,38496,38493,38507,38517,38561,38748,38809,38848,36.68088766,126.844815
충청남도 태안군,31002,30984,30989,30965,31055,31059,31101,31097,31053,31036,31001,30997,36.74555213,126.2979723
전라북도 전주시,323207,322944,322705,322475,322024,321819,321557,321370,320985,320851,320708,320265,35.82445746,127.1478665
전라북도 군산시,134203,134073,133921,133778,133628,133558,133455,133330,133117,133035,132948,132887,35.96743059,126.7368529
전라북도 익산시,138206,138133,138050,137863,137699,137561,137312,137085,136750,136654,136556,136330,35.94825493,126.9577833
전라북도 정읍시,52927,52896,52787,52694,52658,52652,52584,52532,52428,52382,52315,52272,35.57000284,126.8563525
전라북도 남원시,38907,38802,38793,38778,38694,38672,38580,38482,38389,38344,38307,38246,35.41632997,127.3903679
전라북도 김제시,40192,40169,40162,40147,40168,40187,40204,40312,40338,40356,40453,40476,35.80330016,126.8807361
전라북도 완주군,46821,46842,46813,46836,46870,46874,47062,47164,47142,47152,47173,47529,35.90482498,127.1620039
전라북도 진안군,12661,12678,12674,12669,12674,12654,12626,12599,12558,12536,12518,12496,35.79178512,127.4245692
전라북도 무주군,11807,11835,11844,11859,11869,11843,11840,11803,11770,11753,11735,11731,36.0067837,127.6607417
전라북도 장수군,10821,10798,10810,10809,10802,10784,10760,10741,10732,10739,10726,10718,35.64729167,127.521172
전라북도 임실군,13645,13663,13648,13685,13712,13662,13604,13595,13583,13576,13550,13586,35.61778264,127.2890493
전라북도 순창군,13139,13116,13096,13121,13157,13160,13164,13132,13125,13141,13139,13138,35.37443426,127.1374233
전라북도 고창군,26500,26441,26414,26398,26354,26335,26300,26242,26144,26115,26072,26005,35.43577681,126.7020803
전라북도 부안군,25255,25221,25211,25162,25166,25147,25116,25049,24983,24974,24951,24913,35.73178215,126.7333099
전라남도 목포시,108833,108802,108609,108480,108386,108210,108158,108029,107802,107880,107911,107826,34.81181045,126.3921426
전라남도 여수시,141173,140955,140757,140523,140399,140332,140274,140351,140132,140028,139925,139821,34.76039685,127.6622222
전라남도 순천시,140117,140048,140136,140006,139957,139846,139700,139482,139240,139135,139050,139014,34.95062457,127.48737
전라남도 나주시,58813,58896,58799,58765,58730,58689,58625,58541,58464,58399,58597,58749,35.0158853,126.7108524
전라남도 광양시,79278,79192,79104,79124,79171,79226,79302,79450,79462,79499,79528,79523,34.94070146,127.6958891
전라남도 담양군,23401,23431,23421,23402,23384,23344,23319,23276,23228,23184,23160,23168,35.32122516,126.9881958
전라남도 곡성군,13530,13510,13505,13534,13529,13512,13487,13458,13421,13395,13390,13386,35.2820633,127.2920961
전라남도 구례군,12268,12238,12233,12262,12252,12194,12177,12148,12116,12104,12085,12052,35.20250131,127.4627157
전라남도 고흥군,30497,30504,30465,30474,30459,30442,30405,30357,30312,30255,30232,30170,34.60477493,127.2762856
전라남도 보성군,19172,19146,19130,19127,19068,19057,19022,18975,18906,18888,18854,18823,34.77147634,127.079973
전라남도 화순군,30901,30942,30946,30927,30930,30839,30793,30758,30699,30689,30690,30643,35.06454988,126.9866674
전라남도 장흥군,17776,17743,17678,17654,17642,17620,17593,17543,17499,17487,17439,17402,34.68163168,126.9071449
전라남도 강진군,16331,16308,16271,16256,16242,16228,16205,16164,16149,16138,16115,16128,34.64205355,126.7672373
전라남도 해남군,33247,33277,33239,33195,33141,33115,33074,32980,32866,32811,32802,32772,34.57338485,126.5992923
전라남도 영암군,27529,27511,27552,27634,27634,27603,27576,27562,27481,27413,27408,27359,34.80016406,126.6967832
전라남도 무안군,45776,45775,45709,45706,45737,45856,45894,45866,45751,45693,45656,45607,34.99040352,126.481689
전라남도 함평군,15690,15675,15696,15660,15647,15613,15600,15586,15587,15581,15573,15539,35.06589788,126.5165996
전라남도 영광군,25976,25949,25940,25948,25992,26030,26118,26156,26102,26102,26073,26081,35.27718056,126.5119711
전라남도 장성군,22191,22222,22180,22176,22150,22155,22176,22210,22173,22170,22117,22162,35.3018382,126.7849389
전라남도 완도군,24408,24374,24314,24328,24284,24222,24203,24157,24109,24087,24028,24017,34.31099974,126.7549467
전라남도 진도군,14883,14859,14844,14844,14845,14802,14769,14739,14708,14686,14696,14684,34.48679563,126.2634295
전라남도 신안군,20400,20396,20443,20467,20471,20482,20486,20472,20404,20372,20348,20346,34.83357423,126.3514524
경상북도 포항시,255012,254735,254254,253898,253538,253278,253032,252607,252233,252051,251893,251630,36.01937542,129.3433639
경상북도 경주시,125864,125820,125698,125674,125643,125551,125480,125322,125174,125075,124992,124909,35.85626282,129.2248116
경상북도 김천시,70248,70215,70286,70319,70272,70224,70197,70096,70015,69957,69931,69900,36.13983232,128.1135643
경상북도 안동시,77463,77396,77242,77163,77144,77067,76972,76851,76737,76663,76585,76447,36.56831833,128.7295868
경상북도 구미시,211954,211543,211042,210795,210709,210608,210324,210067,209920,209839,209826,209909,36.1198418,128.3443068
경상북도 영주시,50550,50515,50426,50382,50318,50292,50264,50167,50064,50023,49950,49920,36.80565236,128.6238768
경상북도 영천시,51600,51553,51644,51601,51529,51481,51442,51430,51422,51468,51388,51406,35.97349135,128.9382431
경상북도 상주시,46875,47021,47039,47007,46938,46949,46911,46881,46794,46747,46716,46660,36.41095303,128.1589549
경상북도 문경시,34807,34863,35426,35412,35486,35326,35176,35072,34898,34814,34706,34577,36.58683084,128.1870005
경상북도 경산시,134859,134850,134732,134616,134591,134526,134623,134906,134812,134722,134768,134746,35.82511073,128.741326
경상북도 군위군,11795,11799,11894,11926,11986,11973,11956,11928,11941,11927,11953,11969,36.24293664,128.5728369
경상북도 의성군,24782,24753,24809,24855,24868,24851,24823,24779,24730,24690,24665,24709,36.35271338,128.6971422
경상북도 청송군,12262,12275,12281,12303,12291,12267,12249,12221,12154,12155,12163,12168,36.43628135,129.0569723
경상북도 영양군,8137,8108,8111,8130,8126,8099,8081,8052,8031,8020,8016,7997,36.66667945,129.1122616
경상북도 영덕군,16785,16730,16744,16726,16687,16664,16633,16617,16546,16545,16513,16481,36.41501475,129.3656654
경상북도 청도군,20602,20592,20576,20575,20581,20563,20542,20534,20474,20489,20516,20541,35.64740052,128.733963
경상북도 고령군,15732,15722,15684,15674,15625,15596,15579,15547,15499,15484,15555,15572,35.72611222,128.2629519
경상북도 성주군,22254,22308,22308,22317,22313,22280,22256,22227,22167,22178,22180,22161,35.91943449,128.2831702
경상북도 칠곡군,59203,59207,59142,59070,59085,59060,59040,58973,58916,58911,58880,58821,35.99558435,128.4016028
경상북도 예천군,27379,27381,27308,27362,27352,27316,27353,27341,27342,27398,27427,27400,36.64687138,128.4372484
경상북도 봉화군,15505,15488,15469,15443,15442,15429,15428,15417,15385,15361,15328,15295,36.8930961,128.7323988
경상북도 울진군,23979,23877,23836,23824,23851,23805,23782,23762,23729,23729,23702,23687,36.99308703,129.4004941
경상북도 울릉군,4862,4887,4937,4946,4957,4993,4996,5018,5000,4991,4984,4976,37.48434523,130.9057502
경상남도 창원시,522799,522012,521296,520904,520548,520087,519679,519080,518462,518179,517816,517211,35.22797503,128.6818146
경상남도 진주시,171450,171158,170962,170768,170712,170623,170451,170289,170150,170055,169998,169862,35.18030228,128.1086628
경상남도 통영시,62788,62662,62687,62523,62420,62275,62223,62041,61921,61825,61751,61587,34.85392667,128.4339955
경상남도 사천시,55409,55336,55259,55238,55205,55235,55337,55429,55304,55268,55253,55239,35.00329629,128.0642328
경상남도 김해시,271874,271662,271444,271397,271285,271226,271180,271359,271068,270978,270781,270652,35.22857717,128.8892552
경상남도 밀양시,50825,50789,50851,50803,50756,50706,50675,50593,50517,50498,50602,50636,35.50388523,128.7466943
경상남도 거제시,126068,125673,125392,125206,124993,124748,124591,124364,124092,123987,123842,123712,34.88091089,128.6218113
경상남도 양산시,177719,177713,177588,177507,177337,177290,177264,177188,177169,177096,177164,177238,35.33501899,129.0376034
경상남도 의령군,12973,12979,12999,13035,13026,13000,12983,12951,12930,12907,12908,12893,35.32219253,128.2617007
경상남도 함안군,31830,31792,31715,31682,31646,31631,31614,31524,31484,31451,31409,31371,35.2724085,128.406507
경상남도 창녕군,29888,29905,29821,29744,29724,29660,29564,29490,29360,29300,29254,29180,35.54461845,128.4922353
경상남도 고성군,25225,25193,25143,25139,25099,25105,25094,25112,25066,25074,25074,25366,34.97308291,128.3224483
경상남도 남해군,20449,20463,20464,20454,20439,20423,20403,20353,20287,20260,20253,20190,34.83768596,127.8925293
경상남도 하동군,21632,21589,21539,21537,21532,21496,21470,21374,21329,21325,21289,21255,35.06734434,127.7513032
경상남도 산청군,16901,16883,16877,16896,16906,16900,16920,16907,16886,16867,16894,16871,35.41510337,127.8738913
경상남도 함양군,18527,18540,18513,18515,18515,18473,18450,18419,18365,18355,18306,18270,35.52053795,127.7251843
경상남도 거창군,29890,29844,29893,29861,29829,29768,29716,29699,29687,29691,29699,29655,35.68666343,127.9094852
경상남도 합천군,20721,20714,20703,20657,20628,20599,20584,20574,20545,20538,20514,20487,35.56668331,128.1658663
제주특별자치도 제주시,246352,246383,246449,246450,246548,246672,246826,246892,246644,246594,246655,246504,33.49958268,126.5312361
제주특별자치도 서귀포시,92719,92865,92871,92933,93030,93025,93125,93213,93157,93137,93103,93086,33.25531026,126.5349109
